"","par1","par2","par3","par4","log.lik","rec1","rec2","rec3","rec4","rec5","rec6","rec7","rec8","rec9","rec10","rec11","rec12","rec13","rec14","rec15","rec16","rec17","rec18","rec19","Biomass1","Biomass2","Biomass3","Biomass4","Biomass5","Biomass6","Biomass7","Biomass8","Biomass9","Biomass10","Biomass11","Biomass12","Biomass13","Biomass14"
"455",1.91422325242919,0.549055572506741,0.0895387471806687,0.0418357303778235,4421.68846310466,0,0,0,46215.0019410297,840142.675434207,1702980.27086718,1256132.5661162,1163860.79876762,1931610.56574129,3651669.20843054,2560690.60888474,2377386.68124811,1857842.5831675,2243159.21623868,3076235.30360013,2382559.35556814,1043870.74840321,1481523.61408536,2750954.81983998,100.461262126985,68.9904144383144,101.521850336228,65.858686487874,105.579063574968,321.516348785833,169.744096520641,153.405607166993,104.817575784806,209.091044105392,167.391814262811,151.536265194735,137.811161596144,150.131096403622
"456",1.58601602260648,0.613040267875502,0.103050556390072,0.0280421013161804,4421.88626365464,0,0,0,50147.9058747656,911465.768872437,1930725.61986467,1436288.82706926,1350806.24775405,2280667.94388629,4416375.90293209,3169355.45597215,3062877.64677933,2401868.07205615,2909134.90249215,4004380.79891251,3135466.54264981,1374567.36751359,1980093.34559191,5089618.461107,109.320527311606,76.0153157625665,109.472166293498,73.1714280429338,114.634524682312,361.332035703301,243.619709065162,225.719616330708,134.281070755341,316.963414419705,233.620735238627,209.247180472165,184.086504776343,231.09936002795
"458",2.04021776427991,0.541000888152306,0.0904813418912081,0.0350920266888455,4421.09179213146,0,0,0,45359.6944384549,824637.629671678,1654167.30264674,1216853.83967941,1122880.36632118,1855125.2947334,3478707.3646741,2431271.82954509,2269309.08262008,1771445.32011228,2135984.03798281,2923591.84923475,2259145.29513043,986902.41675991,1404062.94724219,3064554.75229589,93.520392297474,64.2819806744595,94.4457876180822,61.4014595079174,98.2688474873057,300.010746595465,171.029799021974,156.252878565784,100.705147990648,215.798982238527,166.648275354996,150.181419287943,134.693465377352,156.014731367738
"460",1.71108927976105,0.563436818801887,0.100298821459915,0.0291505039824759,4421.86606757881,0,0,0,47897.5550334539,870615.613094794,1774473.77441335,1314198.21674238,1226303.61576088,2053737.72057697,3923207.10212654,2779304.40847296,2648479.16860879,2073584.4965834,2509141.24772252,3455262.35407975,2700023.98923722,1189056.75149173,1721247.65186027,4439026.35588105,103.34007339233,71.6809816595736,103.670786842213,68.887252622376,108.41104893899,339.422704402215,221.670095215081,204.883932668988,123.634840017509,286.889002278287,213.167358535249,191.135199938466,168.732453863866,208.872914438736
"461",2.00583458507773,0.549950100572983,0.0874522705920707,0.0373467724102539,4421.79593357628,0,0,0,45712.8594822065,831050.712889359,1685531.75709936,1241332.04842201,1147379.13056903,1898327.00898665,3574145.08897808,2501013.59315825,2325807.75811065,1816251.38430666,2190717.45996637,2998829.88292563,2317832.70135202,1012125.84132858,1435925.47968618,2941307.32439833,97.5894069293169,66.8828297342751,98.7639100907919,63.7594787592313,102.597613567304,310.676070770126,169.478308309166,154.237579946574,101.532099047677,212.023593043737,165.850070038599,149.706846234808,134.947870750213,152.915666165487
"463",1.5996595773662,0.653984841201194,0.0966336044516387,0.0315390035007,4419.77816930918,0,0,0,51006.8220532433,927139.559648698,2039648.88111665,1519336.91572242,1432489.74464286,2421365.40074471,4719429.41901093,3403551.70620878,3277332.66247605,2570748.26350059,3111908.12144403,4270598.35841557,3333484.43383788,1450225.23932767,2058784.55309731,4570937.34273885,113.593103843068,78.5309078482652,114.235773445605,75.3029430418513,119.238243042836,369.907231173929,228.622366347477,210.268312202748,130.544239575493,292.720300762259,221.095892641046,198.676274462007,176.595999885278,212.490790307171
"465",1.60288097516247,0.631290167890738,0.0920519435346945,0.0406881168273496,4422.17214982198,0,0,0,50426.0073087058,916559.161234108,1992561.53859888,1483859.10762932,1397048.63965281,2357608.94351597,4588159.35517395,3288929.43150264,3106647.40100399,2436240.09296616,2949752.85325243,4051914.30679454,3158638.71463613,1379337.25682408,1949642.44541275,3502878.94353147,117.516801520954,80.8969362990962,118.550904743205,77.3497332283514,123.450900373502,378.462567179957,204.913556457392,185.504722756058,125.618257088516,253.370122274748,201.698136744526,182.465693611292,165.58696427749,182.123636376176
"466",1.71948004447091,0.597940658267672,0.0900590377608908,0.0316095660153549,4420.3278879255,0,0,0,48610.8205115834,883621.284021364,1869508.14887383,1386968.86460038,1297560.31094188,2175271.01262776,4187332.21855453,2974377.35290648,2813163.00624494,2203184.44510527,2664801.1487777,3660280.12050355,2853030.11109743,1248101.93060191,1785638.21664259,4138574.03863978,111.354357619716,76.5093406840281,112.489204403319,73.0609591436159,117.016717950144,356.844473654711,212.475857532477,195.390686922158,121.404219099347,271.963623988045,205.513615810953,184.685367575823,164.191464177647,197.406477291295
"468",1.56714899728426,0.611778248662837,0.0963057485562845,0.0351762131794184,4421.64464389555,0,0,0,50302.9197268401,914262.200128756,1950793.66325981,1452803.63020598,1367592.71007804,2309707.44599454,4486806.03167579,3212181.93151483,3057606.88411006,2398083.03851662,2905306.38157558,3999918.39913317,3128819.85426512,1372795.83125157,1964914.12813014,4106050.45300804,116.240059467189,80.3365969120389,116.923535198527,77.0188809993561,122.023315813089,378.231488372776,222.430385612387,203.182136707674,131.058964832271,280.562083102963,216.768260536436,195.361365123803,175.248584088275,202.817319938919
"469",1.53057377749332,0.615803391948381,0.105426450842246,0.0300017154771647,4422.88509742144,0,0,0,50778.293601332,922867.492727244,1957603.16735226,1458346.33740596,1374578.94572435,2327011.97191221,4519956.41988644,3251774.12450741,3146961.35803899,2469071.18366349,2992439.21647949,4123097.52876971,3232463.89902258,1419194.03137958,2044370.75421372,4935965.8044284,111.434305898211,77.6466144872725,111.416814816519,74.8445440833489,116.807264326718,370.285992883865,244.489978117096,225.56798978225,137.549570026993,315.183040340665,235.598596816063,211.417182641266,187.109555364769,229.226957640896
"474",1.87265241838728,0.548686710784285,0.105679239721227,0.0408878112058036,4420.84660360122,0,0,0,46460.3465104401,844582.391799339,1684926.8747708,1242336.0316279,1151858.67899687,1916419.81264909,3614173.62334528,2550100.53647033,2409364.21029125,1883458.00704517,2275147.86061328,3123129.01843795,2422744.49730368,1063178.47569689,1513709.73088527,2876233.73745937,90.9219768311307,63.3676942317205,90.8928730822146,61.0897614041669,95.3021303793449,302.294997255967,175.058983764145,158.430425280689,107.454677071383,216.311424176561,172.368679815513,155.952113127257,141.579226138291,155.455726121825
"478",1.58248504964765,0.645837958948882,0.0913569699887365,0.0408392882908884,4422.72533540934,0,0,0,50984.4258885832,926708.295281311,2040403.06809249,1521047.97136405,1434582.17955903,2424672.58066442,4734707.9358135,3403369.31124571,3218818.24946179,2524995.26330054,3057487.06302379,4197927.85283803,3272271.09199753,1426438.3360957,2010572.11155774,3557829.6188907,119.706182806701,82.3497444214866,120.817437856561,78.7038877612911,125.76556761331,384.851585880003,207.254101574035,187.581006775231,127.177017163102,256.134706036836,204.05276359409,184.61305339317,167.583436984615,184.083976160591
"481",1.65571632076824,0.592700492434049,0.102259099493623,0.0401122345784986,4420.73128364417,0,0,0,49022.3684112138,891047.273536957,1856105.54037862,1377540.8402945,1290496.7095596,2170020.67725121,4173910.73879884,2978870.01715777,2830309.90637137,2217672.02462838,2684508.8261572,3692475.20625698,2879294.76805386,1263508.52260882,1799847.07649291,3380930.41216226,105.304604874557,73.171598387774,105.505299590818,70.4014479147575,110.437292854205,347.433790240968,199.488500958798,180.751323549999,121.833111182025,247.142007448167,196.169863094295,177.400599903093,160.813396981724,177.746392596905
"486",1.93934937476176,0.576455827653224,0.0980448537600431,0.0354380702790965,4420.59711124612,0,0,0,46615.7289509689,847453.30502713,1736844.11206067,1280760.75227803,1187959.62793797,1974579.75137353,3733829.33447679,2638952.3052439,2497615.84768031,1952102.77380343,2355847.49846697,3224577.93412156,2495844.55043852,1087419.62070502,1540668.48140176,3243700.68421969,92.7041156729645,64.1724508214841,93.1403482981261,61.5877402209292,97.2886927258711,302.892957879717,179.175337095316,163.594632743129,105.792531712487,225.772630958898,174.70450094857,157.48253730674,141.355390998871,163.163484867017
"487",1.84333541746924,0.547921847689723,0.101038837425366,0.0415059341182971,4420.00383724911,0,0,0,46629.6255331232,847643.241429783,1699517.40731278,1254254.21586339,1164034.66213451,1938023.0920395,3665153.17478424,2583019.67179228,2427648.82407951,1898190.80023107,2293728.23321509,3150757.0824637,2446344.48236569,1074818.76727902,1531941.24860443,2877455.54235372,95.414305072969,66.2272431164179,95.6728770982874,63.674099570878,100.084452829084,313.925202584687,176.810381744067,159.868862600537,108.956500627466,218.029806152138,174.268126727199,157.73004676669,143.357663759772,156.59812622813
"488",1.75735148844837,0.656926103611288,0.0917967103530826,0.0337170625029654,4422.17136863597,0,0,0,49613.5341113654,901918.114385165,1989960.05590614,1477282.08631614,1385850.59645883,2327801.63605618,4503828.22587023,3234057.23731837,3088142.39251923,2419362.41966817,2923698.04521201,3998574.6403831,3103973.01580351,1342586.99466389,1885413.86867779,3898762.16223624,107.409202840281,73.9211235217644,108.373414952051,70.6682957464572,112.83775947891,345.693228286684,202.015437029056,185.022292394814,117.608142389113,256.296936201332,196.289996419738,176.705480497947,157.957862224935,185.578209515833
"489",1.60033881452563,0.610832968824721,0.0966719189742105,0.0387581098261469,4421.15896567133,0,0,0,49956.2223110899,907992.854603579,1933040.66424159,1438182.71399951,1352027.42835086,2280146.91125476,4419204.22388462,3161634.79833492,2998962.04843643,2351375.86130149,2847661.0190539,3917301.04404672,3058385.14838869,1340465.86361829,1908656.33286724,3648979.84677692,113.51177658577,78.477447486936,114.151041205293,75.2534505886017,119.152124692809,369.676067187845,209.236349627108,189.98437624354,126.619625140969,260.436979645313,205.277218358462,185.473996382878,167.681776854512,187.560578343829
"490",1.73753978432422,0.606833084099001,0.106812833701684,0.0406337698022672,4422.72532804954,0,0,0,48665.2176427431,884629.997780899,1847899.93240212,1368756.23799502,1279744.10561669,2147515.69234012,4112817.91895202,2943604.86598997,2815674.18597444,2205025.09778423,2666366.43412658,3657669.69738074,2842234.56695962,1240532.51579207,1752564.3153701,3201300.67842328,97.2453480818093,67.8412663194712,97.1433432753612,65.444786398201,101.912091587944,324.129193487791,189.131703612164,171.231691833983,115.902715748065,233.89887942814,186.147206167195,168.391907266493,152.799339471337,168.136453168502
"492",1.8820500106174,0.608869542777315,0.0987454553243118,0.0301545436361985,4422.20366134584,0,0,0,47642.6030762693,866115.791578075,1820363.24398765,1345089.86549978,1252563.72540618,2090218.02924473,3981762.03322966,2835227.16578553,2716130.28889994,2124687.75058224,2565071.19570051,3509263.53724076,2720882.93919754,1181310.10226429,1674458.72451172,3983521.42936314,95.029695593178,65.8241964262904,95.4322171460901,63.1997691313899,99.7179174065799,311.001930552231,198.36187303245,182.951570809837,111.767830096297,255.539842388747,191.217663052607,171.61557804653,151.951513283456,185.814232620807
"495",1.86172326029383,0.540689079753863,0.0986851307673553,0.0378909117627693,4419.30106195167,0,0,0,46362.1395823542,842785.67093168,1683715.22201846,1242043.77254159,1151520.89262023,1914758.08782001,3615899.24898914,2541831.45365664,2387927.27301506,1866686.13772084,2255300.81627138,3098607.4331421,2407119.20503471,1058376.13110434,1515392.79993538,3109696.29256044,96.1102172169498,66.5689975753594,96.5211974560252,63.9125455839531,100.852733691514,314.49374782284,181.517617760553,165.046451412143,109.174889147181,226.635902296188,177.808007728884,160.561081446251,144.899123458816,163.362217941049
"498",2.00293353220182,0.538522554638763,0.10195736360665,0.0330966205936381,4420.9691946307,0,0,0,45507.1361631031,827304.362095387,1638292.21803902,1204887.56734673,1112359.75070209,1841054.97164313,3446472.42197446,2418433.78284,2287145.42404906,1785823.50919617,2154202.63651376,2951524.53948326,2284713.70636346,999909.32112992,1429062.93431266,3305207.15065187,87.2362914332896,60.6004710136448,87.419853933049,58.295891719789,91.4927090608116,287.622759675989,178.697026298476,163.855559721054,103.479115683607,227.291111117303,173.405489228919,156.026161226051,139.25536284391,164.692742692984
"506",1.55101065089991,0.619721264990231,0.100714564574797,0.029826090925929,4421.64611982055,0,0,0,50663.6408259217,920812.452788865,1967929.04232429,1465967.8254387,1381316.79793191,2336148.05355038,4541054.8120224,3262335.25565672,3142949.52570464,2465566.21662931,2987317.81489757,4113097.31476616,3221930.66264656,1412526.56440227,2031046.07225821,4908305.98741453,113.662862667811,78.8707075173425,113.995278539866,75.8155374397838,119.232411310042,373.6863952893,241.92987739193,223.288271154694,135.869824739884,312.132768606228,233.033438752083,209.081260842682,184.947206810141,227.058314976366
"508",1.81509006857782,0.61723594386608,0.096865109372563,0.0273849933242036,4421.2425186826,0,0,0,48294.5092656451,877942.088472075,1864755.24262571,1380388.09138272,1288855.97959839,2156509.5483322,4130419.45325686,2947109.51232469,2830308.31222538,2215376.02126868,2676244.18323437,3664967.84689553,2848502.25441295,1237813.5889598,1762118.68822921,4563742.35312486,99.9348371541954,69.1031632894168,100.484576116565,66.2721331371371,104.897228602181,325.609157597127,215.337733304044,199.812430367386,117.82836738273,281.069202563359,206.145370185341,184.514863980789,161.983006073572,205.106654125176
"511",1.61724132567399,0.651627547579983,0.100765595308112,0.0263219194950093,4421.78797916454,0,0,0,50773.3417821116,922907.290812209,2015326.58945742,1499839.61378552,1412731.52547441,2386702.38753558,4638944.3627314,3348409.51676536,3257887.71272241,2555071.55738375,3092313.19855212,4243647.57193048,3315247.1066602,1441960.79005143,2058336.80881853,5409610.51751165,108.967867850918,75.616305025679,109.28287036415,72.6894046259671,114.30642176354,358.292890720575,246.448122919645,229.247311711301,133.199293033046,323.401377203716,235.25044094783,210.329522772385,183.983858072175,236.337142902289
"513",1.61466567215873,0.633721406398328,0.0912619210814864,0.0347461619148519,4420.34704957139,0,0,0,50369.6097981007,915547.064579924,1995178.49875812,1485549.70702865,1398309.2684989,2358747.27855668,4589762.66204529,3289772.02058243,3125106.37668278,2450543.45412513,2966531.69099807,4074305.97469315,3179039.08603422,1387119.40700124,1970685.43614656,4074588.06784285,117.411641917653,80.7639514632767,118.509378443729,77.1836005884063,123.356860273991,377.38572755803,217.023680393671,198.395354695461,127.430614920204,274.204648560144,211.317718016138,190.386852014328,170.613296804089,198.315581252989
"515",1.8305066743743,0.597333956541836,0.0904038907696416,0.0384986545402322,4420.24788763696,0,0,0,47759.3013953078,868207.167519767,1829252.78801794,1353599.20795758,1261749.44846975,2106512.86231453,4028496.47000979,2855894.31878161,2682234.01090259,2098726.34260893,2535418.00238384,3473536.94263331,2693600.39574408,1173781.94188523,1658168.73070767,3193554.42965692,104.301345038339,71.6870408918602,105.339079582589,68.4712709816724,109.598638706165,334.531012850712,183.42349058561,166.615573502513,110.798073396998,228.517441475985,179.870436338982,162.490167756292,146.82500467584,164.616118488091
"516",1.88529320182561,0.587968847488058,0.0940901697828229,0.0340758052941589,4419.42089315655,0,0,0,47190.5018197463,857886.563012452,1784219.19647037,1317979.4935832,1225552.53509896,2041610.59246174,3882892.98839866,2748982.64455276,2599531.5191662,2032908.2574307,2454576.83314688,3361391.33844596,2605755.03109746,1135216.38376556,1610425.99630288,3487401.26179889,98.3002337261513,67.7983833130954,99.0268765285025,64.909070750445,103.228765705245,318.157709077457,187.440378109634,171.559792066558,109.453249359902,237.460567245968,182.263440243581,164.124984311155,146.841661200738,171.869503011488
"518",1.70292746620037,0.634759574973548,0.105283322236529,0.0283135176002514,4422.73186214466,0,0,0,49583.172354266,901318.172981608,1927495.79205613,1430161.273669,1341337.13515757,2257197.49817627,4349198.94881693,3129741.5724006,3043922.91323207,2385177.65862194,2884457.21435145,3955022.22452003,3081980.1233332,1340427.59524223,1908815.85171302,4741522.56534651,100.25385378075,69.8474561395931,100.247387399586,67.3213083345406,105.090090400803,333.028382396231,225.845171594584,209.124709945552,124.851770677257,293.453501922205,216.726538178898,194.168112592423,170.9675454092,213.882425089765
"519",1.75354732109565,0.612541623677456,0.0894348825262658,0.0344028889845523,4419.65246140451,0,0,0,48664.5832454478,884633.01114907,1892304.69237411,1403441.18964436,1312866.35807268,2199767.82753215,4235645.69430179,3014243.81104083,2847091.11074205,2229486.37585171,2695272.5942649,3695719.46012752,2873752.79887497,1252419.09083155,1776971.87273325,3754313.41812208,109.762006835641,75.3700374719004,110.92881560608,71.9438545375534,115.355660219978,351.190637595485,200.691308100597,183.578546040273,117.509763638642,253.91465899599,195.279093509819,175.890274543646,157.492917051,183.71123729543
"523",1.75084873477637,0.586343908402455,0.089073162423782,0.0357388438867612,4420.73360568341,0,0,0,48106.072298113,874456.907291231,1833870.55093081,1359142.96014623,1269189.04349217,2123595.06659711,4074852.97884835,2885499.01855859,2709668.74250691,2121298.40513084,2565150.22935141,3522973.79343269,2742056.78841362,1200614.74522534,1712513.32877093,3577536.53674311,110.266276852772,75.6898976029723,111.466579591221,72.2321456364673,115.89278837549,352.48240065219,197.756818682498,180.46536815575,117.040199652118,248.897846779888,192.935642637105,173.955337028899,156.24916701811,179.817061401494
"524",2.03026901680379,0.545872161563898,0.103829371703109,0.0330219523510268,4423.10637590084,0,0,0,45504.2690451157,827264.879918389,1642826.17320776,1207760.0325375,1114785.50108995,1844654.06437473,3450425.14039051,2425147.27560392,2300943.29293123,1796397.0645854,2166224.55321093,2964990.21286483,2292412.49923083,1000976.32667254,1426068.43756789,3279134.75887244,84.9363331291393,59.1004482677231,85.0109746587399,56.9151868025886,89.0540437933657,281.229755211448,176.466945870038,161.833563309658,102.121158104992,224.524120438742,171.214153354751,154.045048657049,137.461035612814,162.701834071408
"528",1.92556194412203,0.568342216945071,0.104375427175413,0.0339179483821707,4421.56112020164,0,0,0,46536.5696222971,846004.492790859,1712270.36921711,1262059.33091389,1170133.82320971,1945682.37205812,3670775.97996582,2596616.14424532,2474282.02443593,1933872.35827082,2334299.33591733,3197708.66564379,2477820.04056675,1081650.11639343,1539087.4273751,3400276.04266369,89.2168419824048,62.1086525121705,89.2635615452868,59.8310869949841,93.5340083641012,295.765075608113,183.891237481575,168.360166102577,107.238652860161,233.112740753902,178.754058019818,160.944820480456,143.94069936693,168.75268674885
"531",1.8984945098632,0.580825602714979,0.0951576536495203,0.0282856269767612,4420.46722342721,0,0,0,46958.5643893009,853671.69988261,1763056.12274607,1301603.05926286,1209189.00659376,2012725.67530907,3820044.5305077,2701248.16606991,2568689.63742634,2008403.69671421,2424705.94782039,3321716.48229769,2578067.77185305,1124120.25034406,1606229.13538905,4156496.43114951,96.8052498495995,66.8336915996749,97.4500874389537,64.0281284280832,101.640820693764,314.128070607556,202.676370926663,187.68281366828,112.009817464675,263.384230873714,194.479346196452,174.231742810448,153.399835654182,191.973519872608
"534",1.72444151291552,0.640648453262531,0.0893384208157582,0.0407197988966076,4422.64955507083,0,0,0,49530.6782285814,900382.048272585,1970165.28333187,1463399.92607815,1372935.79757502,2306445.81704862,4465591.97230578,3195828.572954,3011502.03590253,2359506.62359301,2852804.24882856,3906681.02619185,3032464.59768041,1316650.52949589,1845470.03338589,3267844.449702,111.705073684354,76.6971505515504,112.900132686113,73.2060425023853,117.399681765238,357.320766148492,190.410685073777,172.367310886969,116.75146040812,235.412743307651,187.432638907293,169.563776044166,153.887730951118,169.210607625167
"536",1.72750267610241,0.656692372214686,0.0976172137463258,0.0333271788806989,4422.32400028509,0,0,0,49864.4661834428,906463.777868056,1986999.69173234,1475314.33595567,1385011.85021657,2330025.14356051,4506707.71619384,3245339.71771312,3123054.98888717,2447275.83192816,2958340.34070685,4048431.50100584,3145846.96084428,1362096.19165645,1916523.07715211,4011781.22227426,104.40678321384,72.2451795716715,104.928122700778,69.3172833347677,109.577746912992,340.785722623331,206.55580277791,189.318334751499,119.8508311565,262.475678790459,200.537452028447,180.472660980121,161.168238319863,190.136684575795
"539",1.65140447201677,0.613676399628977,0.0898384773997884,0.0332170450747151,4420.86513914804,0,0,0,49551.5472201356,900685.669423243,1933570.68445892,1437646.1395423,1349655.55829473,2270638.21014625,4398653.2380401,3137287.52382724,2969991.31654135,2327722.66327013,2817212.37870113,3871258.52205098,3020875.34617841,1321024.80706133,1885798.87899631,4129841.42778919,116.157994636703,79.7929272831432,117.359797976824,76.185660606357,122.069200680395,372.032307056055,216.388967960579,198.371967379941,125.436829165951,275.095783407202,210.035102347173,189.003150982722,168.739314691818,199.303861423756
"540",1.80093096801619,0.603438826495441,0.103344980498988,0.0386941102269597,4421.60066499123,0,0,0,48103.5395347117,874453.968086699,1825428.13011667,1350431.27459088,1259923.44835672,2108440.99730721,4025887.33893971,2872598.98451443,2740186.41789858,2144729.72950455,2591706.27715322,3551526.47139636,2755814.68990146,1200873.51526983,1696011.4890232,3238356.48310682,96.076360530714,66.8234218562141,96.1911422203945,64.3344714784842,100.741863264973,317.768084024391,186.054943721619,168.953118516897,112.541262260482,231.635361347535,182.51390442879,164.899675252754,149.061723216874,166.829117540647
"541",1.80967566182153,0.608844230443845,0.0940915748318341,0.0336765466611448,4419.18454090683,0,0,0,48155.0639777302,875398.89689549,1853914.37632401,1372515.99731186,1281091.27258101,2142432.66480599,4103728.31140131,2920659.84414488,2773494.97122572,2170787.95196682,2622781.54740845,3593021.12393546,2789836.83008738,1214254.1975414,1720896.28456937,3710282.1661326,102.406589002204,70.6306590333796,103.163487488881,67.6207050551874,107.540978391197,331.44943376421,196.277511928334,179.780538884805,114.228345025293,249.05830454492,190.698570939298,171.666384589284,153.43796573657,180.345202514417
"547",1.5560588437355,0.61738120481482,0.103177195309383,0.0378775725266523,4421.64862659503,0,0,0,50553.5901322282,918814.338173127,1954420.61712313,1455278.92096026,1370614.84671991,2317618.13135296,4498661.49372245,3233110.1206338,3096403.07875407,2428867.54571022,2942827.43051895,4050618.48113216,3166735.40867871,1388557.27409501,1980095.02545403,3850774.29413357,111.326259917748,77.4186404711522,111.471463427819,74.5277612178653,116.735408795784,368.066885829842,217.205250954888,197.500037008471,130.626920842718,271.207176575189,212.761174921613,192.122129328158,173.376689373695,195.492479853232
"548",1.67062931461369,0.664532385697436,0.0970127367966299,0.0351068304414315,4421.93167758572,0,0,0,50560.1856958088,919083.050902703,2032017.33774089,1511226.85991119,1422210.98993127,2398616.97224338,4660385.09385306,3363519.47430695,3232876.08579694,2534678.44131259,3065669.1766746,4197906.92425652,3265256.49038879,1414696.14862322,1988438.30670504,3952028.64127093,108.454785549045,75.0047157110237,109.040568291357,71.9384159078206,113.837491197718,353.49274480685,208.828626668219,190.780885903015,122.976312688558,263.476880773098,203.484738128411,183.380048562151,164.47407930609,190.480999948326
"552",2.03171874602168,0.509479764334488,0.092668656233098,0.0387913244115576,4421.10014193321,0,0,0,44801.3502207315,814469.858888038,1591315.73652235,1169367.46353106,1076586.5172958,1775605.60790696,3312102.63598705,2302653.14962505,2136621.94212468,1667241.50078595,2010916.60956111,2757795.81471668,2133078.83754777,937348.339512356,1339982.83189558,2745180.01964735,92.2525834274535,63.5424202771181,93.0249277761346,60.780000314054,96.9009086898945,297.55021671152,164.753895928311,149.586884095363,99.7240087016698,205.045550107681,161.645879725669,146.055011730774,132.053090765986,147.664025922837
"554",1.77476744689958,0.522353573083092,0.104872328699494,0.0393844043480204,4422.68083255645,0,0,0,46528.9252568086,845745.311473613,1660295.07911006,1225758.43826137,1137660.85907331,1896147.43827822,3581719.0249126,2517686.05604311,2370122.01785919,1853731.39286368,2242359.22067698,3090703.39863287,2409854.84971513,1066668.07644718,1539266.73135907,3112168.46200004,96.4667247954258,67.1848653453852,96.4861532748559,64.73971223317,101.126798515037,320.154810858121,187.463705690023,170.047126388513,113.932740095385,232.825955523778,184.116965409046,166.423363299428,150.647848029408,167.570536643333
"556",1.93641650197718,0.505056428232874,0.100406881078934,0.034269640347981,4420.87202160736,0,0,0,45202.8987094845,821726.57487485,1591918.3869806,1171044.66289026,1080295.56032261,1787581.81526543,3341598.58257904,2330644.52709989,2185993.40559437,1706992.27722352,2061163.40435898,2834157.67997915,2201835.50103592,972005.640600981,1404328.9569931,3251717.06072301,91.243514958327,63.2964459448351,91.5289733409716,60.8334204851342,95.7192380662244,299.766111902598,182.043718037567,166.561357021492,106.473700927712,230.44437480645,177.086245425297,159.487215903177,142.759575949492,166.754988235346
"561",1.78887831365971,0.625436729673851,0.0995357934083797,0.0283188821762389,4421.60786346413,0,0,0,48669.9634881702,884759.804699318,1886430.48215593,1397245.28720075,1306276.33526147,2189177.53001576,4200098.98344384,3005898.32563642,2897711.32229502,2268815.81291545,2741408.88181391,3754303.32391427,2918759.30585028,1267709.60276758,1801616.61998494,4494601.52564092,99.3984026557911,68.8995220779955,99.7669522080185,66.1839690260596,104.288796627111,325.899344213014,214.974362099243,199.05635624684,118.849053558084,279.321248038456,206.297467042128,184.825555909576,162.744050749045,203.580767781785
"562",2.00996814692474,0.521649056622356,0.100616211717323,0.0310567715875664,4420.93380675577,0,0,0,45144.0040010249,820697.11110994,1606630.7355076,1180916.65128158,1088647.62156556,1799168.4015395,3359248.31854681,2347990.36158453,2214629.66367516,1728709.12619997,2085362.8221768,2859968.1602257,2215992.26787267,972637.590259137,1398444.2010855,3482430.0625456,87.7713998355503,60.899242833447,88.0338131874703,58.5367976394612,92.0737066789578,288.498323180814,183.232413629837,168.685214357466,104.152166358688,235.099844477939,177.005801873272,158.989823455343,141.13295095074,170.762334621698
"565",1.83405284847343,0.589897841452522,0.0881177170226859,0.0401905355139618,4421.39039241705,0,0,0,47577.0268187266,864890.460081885,1816412.30547331,1343944.88710408,1252039.59726671,2088762.84207411,3992394.64537694,2823751.4710772,2637837.73907413,2063745.93210488,2493215.65501835,3416745.61454634,2649112.52345859,1155704.91403346,1632550.7274514,3043482.14776875,106.121498920236,72.7774305755172,107.348465473816,69.4092655153211,111.554784411931,338.41224396426,179.952554367154,163.030811376494,109.958743116976,222.88005163327,176.982185574622,160.056683692787,145.113063759822,160.284733056969
"566",1.61416038121574,0.576114690176197,0.104498393842098,0.0351437112801226,4422.38728083075,0,0,0,48993.1441684186,890456.167118471,1830035.20590997,1358733.97713395,1273178.59733878,2142791.7414036,4119522.56162708,2935295.6234816,2801327.52558565,2195406.34657781,2659337.99746389,3666205.50154556,2868598.24335708,1264679.01510353,1822443.71856598,3926893.33515,106.338184167225,74.0357092625341,106.385380671116,71.3258388456848,111.481684929103,352.621545870787,216.037379644715,197.353721165355,127.259034275032,272.532833763252,210.524429185811,189.729489816116,170.183595710361,197.020032630903
"568",1.61117302586484,0.606930726884669,0.0911520208201321,0.0376563737231241,4422.53983692903,0,0,0,49759.8974987899,904429.802809219,1931068.97444479,1436849.84084543,1350180.19187497,2274678.33011459,4411217.91944604,3146332.50722811,2966999.54742041,2326010.4142016,2816691.05138725,3874929.80820448,3025584.07911728,1326509.75312181,1891807.28659538,3723707.3228049,117.77211183551,81.0034316184904,118.882249409395,77.4070076372615,123.737881102547,378.441093713648,210.27832113225,191.270796753733,126.259422871982,262.768668456848,205.893301790809,185.892270607676,167.676463788935,189.453077709954
"570",1.87809685537208,0.616518921654677,0.0942625446213748,0.035077465054892,4421.86485996947,0,0,0,47827.5721414076,869480.949828663,1847932.38606182,1366381.12278547,1273415.9426288,2125519.14161765,4059861.5275132,2890321.40378075,2744280.98583993,2146975.30004987,2592028.83809385,3544255.5701429,2744399.47360279,1190132.09122256,1675341.27056537,3445001.44713852,98.5431815636666,67.976889253673,99.2599612745435,65.0869953676189,103.480927241309,319.077342512572,185.82634138439,169.775394828157,109.404812919258,234.482053320436,181.060512768655,163.167756678164,146.335549937303,169.524619179999
