"","par1","par2","par3","par4","log.lik","rec1","rec2","rec3","rec4","rec5","rec6","rec7","rec8","rec9","rec10","rec11","rec12","rec13","rec14","rec15","rec16","rec17","rec18","rec19","Biomass1","Biomass2","Biomass3","Biomass4","Biomass5","Biomass6","Biomass7","Biomass8","Biomass9","Biomass10","Biomass11","Biomass12","Biomass13","Biomass14"
"8985",1.9594006411679,0.572596470412595,0.0914103648197354,0.0349528699124735,4420.36831308122,0,0,0,46418.8258996423,843879.248599961,1736252.89165703,1280337.93686759,1186807.16361512,1969918.92379055,3726390.4748178,2624584.92479474,2465587.25863493,1926675.42015572,2324718.9384876,3181425.6441916,2461538.59048592,1072443.45448191,1520142.18163242,3249364.69566358,96.637015332259,66.4830958350528,97.5305182539961,63.5418737262961,101.527750950374,310.726068392969,178.386714813082,163.014518650186,104.919524986428,225.204375161127,173.768549281347,156.581601407251,140.387700384651,162.839435137509
"8986",1.84800754091815,0.608506754750559,0.103285056495491,0.0304419015498368,4422.78422445541,0,0,0,47871.1537394154,870255.865425519,1820917.37029075,1345934.74578399,1254381.50945102,2096338.40520595,3995027.36441109,2850915.67613644,2744575.18593124,2147496.38059618,2593544.79281939,3550695.34333856,2755777.21668019,1197933.75314949,1700525.03470766,4017855.11269663,93.6681414259932,65.1450067146009,93.7837119139379,62.7163810677253,98.2176331057645,309.761095385311,201.130524144534,185.394771960782,113.649119517863,258.771012398426,194.018311823141,174.174795060211,154.344896308206,188.096936157154
"8987",1.92836927070464,0.568701561720072,0.092640167982691,0.0404815198612112,4420.70097434205,0,0,0,46526.764515042,845827.582883788,1734174.37805233,1279292.03906023,1186479.196896,1971089.52113223,3731222.43069112,2628592.32225438,2458438.98165534,1921454.09945583,2319290.69793708,3176085.38550529,2457252.74470656,1072368.58771439,1515318.71690286,2847067.79329322,97.2190251505954,66.9614436419816,98.0348658603624,64.049229540125,102.118082068012,313.546990399901,170.666303241844,154.549438804389,104.483424427565,211.170759865596,167.930791403789,151.898632532396,137.793438683324,151.820921593572
"8991",1.72829362753301,0.564442607108401,0.102645273063442,0.0347540714497128,4419.86379006726,0,0,0,47789.1885069888,868660.291777256,1766584.21576942,1307614.70580569,1219437.74325341,2041283.14526186,3893409.34453987,2760091.98372626,2623159.9830178,2053465.96367364,2484286.7422942,3418633.45416092,2666335.94422075,1173092.89550657,1686292.09219558,3689770.2985856,100.607427920247,69.9316611596809,100.773678029011,67.2994175523056,105.504681564476,332.2277763669,202.735487129669,185.330964476682,119.048620386959,256.143832564356,197.408327801783,177.856254419777,159.387120467018,185.251665157411
"8993",1.98086830639271,0.56127651428213,0.0937395206159122,0.0292579413490559,4421.03714022277,0,0,0,46071.6551662326,837570.087758913,1703059.18035781,1254681.67962289,1161284.37286364,1925171.68584441,3628984.60241035,2551659.83620583,2411354.13125377,1883703.77981841,2272457.64268462,3111251.86180769,2409758.41588706,1051278.36902282,1501589.55705052,3818170.7401205,93.8166624226349,64.6848082337169,94.5327742909498,61.9145581387223,98.5261537102104,303.387671365515,191.147935412459,176.632311426723,106.730049580454,247.26274465873,183.864625342879,164.878000417786,145.600068567498,179.997973739602
"8994",1.82803961478267,0.568339752879393,0.10680500305475,0.0388790622785819,4420.92196699547,0,0,0,47161.738998467,857322.814170236,1735725.36859316,1281644.65552287,1191588.25499448,1988295.29947378,3768494.11704739,2672520.48125551,2541999.47360914,1988349.32558879,2402675.87689504,3297595.62964481,2560524.9739806,1121551.2440269,1595624.06484764,3125523.2049303,92.4359236235461,64.4856323197004,92.3394276249678,62.2074130977016,96.871983937456,308.093559621574,182.944339993371,166.079617850261,110.80183426048,227.614280322348,179.520766292883,162.215253453035,146.690144225266,163.902456284309
"8995",1.88745911963615,0.580963180472636,0.0953177256184926,0.0347840281445243,4419.18750410803,0,0,0,47032.3278697054,855007.956494164,1766241.54070098,1304234.70531752,1212028.16883223,2018248.83850956,3832713.70166336,2710953.12015616,2562198.05538136,2003504.66647289,2419142.49512386,3313988.80946543,2569176.08896854,1120546.44787259,1591040.01749788,3401946.57890043,97.2504264960026,67.1510089341421,97.8876068204474,64.3385203948373,102.105531220825,315.694107157686,185.570601723543,169.630543930693,108.995732958327,234.429344741676,180.70535081843,162.811337527489,145.914889421789,169.541405038062
"8999",1.90096461994472,0.52264397143157,0.105578763220582,0.0294411863472707,4422.04567205137,0,0,0,45755.4719910269,831765.497722586,1626322.7006434,1197454.20407963,1107128.30124266,1836973.98443366,3445425.53219181,2417058.86649966,2295269.44167373,1793271.55576961,2165913.5741453,2977725.2650447,2316439.45891451,1020728.00539197,1477968.86598799,3884688.73603232,89.6290312130198,62.4611286248294,89.6061505759981,60.2123204830041,93.9483756886264,297.929821898128,198.597566186387,183.444338151139,111.098925522539,256.680778912324,191.116197164158,171.41055618972,151.452060822191,186.810601298725
"9002",1.66608481587207,0.602645694228106,0.0938565420058119,0.0271108208789004,4421.61655466266,0,0,0,49164.5652085883,893651.555612785,1892580.65804652,1405674.08286901,1317729.25349783,2214912.01361266,4274757.23089078,3046549.20711334,2909921.20973369,2280110.92576864,2759368.91129843,3794187.5266011,2965101.00599613,1298588.45950038,1869761.55045222,4988273.43509983,111.438860599936,76.8433981306599,112.280514979748,73.55784022133,117.030683830018,360.477523048902,235.754891960095,218.895493320406,128.598671691917,308.138036895813,225.526340490983,201.8047451988,177.000772089876,224.942217487539
"9005",1.69168601042397,0.566779887806664,0.0999542655320793,0.0298259740957257,4421.85973560261,0,0,0,48125.0476155738,874738.392226021,1789121.71521807,1325847.80377102,1238316.15157078,2075823.80756921,3972277.54340235,2816582.6565876,2683201.80910164,2101200.11043577,2543064.29140635,3502648.88825565,2737982.85500578,1205868.28381345,1744603.45842095,4395028.64721116,104.787867207162,72.6627152805888,105.14720354558,69.8163490859032,109.935992233334,343.903713891361,221.812145249966,204.720736198098,124.571393099052,286.177452610258,213.655431863885,191.694987907736,169.567756912818,208.177372597348
"9007",1.87160049270949,0.556464869995621,0.0955365185944802,0.0307719350004266,4419.40098294003,0,0,0,46628.0869266986,847636.426529541,1719014.78457811,1268775.53378699,1177479.84374156,1958824.01034117,3709399.5505273,2612322.46492807,2468665.09963334,1930029.43225507,2331228.49592837,3199927.27693813,2486956.90779909,1090135.53223259,1565177.14000958,3833822.69906889,97.9085862334084,67.6191713591797,98.535476209297,64.7958645049514,102.792832522759,317.997591832641,197.61118507547,182.027593610212,112.019116534664,253.868564292919,190.770435622377,171.310039101763,151.948367975914,184.458735475379
"9008",1.63354271337859,0.633013074893036,0.0998893591970274,0.0336103227251045,4419.44626671337,0,0,0,50171.9971254575,911969.878312543,1964823.50861112,1461025.37742942,1373720.89197326,2316846.96658277,4489606.23122591,3227295.50482458,3100663.64813721,2430977.06903872,2942225.06820098,4039663.55170849,3151060.35408844,1374177.89984349,1953188.52833944,4162047.81590613,108.569040967296,75.2802829795682,108.946030970757,72.3285710857496,113.904124235673,356.259567154379,217.627890252674,199.360959883372,126.582304038559,276.224561527556,211.412820642646,190.303231615907,170.067848565051,200.031592894841
"9013",2.00472452496589,0.538515526055877,0.096580407674583,0.041564593295795,4421.08977700616,0,0,0,45497.482212079,827129.494999834,1646945.57699037,1211674.06217365,1118739.85262299,1850839.22400687,3469640.79604066,2430256.57308903,2268729.11131597,1771415.5614474,2136833.57483015,2926646.74013001,2261254.37250361,989352.646864336,1401862.55224985,2631697.07674494,90.6777678187825,62.6856636705329,91.1940576027211,60.1070437580632,95.1849346239641,295.247840892882,162.487717857569,146.905902527427,100.167241814168,200.329646136478,160.166506579837,144.971795918406,131.776117839631,143.877124490619
"9016",1.66103979529546,0.557630295660623,0.106316052509318,0.0329362690499875,4422.96644817199,0,0,0,48159.0252380341,875317.682035171,1768127.33404076,1310246.75915207,1223942.90606115,2053879.52980001,3924870.10254314,2785682.07553897,2659386.25348588,2082906.01260069,2522138.43949042,3478056.42871002,2721075.51407264,1201773.16979943,1739866.02123332,4037505.13752042,102.06432703295,71.1725839960821,101.989812131553,68.639036537601,106.970612679925,339.819246737606,215.941337315353,198.066769719306,124.871194449074,274.846454632064,209.475104829644,188.456009913806,168.130579133663,199.187749481657
"9018",1.88446656410752,0.579480470110638,0.0874218610619692,0.039107192525239,4421.3830723666,0,0,0,47021.1945142306,854803.35614624,1779672.38094803,1315007.50649811,1222322.03997137,2034210.76907791,3872224.1823704,2730317.56693692,2546925.70043771,1991571.10840053,2404876.42556936,3294386.61778898,2551921.62715319,1113352.07451901,1574618.43654248,3029849.51866555,103.901870978835,71.206959264969,105.154596999068,67.8803110615973,109.234600948745,330.746069694227,177.050232374747,160.670952750864,107.400593242345,220.104933029841,173.806069717933,157.074983996961,142.107060915536,158.458756935516
"9019",1.87680819327379,0.616860261741001,0.0923783650159597,0.0344316682475126,4421.51188713519,0,0,0,47843.552786871,869771.134853986,1853273.06269821,1370598.44704672,1277506.01214479,2132156.38703417,4075511.24619987,2899610.29262298,2749038.11255575,2150726.7420813,2596577.27842532,3550584.07230645,2749787.7447281,1192454.82046426,1679726.52795379,3512347.03594834,100.100509868772,68.9290818133322,100.958685065379,65.9203386593516,105.149390397579,322.632669908079,187.443083066463,171.45103814972,109.778643615376,237.125801141619,182.398822613208,164.292524415565,147.118437168963,171.558719489106
"9021",1.7947712426386,0.580495124272836,0.095169602029555,0.0305299048531795,4419.05715014985,0,0,0,47653.6024509513,866254.340072492,1793963.15060788,1327316.52768085,1236919.67648865,2066383.45084008,3944279.84602059,2794035.43863213,2651872.54837244,2075165.33071781,2508202.33378623,3443465.76470467,2680212.94555831,1173013.08696306,1681042.79064342,4073114.38173498,102.39031215138,70.6903648242929,103.071517705849,67.7234079439708,107.504652889956,332.260860695579,206.820668450372,190.605215662286,116.964850265751,265.986884033381,199.548449577294,179.153606138598,158.796685685034,193.321118841715
"9022",1.69742216202339,0.61416408257714,0.0899181924503072,0.040330693231556,4421.42867358061,0,0,0,49161.1650247015,893624.867439626,1916167.77795587,1423062.73038896,1333854.74315179,2240022.89463609,4327616.16616287,3084353.24112626,2898631.62515225,2270920.99846735,2747097.67456268,3769979.11082024,2932503.70055216,1280120.29604088,1809345.50191975,3312120.84971607,112.933795343488,77.5840530710411,114.09591231098,74.0804735557043,118.679313552791,361.778154555537,194.171218077211,175.874889924564,118.756246938526,240.376420940395,191.010954941196,172.759053321617,156.671639034288,172.843646951623
"9025",1.96297929087386,0.573543024342364,0.0960386659827409,0.0336158407618603,4420.59661512435,0,0,0,46416.4419599917,843837.6604089,1728328.64575536,1273989.91030351,1180727.06404649,1960400.23847793,3703041.34326736,2612807.47456739,2470410.08811027,1930414.57167264,2329116.038092,3187197.9568583,2466363.3072796,1074257.11227877,1524190.25667896,3373472.30101987,92.990592874439,64.2524463715883,93.5542260462607,61.5888287436698,97.6214165887063,302.387664502276,181.091531649092,165.889634309286,105.336047441024,229.845552093064,175.921907722757,158.356788505427,141.520288970048,166.444586578294
"9026",1.73665415966813,0.648002600761575,0.0887150110722282,0.0327538895500897,4420.8395468633,0,0,0,49591.054741792,901492.206573894,1984544.80619744,1474040.47373504,1383079.6533171,2323210.08797991,4500109.3711032,3223292.42655529,3064910.74905172,2401315.36033797,2902684.49790674,3973565.0368392,3088245.76260609,1338649.0354569,1887818.57326353,4044663.68293146,111.504754047857,76.5135312781683,112.74676358003,73.0010627392933,117.201643939345,356.118642542211,207.048027724507,189.975615396547,119.536338096859,263.727906365761,200.769316662786,180.5966306197,161.043305289053,191.17032837482
"9027",1.67061870625109,0.647359348840122,0.101595314065306,0.0312282060051204,4421.05329494576,0,0,0,50162.0817915995,911831.213771841,1979107.98752385,1470594.13416026,1382145.01367884,2329738.72008652,4510053.59465787,3250585.51696806,3145682.23062198,2465882.75258547,2982823.10641283,4089112.78814154,3185823.18262702,1384173.66911071,1961955.00440635,4407681.76021307,104.859421937374,72.8192727008767,105.10506793942,70.0350653856291,109.982066735043,345.441307437424,219.898996146962,202.370884943208,125.197450365237,281.933144492957,212.509776056111,190.908992134363,169.547566747855,204.736736008357
"9028",2.01461348804306,0.559100190233897,0.0886496287498649,0.0395766778729007,4422.40600258317,0,0,0,45841.8517705308,833402.74661141,1699722.09704291,1251843.83672083,1157589.56466441,1915985.76523969,3609587.14121174,2530932.75664718,2354849.50034621,1839035.55337937,2217899.10194311,3033618.91202697,2342024.52412546,1020692.41910543,1440852.27823769,2775635.50684803,96.1735913027901,65.9892528915886,97.2492822587002,62.9572220688329,101.088329043503,307.103819531226,164.825518733139,149.467410025445,100.304492254993,204.573707875447,161.936355306217,146.392485711377,132.566087552167,147.208589890465
"9029",1.76306559864127,0.54398259288735,0.0938687727696469,0.0371028791430527,4422.43742961612,0,0,0,47082.4698555786,855819.819583631,1727282.92635533,1277532.90116931,1188574.61657393,1983392.03044283,3773345.56777565,2654572.5206799,2485905.39440812,1944981.51245612,2352554.8217324,3238919.50641254,2524601.49344344,1113460.49118092,1602321.67955351,3357621.60013262,105.298779640443,72.6102961069381,106.093174879198,69.5062647327479,110.582278107952,340.625984226057,193.336794593716,176.021964255371,115.617444988753,242.088611047123,189.112538880287,170.675917270962,153.768924246468,174.643695335316
"9030",1.90853073233845,0.613917601453192,0.093049718097885,0.033555127045241,4422.28122837129,0,0,0,47567.4868348142,864763.076841111,1835292.76594263,1356231.70011994,1262662.85198846,2104896.78369011,4013970.11857411,2853443.02289275,2708288.08038303,2118258.48196615,2556580.34496305,3494383.24681481,2704484.44939346,1172124.81324336,1651222.47877303,3539418.15126794,97.9079300033235,67.4619625575296,98.7018267218868,64.5447108990964,102.83464638129,316.085832574712,186.405312154261,170.776640904655,108.37075387073,236.648595332274,181.060965522422,162.974807681259,145.625279933139,171.382926439202
"9031",1.84754516435915,0.515056253698819,0.103797076681394,0.040369813492983,4421.52480678412,0,0,0,45912.8428985673,834590.054106009,1627736.0580306,1199635.31938127,1110297.79030814,1844554.77717481,3467136.90097823,2429496.86743544,2279234.71786085,1781359.16858612,2153058.69071146,2963883.39201305,2305558.56689511,1019054.43504247,1466369.09291304,2907582.90722685,93.3575687704288,64.9582740401655,93.4415746862754,62.5552441874564,97.8840404484757,309.090562286296,178.325782984995,161.512938259065,109.093026180602,220.731208035351,175.434868822625,158.675219597527,143.910073112505,158.711629306403
"9032",1.9710788638173,0.540410101331424,0.0902091654532292,0.0387160174692812,4420.77396177176,0,0,0,45716.5574557953,831100.511073641,1669757.37392639,1229862.31354582,1136929.57427117,1882371.54288139,3542360.07396995,2478097.2980162,2305289.93919567,1800484.75093729,2172652.11813529,2977837.02215594,2304521.14106305,1009246.02195035,1435877.79769141,2875031.15338347,97.0193683369441,66.6696533525911,97.9978993842887,63.6709444845104,101.950193819364,311.023681997908,169.955489654163,154.328111044012,102.818672350787,211.575430285692,166.727286162114,150.638797214981,136.176614257968,152.378119460172
"9033",2.00893388836152,0.543771688106844,0.0889229930985263,0.0408662407881474,4422.11730953621,0,0,0,45576.7364788385,828574.26023606,1669697.35883197,1229215.57500284,1135505.11541171,1877952.64108891,3530278.54237811,2468563.43507397,2289742.70470968,1787893.56600529,2156543.02781284,2952532.77568711,2280732.6607822,996814.957648484,1411212.32663493,2677285.08821033,96.2224512866506,66.0402377603106,97.2800867543716,63.0171323963731,101.134951866597,307.472538219283,163.21697147701,147.718033394929,100.171935541081,201.693351587392,160.702965333191,145.395521538727,131.990207788316,144.95321992258
"9034",1.71326347545962,0.666766539093317,0.0925193532456581,0.0339387878272121,4422.21212188798,0,0,0,50217.7225814658,912885.017995763,2030326.69545561,1509117.50223026,1418646.71082309,2388146.49027139,4636921.99486161,3339205.97669736,3196394.54011608,2505293.83178913,3028705.97017665,4143480.27962999,3219417.68133853,1392340.99195041,1954389.96249275,3990174.74762762,109.531496092661,75.4332905755543,110.459823486226,72.1470987385539,115.053334450977,353.151916616506,206.622827271572,189.164635027217,120.516015632239,261.90674494664,200.859281360379,180.85068255106,161.751752863917,189.592493502465
"9035",1.62585276677655,0.635740324279493,0.0881584076970041,0.0267626074236915,4422.54026542588,0,0,0,50310.0050583414,914475.161241694,2002691.0009326,1491222.98576786,1403451.00725389,2366028.75334415,4606922.61804684,3298463.66705941,3149426.30682873,2469444.61393767,2988867.78590503,4104834.47869813,3207663.28156451,1398588.23577745,2002267.94003445,5255197.26819774,119.669358015246,82.0717077502748,121.049507457838,78.2754949083314,125.795397064858,381.654708229563,243.131607090882,225.927466410037,132.090366777611,318.335358474652,232.364854122876,207.847740505839,182.087738952512,232.495395222682
"9038",1.70301729817179,0.647106252491024,0.0953246870270564,0.0409097512103182,4422.78339260496,0,0,0,49863.2996451316,906420.769912996,1979884.00460095,1470829.94215288,1381171.48786067,2324074.27768245,4499859.0293112,3233180.39631409,3071817.65372433,2407340.44959633,2911158.35596785,3986810.79029667,3095749.26899987,1343676.47865594,1881948.85902359,3303003.8088144,107.777123026081,74.4201287664809,108.482762039852,71.3034954085276,113.157629546965,349.871696165845,192.456101693467,174.169305979948,118.150008662089,237.790778028473,189.505259020789,171.458902306322,155.663282468018,170.88860617532
"9039",1.7161403872255,0.56543636414456,0.0954243776814881,0.0401865562103849,4421.58220507608,0,0,0,47903.9756628014,870738.42809001,1786264.53915722,1323375.7169668,1235058.69611912,2067617.44131516,3955440.08333542,2798156.60066416,2626568.37606582,2056359.96665804,2488147.8335482,3423882.94166261,2668177.96917979,1174062.50211723,1678938.51987631,3216436.41941405,106.870451221507,73.8008902047968,107.562889449807,70.7145626521487,112.203845611284,347.011475773471,192.324226768371,174.240178122045,117.51528648944,238.20619062281,189.148383493037,171.058951169301,155.086921419564,171.307229630576
"9043",1.77629957162393,0.642093405003533,0.0901855853977591,0.0350439076426994,4421.33910019693,0,0,0,49131.7504778053,893159.41787502,1951264.76522314,1447547.79979305,1355858.84408935,2273732.22904142,4388583.88470057,3139696.22853136,2980125.96224541,2334011.93983749,2820322.83732794,3858722.32835682,2994357.63067723,1297502.68079724,1824328.01941926,3687214.60377665,107.679064650662,73.9930985397017,108.766890260465,70.6639136764987,113.152102382223,345.176054981822,196.556123649762,179.589091330557,115.69076577422,248.053825952243,191.502328797428,172.573306934028,154.758650697129,179.343289906837
"9044",1.65966438700581,0.61462604094039,0.0956526011861455,0.0320881562017603,4419.13385768994,0,0,0,49499.9479881655,899755.363750774,1919501.24524321,1426174.82288243,1338267.66946583,2251777.76088395,4352200.87130642,3111198.77379147,2969047.06852955,2326845.04340821,2815845.8291567,3868636.12661794,3018691.22738374,1319474.46355136,1884634.01288091,4255336.05240208,110.312438046224,76.1939005667514,111.010026476719,73.0178209915264,115.81324074223,358.383817113652,218.647627226513,200.876916812161,125.481640349513,279.28786199512,211.709044492912,190.330964678821,169.428076345364,202.607479005003
"9049",1.66404273648539,0.643246123770455,0.0960643349961925,0.0305330042671751,4419.51020499969,0,0,0,50127.2438519732,911189.585337069,1985314.17335166,1476035.92650627,1387512.46512644,2337905.14624576,4533787.09329244,3258536.72609187,3132279.19127281,2455404.49365139,2970457.89687961,4073811.79651321,3175624.43392437,1381009.59932421,1961561.28973726,4517257.7033469,109.674261499437,75.7819292478751,110.337104962809,72.6415015130426,115.135425852102,356.661639359272,223.058218789968,205.568376880109,126.151605909696,286.865610275227,215.216618494165,193.220951612477,171.267092174841,208.495128329215
"9051",1.69868171878407,0.564217259066561,0.0994936146718603,0.0386708150028322,4421.04957532789,0,0,0,48011.4674594655,872676.892536714,1781901.84753678,1320214.61132337,1232547.8919751,2065204.50523724,3949374.43414878,2798131.90302446,2641192.32624014,2068098.20869487,2502897.38731492,3446061.85676701,2688137.20462083,1183917.55203594,1697705.85124075,3374453.3208857,104.708655497552,72.5776415835496,105.099838620969,69.7153565576182,109.861062786298,343.276501940494,197.302108132821,179.173117061604,119.325100831998,245.658124275234,193.539070424732,174.8581085502,158.056191851547,176.932802194574
"9055",1.77487728332544,0.607873475805522,0.0874947059183469,0.0340732644415929,4420.28749611253,0,0,0,48395.8097304136,879755.94412931,1878170.4646969,1392313.8851708,1301219.65271192,2177625.61219542,4187808.02305512,2974243.38174566,2801648.00592799,2193408.4281483,2651135.69404351,3634639.08050746,2825118.52954144,1231301.13009817,1747777.62010296,3737264.97539302,110.247931171794,75.5614685030519,111.571448612681,72.034856389945,115.904914463922,351.012617394252,199.107573457701,182.239351581872,116.263678247118,252.243841219473,193.607385125894,174.339656660067,155.979700648702,182.569881839889
"9057",1.87323814557117,0.512432133037119,0.10532934553416,0.0326017779647309,4421.78433786483,0,0,0,45706.0489030508,830844.363842492,1613753.1209358,1188472.33709699,1098843.69814076,1823681.59850038,3420288.78505257,2395448.83499987,2263924.3853633,1768961.45168711,2137454.56908668,2942131.19676949,2290640.29910135,1012277.87471195,1467000.34249833,3544352.23471347,91.1103678491611,63.4796783010403,91.1017816552796,61.1854480613139,95.5048339933886,302.686064477724,192.348949910139,176.540007101543,110.900279321308,245.161318893653,186.454595821029,167.699048326697,149.483251905171,177.743333646144
"9058",1.94909522870661,0.544338161061406,0.106487188849962,0.0340984787312352,4421.49244670722,0,0,0,45917.4337967022,834745.545903087,1654978.36676131,1218196.50815199,1126627.43225357,1869176.31997505,3507630.37593292,2470134.48770733,2347539.45816585,1833900.58617223,2213423.95741387,3034983.31227071,2352341.5700278,1030407.93268962,1473029.33585184,3305463.94741055,86.8801013429695,60.5931231254363,86.8071204115331,58.4418683729537,91.054042486499,289.373167503409,181.25234162739,165.889136341366,105.85989042058,229.600245102515,176.254535923152,158.716899749147,142.010939850746,166.176106585564
"9059",1.5565822339468,0.658197003496034,0.0906765936606936,0.0261869670977518,4422.39140330033,0,0,0,51562.6949428515,937210.457144988,2086852.02789473,1557422.65635755,1471562.78025395,2491273.96007462,4881435.15267094,3517444.46503659,3385164.43808743,2656404.3947667,3216918.58427982,4418531.98525558,3457711.42719224,1505371.50623967,2152259.43899186,5665443.20579612,122.3799600675,84.1345357418,123.574193776936,80.3745240466646,128.589488874146,392.782713817118,256.709497925766,238.869251037361,138.521867250475,337.100233824728,244.953970073369,218.973046666553,191.454874225033,246.393698202016
"9061",1.71215422774382,0.620057481092179,0.100906522013989,0.0418151867327496,4421.86796710425,0,0,0,49170.5937677073,893811.623189134,1899789.82726042,1409263.78230051,1320234.40374748,2218382.55120573,4270143.89576734,3058753.37028513,2909652.32729639,2279422.43438396,2756809.60932861,3780563.81669681,2937551.56893611,1280366.00972348,1802898.27228838,3175913.70498026,102.822661535472,71.3609510257571,103.11030851535,68.604508322084,107.857708648836,338.196749208153,189.813203589543,171.548123537551,117.195373166761,233.827812035735,187.176679756829,169.445008172289,154.09211069839,167.895787841006
"9062",1.65659183473711,0.616869415508922,0.105886759116368,0.0365332463602552,4420.82160342987,0,0,0,49579.7802832539,901206.406567594,1903690.65521323,1413356.30744474,1326036.68971919,2233293.03542282,4304394.816716,3090304.36030114,2971565.79467407,2328925.09222228,2818448.01908524,3871218.90535099,3017526.11191231,1318545.59379948,1873646.92694046,3749612.04104479,102.635806892065,71.5444844852751,102.589225592301,68.9808004090973,107.576778912573,341.397799372764,207.08905265194,188.723610355885,123.314477015394,259.85900123854,202.348285350473,182.547488421242,164.259710360782,187.576086070042
"9065",1.70949473050118,0.595434134246549,0.0930354297088592,0.0305878736260775,4419.88675066979,0,0,0,48634.9415996961,884050.311032615,1861090.07897658,1380595.73747601,1291660.25156097,2166370.87945335,4167193.43175303,2962565.48676075,2813202.53240888,2203341.66813279,2665349.57031739,3662566.71665058,2856758.02271107,1250756.10567993,1793416.94280907,4296506.2971509,109.319798611397,75.3241235887407,110.207308502277,72.0662384347696,114.821033530309,352.915558590502,216.947918350636,199.914661096741,122.761457516099,278.938943616127,209.348002641108,187.961433356288,166.631129180635,202.720334906038
"9066",1.80969134401591,0.569744918128464,0.105789235103278,0.0289004390272895,4421.10575922698,0,0,0,47317.2353350548,860140.14452684,1746079.64428593,1289953.02735742,1200154.21881332,2003954.42340326,3803943.59344205,2698366.53707322,2589036.11208943,2025492.51826282,2447966.57406564,3362174.24336207,2617909.22409204,1147391.13782836,1650343.42821424,4246090.7054795,94.0150003639228,65.5296218062671,93.978239492117,63.1779482863653,98.5424631810987,312.654832687847,210.449600099456,194.618296730919,117.07049773583,272.687047785917,202.251726225079,181.304135814143,159.931843927812,198.596405005446
"9070",1.68160850570388,0.643125702768923,0.0993434834570729,0.0284462666834149,4420.67455147908,0,0,0,49963.854603823,908231.493725544,1969681.04813456,1463324.71929141,1374533.49980034,2315011.84310703,4479654.08982715,3222651.09338898,3117035.72101785,2443104.28639912,2954980.95779653,4051482.53265613,3158113.93570753,1372586.87565783,1952440.36380603,4797031.35935493,105.888462476966,73.3854595457148,106.294656501269,70.4849580680286,111.101623054334,347.02313816945,228.196059666029,211.239565141671,126.331840582311,296.31968075995,219.05648622209,196.28130976092,172.900253744666,215.934217647657
"9071",1.68395455297403,0.599859328324408,0.101876039831834,0.0318504135115189,4419.31662812403,0,0,0,48947.3764662146,889714.862474874,1862376.6976314,1381550.58577729,1293647.21129766,2173716.60918006,4178580.96477325,2984301.89363831,2860906.96964762,2241291.27490812,2711948.27452984,3727442.20912139,2908351.08569723,1273481.42928454,1823886.56768685,4197402.08979845,103.820887741074,72.1160847220105,104.044903427284,69.3702532254653,108.887911971813,342.239541551888,216.21579603077,198.735322369022,123.816469640095,276.463095008761,209.24388155602,188.076585718234,167.315046174508,200.614811401152
"9074",1.63124169525146,0.583052679364805,0.0932763726017523,0.0365250602483184,4423.15093384813,0,0,0,49008.0695410497,890753.559943806,1861439.32140492,1383037.12693693,1296365.58783475,2179647.61322715,4204555.08567703,2986826.70015955,2815723.29545369,2206503.61409646,2672019.6745544,3680256.57506469,2875927.52404238,1265448.04079172,1816079.24596071,3751072.15806499,114.344104690379,78.8038471454817,115.253387770116,75.406929610044,120.093335227854,369.35289235267,210.326955739466,191.677030238267,125.234775767908,263.930086136274,205.508882800488,185.397716988606,166.821379211838,190.51640705719
"9076",1.87533202101659,0.56216730818159,0.10665388943138,0.0282398668545729,4422.39305018491,0,0,0,46722.5223372177,849358.759241658,1709621.4302992,1260910.08889023,1170130.04837264,1948475.46426394,3680335.23005846,2604485.00661367,2498445.88586691,1953392.4280545,2359223.25582975,3237269.02781004,2516437.17536719,1101828.13237951,1583603.16201379,4179092.50566754,90.1962619958963,62.9149837755796,90.110844854666,60.687046543511,94.5270639492907,300.528711464371,205.339327267263,190.168079841337,113.425295299607,266.903535762262,197.011556313005,176.492292468937,155.367669037843,194.550234709284
"9077",1.59202188294504,0.6247735801998,0.0900125409343748,0.0305982516158502,4422.06340257154,0,0,0,50374.8186312074,915610.951633509,1986019.83678653,1479433.85423491,1392954.92499768,2350634.18453821,4576823.65627562,3274921.07241875,3115708.9219159,2443439.89963971,2958922.46683806,4068830.40891249,3181581.79809636,1391531.6806175,1992523.93748676,4672316.32741528,120.316001882622,82.6630187495834,121.546108372525,78.9349058169957,126.435060967337,385.517899375617,232.919766290904,214.627941757196,131.812534131946,299.460723364255,224.765791354237,201.806060148147,178.909901080024,217.631874456151
"9078",1.97965915841463,0.558245443799808,0.0879419226732927,0.0296801591912807,4421.85365574381,0,0,0,46019.0867298916,836612.533112757,1708000.62359181,1258782.60663702,1165045.61101775,1930270.02704414,3643400.8417375,2555062.28529548,2397566.18459332,1872875.56562626,2259470.95970056,3094050.34987662,2396602.10582481,1046137.72384132,1494799.53225411,3761134.09082819,98.4641997659518,67.5145666034248,99.6149264697645,64.3825183937831,103.508569788217,313.85322076347,189.980923852253,175.396155202579,106.537726954603,245.27344856528,182.93037412208,164.105651187144,145.100708841363,178.454706985488
