"","par1","par2","par3","par4","log.lik","rec1","rec2","rec3","rec4","rec5","rec6","rec7","rec8","rec9","rec10","rec11","rec12","rec13","rec14","rec15","rec16","Biomass1","Biomass2","Biomass3","Biomass4","Biomass5","Biomass6","Biomass7","Biomass8","Biomass9","Biomass10","Biomass11"
"235",1.96979751863373,0.446309092819204,0.105110882990898,0.0304723187372883,3073.44689679112,0,0,0,38756.8533820844,693443.281421128,1382199.11602535,1015351.84342328,905561.943659077,1465014.20895262,2569735.26042973,1670837.02217639,1527259.26888127,1418076.16968719,1879756.75830113,2405994.79472416,2123292.07928899,75.0749776640744,58.9222604476708,81.5483503258178,52.0952422551914,87.4436142360103,243.055586617736,158.988112781691,115.688327363886,94.689082162032,229.614832745114,174.01134356922
"236",1.64098377756679,0.586003061035553,0.096194342038034,0.026910908433969,3074.36389102329,0,0,0,43282.7872858215,774328.707158532,1747367.60676599,1299859.55792201,1184563.04802368,1957232.29332819,3585387.04261539,2404832.72245896,2239402.7993257,2074505.00711016,2723570.46820126,3418636.58099776,3071493.45716614,96.1257668162426,74.843267458476,105.031152745862,65.8212979904042,112.123131484626,304.875979528855,202.506546004028,148.507725938004,116.127220750769,297.450841795542,219.664306005312
"243",1.88790913106559,0.521634653608675,0.112931791146859,0.036065831770709,3072.62947566061,0,0,0,40471.3158034113,724127.665635593,1519457.89626113,1120277.872881,1007341.00345673,1643889.27309291,2927060.0064948,1940510.37431663,1799651.23266921,1664194.48624415,2184216.72098375,2740436.41483981,1939069.88991031,74.4300092232647,58.8061009396355,80.4471498519256,52.2200071517184,86.5880914286927,245.079308897523,154.005922437759,110.888491968056,96.2855890592769,217.340982259873,170.572873116947
"244",1.7531948867551,0.511002049132771,0.105344265488998,0.0412151213226005,3073.65624973969,0,0,0,41012.4525347281,733721.35256669,1544272.80557043,1142043.3282876,1030593.68367711,1688251.15018663,3029499.01242718,2004264.25492354,1838027.10039219,1706530.4718916,2254081.87350077,2852229.54358216,1819054.45375771,84.2158993058674,66.1099081528908,91.4636512791823,58.4579301141439,98.0869140587947,272.791007338869,157.133645671232,112.213297947537,101.843975510694,217.74575863786,175.627424573035
"248",2.03628028293387,0.495037987348959,0.0991169800057166,0.0428348824288702,3072.45445560882,0,0,0,39316.9536360515,703517.308402332,1460500.74245453,1073905.48070435,960110.004189114,1555032.94354112,2745638.92538278,1798059.18407738,1627896.56052011,1502384.63626953,1967480.99758106,2458191.18579976,1498070.65395518,75.7823397688403,59.1616577402932,82.641041763283,52.1227483349241,88.3519510010671,242.016801059723,133.303556885587,94.9724456201272,87.2659331258491,183.758663182148,149.375410143076
"249",1.84051858453673,0.519805390348492,0.0919315707650713,0.042740816168068,3075.4166115912,0,0,0,40687.7207813579,727974.361594243,1558714.47244675,1151984.51202004,1037851.31679018,1694280.67663588,3040798.70088122,2003317.98052024,1811070.27030582,1676456.80367348,2203202.4481244,2764409.56493205,1678612.08596457,88.6323530036183,68.734499917443,97.1253838707891,60.2875919908009,103.456032461784,278.216710375192,147.605023553975,105.175592603743,96.5737319785024,203.533875886808,165.377077731516
"250",1.90016487293616,0.555041676617129,0.0953893386531843,0.0268847582072564,3072.42306826998,0,0,0,41011.1795673134,733812.014171314,1606202.95502501,1186716.40393304,1070012.85976685,1747456.98773338,3140441.37266815,2083466.10144162,1924214.75386319,1775427.06372394,2319678.98712945,2894044.58673573,2619895.9976139,83.5304146484328,64.9881838468157,91.3186162794192,57.1257554653719,97.4445812988998,264.418125246927,174.968612971991,128.320653914369,100.305267678074,257.035640215116,189.779772700351
"253",2.16840755965066,0.416294497777378,0.0953917316133439,0.0411819292310314,3074.85870939817,0,0,0,37552.5118547914,671953.518110246,1313614.01385348,961300.011577214,851133.756790305,1364593.8177169,2362337.67323003,1517237.19436031,1356883.65902463,1255660.50184565,1657359.48941428,2104098.50634252,1411398.87380227,73.1959354952839,56.9478971430936,80.0204421327481,50.0582764778393,85.3885916453261,231.705341430137,127.084996839843,90.7592286035306,82.351008330188,176.125575286102,142.034551597235
"255",1.91445180653217,0.516027349961103,0.10158187569374,0.0393866871245648,3071.17924938921,0,0,0,40236.2544337677,719930.518561369,1519667.7193698,1120520.15010672,1006701.32536238,1639665.78841906,2921551.99552354,1926877.17583391,1760808.93103601,1627646.57416051,2135153.20886155,2674774.24536428,1747674.91339818,79.1753106723686,61.9474395437411,86.200418207163,54.6573847962215,92.2710727836824,254.296367336907,146.490342468048,104.904024059789,93.8134311382285,204.256872306194,163.231679687799
"256",1.96728430769434,0.457204548596376,0.0965545628452928,0.0402562044404534,3074.42143660706,0,0,0,38956.9294319073,697028.711643442,1411186.47404306,1037660.80848666,926583.065547088,1499753.35707639,2641520.56520772,1717277.29272261,1549378.80723351,1436739.16015598,1898839.14265198,2411455.96340538,1620314.96418965,79.9616315744946,62.2785707578496,87.3483060246836,54.783353627408,93.2634182055009,253.826977475637,141.328027290813,101.071590084074,91.0344151395345,196.472471989653,157.712009563449
"257",1.7846242587921,0.519838145631547,0.109795253024233,0.0344237303876705,3071.92691827498,0,0,0,41000.4147581356,733535.707359893,1546300.7960028,1142711.08247657,1030698.48527318,1687781.14789865,3023972.84759534,2005829.5155901,1859291.00690616,1724178.1436927,2273099.30030121,2873017.93532266,2146064.73349468,80.3221916211534,63.2947103770823,86.9869160072257,56.1093228297736,93.4873376048612,262.723214633944,166.184513972146,120.005210260564,102.548316620229,236.031847105232,183.465027801272
"259",2.02143267931048,0.495795710757114,0.104995523172286,0.0323989129127472,3071.51458789602,0,0,0,39392.4303584016,704863.201747966,1456643.15001838,1070963.12089466,957755.736096987,1552564.26815705,2739585.38123029,1798057.58489412,1651282.51858454,1525115.45362428,2000575.51941144,2513696.07870022,1991826.78935495,73.2150811677622,57.4567497043928,79.5340194798511,50.796162286065,85.278844311783,236.973237822719,150.67342798875,109.21752785092,91.3713194194362,215.788003888383,165.632354828594
"261",1.91627854264745,0.534794785913438,0.0904697025213095,0.0315899297422292,3073.17843661805,0,0,0,40562.8940106718,725786.444089159,1571461.93888228,1160331.40612098,1044280.82268236,1701705.87014764,3050253.24236352,2011722.49167222,1835227.89020174,1694674.63502333,2218465.39376128,2774532.90455205,2192609.31976615,86.1536596015101,66.7193383297996,94.5046264354757,58.4652279573887,100.587629477297,269.456412513059,160.758921191067,116.712903159448,96.769378463386,231.030964661302,176.402214744295
"262",1.7764987163055,0.561640523248835,0.0986948493158729,0.0391714231009839,3071.90723214126,0,0,0,41853.1959957615,748822.103691691,1647379.10552143,1220285.81426043,1104863.46210883,1813523.50868911,3281670.08683835,2187269.61033366,2008356.58200439,1856632.99080101,2430876.60123175,3030088.50553188,1932337.90287436,87.1357145886095,67.998979022181,95.0486790579316,59.893373354687,101.595406071728,278.000421536614,158.212026005049,113.33631518596,101.171607473885,220.766061495688,176.227413991875
"267",1.78812922155652,0.531711763688362,0.0949905979715747,0.0360740662325426,3073.39440968062,0,0,0,41207.6306525882,737255.20642054,1590655.62776135,1177144.03468622,1063138.6051175,1740602.83343037,3136471.32820769,2075255.83298574,1896482.20175247,1756771.81799179,2310824.35719869,2907682.96288949,2055534.89908096,89.0391475440996,69.2484518095636,97.3672935096009,60.8555297238998,103.877789613582,281.586035570403,162.584055441388,117.06332220655,101.655152402568,229.43969745013,180.076634517085
"269",1.76817038043691,0.531831132765343,0.0989106948505354,0.0416042802157973,3073.34480773015,0,0,0,41328.4043296269,739403.461844292,1590146.17372115,1176951.45589647,1063518.86829886,1742959.32580866,3140888.25072031,2081721.90500635,1901001.69022424,1761392.83670514,2317112.75351108,2911047.95201054,1804028.7798932,87.4063434603865,68.2235240667465,95.3301705032219,60.098983231349,101.9073741306,279.004597133446,155.23726697878,110.795473255398,100.861875252789,214.843010871666,173.616886013361
"274",1.64616178850566,0.569503021632927,0.110974913795151,0.0394170846681293,3073.84814675489,0,0,0,42900.281949809,767472.021074557,1683838.22813469,1250279.11404345,1137159.37251988,1878326.07301144,3416584.02373306,2295926.78259545,2140415.37819571,1983849.59578144,2606904.97280998,3266192.08916345,2078817.59931699,86.420800656448,68.1682891732974,93.521904917553,60.4690279530467,100.567401612681,283.385831783984,170.312804700325,121.957875017833,109.091985796907,237.448387240338,189.786566341181
"275",2.08476831663437,0.411804017833982,0.109545650023694,0.0443430914391468,3073.43513877253,0,0,0,37749.3324552504,675445.490461658,1303774.96376056,954411.14381831,846093.617132998,1360295.9052303,2355041.82170481,1518786.06492045,1371064.68102113,1271945.80592971,1685269.60770958,2150058.87639542,1360934.68723947,68.8694870737222,54.2583843289961,74.5957133918222,48.0921584860817,80.1605555084163,225.141944685032,128.524991281275,91.3764984243472,84.881579158056,176.343640167515,144.349074540867
"277",1.96340811780811,0.584134731751213,0.0973269323160147,0.0343469780304396,3074.85892097443,0,0,0,41189.4359879111,737037.286051183,1642805.55885282,1213184.9673742,1094227.99584018,1786810.22344621,3212170.82528066,2142202.75868261,1975421.78604803,1816292.74206849,2355814.10628869,2894763.61692705,2013919.85571722,79.6515291211556,62.0810276902231,86.9643821895501,54.6354316785868,92.889968933968,253.306258594802,151.197773768561,109.198191510552,93.2412708487509,214.8119491884,166.893819417908
"281",2.12203406453986,0.527906903722143,0.0946096783664155,0.0282788350200886,3075.28540455686,0,0,0,39504.3166235114,706905.464811237,1508219.44779365,1108974.82632239,992041.520441871,1605821.00214332,2841811.6827051,1867960.02261909,1710827.77306829,1573327.58812267,2047214.66774934,2539732.86895116,2204817.92401534,75.252010494202,58.5050414008076,82.3118939800015,51.4020193419921,87.7985290636724,237.765670105902,152.86745182351,111.757211222238,89.0131236040647,223.034873142069,166.415968499455
"286",2.02714676255705,0.481097162372366,0.110352623872187,0.0390947312629988,3072.3762268231,0,0,0,39119.5240382545,699975.170610015,1423672.76549013,1045741.8981266,933821.035342595,1512299.45621886,2657768.89865911,1741638.6681838,1594893.92198568,1473982.90205566,1936075.29316742,2434288.95284019,1637074.66006268,70.4589699954665,55.5485559121945,76.2784198199092,49.2577307570745,82.0004958556653,230.737761685342,138.758634446893,99.4127318953149,88.6851769740556,193.673022232181,154.538321730678
"287",2.05972933175232,0.456566110394857,0.0988298517373323,0.0357351432748369,3072.0684373631,0,0,0,38579.3152351497,690309.045779082,1391233.62501603,1021181.53634412,909560.010955332,1467896.63633304,2571709.95511148,1670162.51650712,1512777.84774426,1399761.04403368,1844346.15572628,2334878.21368605,1741962.66679189,75.0786799862603,58.5970836472554,81.8893523234437,51.6164096185291,87.5356545609456,239.608928805747,141.707800784143,102.091964949337,88.3695699135984,200.238011074497,156.851534630574
"288",1.88749256775486,0.581630765302205,0.0920352381457561,0.0413657144258056,3074.45873698698,0,0,0,41562.7550516787,743690.341274292,1667944.67665452,1234007.73510125,1115379.52684919,1824923.01342357,3298214.04221927,2197150.01980182,2001237.99740831,1842795.50267208,2395432.35679769,2947744.91245962,1739194.7721179,86.3539942864615,66.9742067896897,94.6219503942462,58.7475062429417,100.794861710793,271.134282200923,145.747177655147,104.058741908182,94.5540552469923,201.866903182148,162.940584413218
"292",1.96154729920568,0.572574834210904,0.0921531850937546,0.0300800328201474,3073.66079846265,0,0,0,40997.2585485661,733593.195626265,1630377.47280108,1204105.87509075,1085339.51566696,1770417.36208238,3182675.23370376,2113953.1739503,1943378.47146112,1788427.11748051,2324723.88629015,2871853.87385479,2288045.01828308,83.0145976534019,64.3914352520128,90.9554394942498,56.4862291403244,96.8950997513375,260.72503100857,160.618144644232,116.969482635688,95.2905328499294,232.379973955885,175.632364950808
"296",1.87176389095317,0.528777731367475,0.100176487269778,0.0393504339527379,3071.33441629096,0,0,0,40685.9291736144,727964.453717431,1555454.52216517,1148486.87932102,1034178.07495959,1688228.25489351,3022267.26026496,1998983.16822309,1828205.37937834,1690149.25584722,2216281.98288955,2773149.95259385,1799308.2574236,81.8058373905486,63.9251327931354,89.1469829436435,56.3552753381354,95.3582070458116,261.8969912705,149.886299508066,107.342001773551,95.9646017573102,209.018268071688,167.005308620512
"299",1.78748285165518,0.537138972850345,0.100015179926226,0.0357512440812725,3071.61297982273,0,0,0,41315.3952731393,739187.268032173,1593506.23702877,1179036.38268235,1065131.08190542,1745031.20854035,3142830.16621202,2085221.61903838,1916958.73351915,1775070.59886533,2333011.11202509,2931578.66947235,2079855.94178733,85.7637280957641,67.0082057416087,93.4700351976884,59.0675637604561,99.9743816392104,274.465475296862,163.259851850097,117.615628350721,101.822324253734,230.677552240527,180.712418202686
"305",1.75621143453903,0.626580084236506,0.0943795085121748,0.0270020200150665,3073.38095465784,0,0,0,43247.9640975358,773812.575577921,1798191.89709894,1335696.05591797,1215965.47124746,2004416.80717229,3669471.40460358,2473074.2448719,2309270.98084639,2127892.94833321,2765365.68348527,3409916.46954436,2913742.15685348,91.0912490180868,70.8041428173926,99.6527186937591,62.1989589256673,106.282653557717,287.651056085295,188.90521303469,138.503904593589,108.441450293221,277.34583558017,204.960851993041
"307",1.90422196460734,0.550259229353778,0.106041894938739,0.0347898636929552,3072.25561482185,0,0,0,40903.2723720793,731880.298049695,1578424.83151969,1164999.66065652,1049582.09325501,1714517.01234054,3069030.69576299,2041399.9242592,1890623.73213965,1744248.75675359,2278150.56602119,2834291.25313221,2018718.13049215,77.1699679225105,60.6155284008847,83.7736282331681,53.6209101152954,89.8706461961813,250.354940237449,155.039631214863,111.883402410568,95.9580871340897,219.883405778375,171.287941695833
"310",1.9228712692623,0.55296917888522,0.0917865169202999,0.0290252133681968,3072.78785619899,0,0,0,40853.2749042617,730994.413651061,1602645.9193059,1183800.7660932,1066638.83791757,1739936.78126843,3125408.09644985,2069234.75098698,1899049.3850535,1751377.98706873,2286513.11797207,2847613.84039507,2396827.48150445,84.9363486633463,65.8591862576265,93.0845201214088,57.7602849140672,99.1442967926157,266.519476782292,166.617158304139,121.610338034157,97.7923143512602,242.235767767113,181.725458608791
"312",1.95915827772938,0.47025408494783,0.111605328886756,0.0338127593156729,3071.91116813624,0,0,0,39219.2457087606,701726.399951857,1416692.49670238,1041386.19530184,930743.257825457,1509495.55373752,2656375.11322119,1739410.41366021,1600167.3681768,1483022.56421139,1957875.16315031,2485755.38069837,1946400.80595952,72.3237170522587,57.0787647674827,78.2354768741835,50.6495233400242,84.1546334016252,237.477728519379,152.560262018638,110.290121262413,93.6621888584504,217.21427744882,168.212662357373
"313",1.77470336876979,0.556307969756572,0.100549115984784,0.0385466867008528,3071.62530628562,0,0,0,41761.5681287657,747177.561205013,1634057.35324791,1210086.62039156,1095187.75752469,1797374.56003953,3248440.10067251,2164328.37628669,1990961.94083175,1841373.96920927,2413224.73439277,3013871.71442134,1960692.49479809,86.0468614881365,67.2616755607364,93.7454804158371,59.3098920711488,100.295804225986,275.711598762363,159.399308708884,114.300010226059,101.491075262244,222.912128980174,177.355774728836
"315",1.84415022119094,0.507353800325649,0.102682158420258,0.0402604143648953,3071.93766048473,0,0,0,40436.8213460547,723478.161375963,1518433.7265265,1120778.56611576,1008297.30617745,1645460.64689213,2938043.97254936,1937458.27158276,1770718.80677845,1640694.88988337,2160894.79543401,2723827.85747065,1767724.70418359,81.554143256986,63.8710287388423,88.7262592754625,56.3910901377306,95.0266916845356,262.594241847389,150.758307059575,107.815020246643,97.111479988994,209.579341325099,168.236715485459
"316",1.69857680643827,0.614636300333486,0.0994421169970235,0.0294366821653207,3072.16585757413,0,0,0,43432.4140683539,777072.57458469,1782278.35532997,1324652.27630917,1206988.93862084,1993357.7748405,3649700.31875971,2461587.77453153,2303151.179802,2126301.69466543,2772840.77383246,3437038.29143936,2749344.35934061,90.6319437713372,70.7752275636859,98.813248807625,62.3667592256542,105.659017413217,289.659445277167,187.36947372029,136.636270381524,110.441598588385,271.884374493627,204.566621040963
"319",1.91407712985516,0.487219826710869,0.0972171770032771,0.0326401631466762,3072.86466930963,0,0,0,39722.2913577269,710716.481555746,1473646.5198809,1085828.64394224,973431.094118853,1581935.50665081,2808457.86011485,1839053.81994532,1677132.88845838,1554167.04082881,2049974.35017773,2598176.19591899,2079224.54213679,81.7721138381133,63.7274233591824,89.286237443354,56.0806081353865,95.3647168989026,259.982582717917,158.599159688356,114.909202106266,96.3850997695595,226.90803847017,174.436532698522
"320",2.00039658052849,0.526255747283824,0.100481899690446,0.0251209549608287,3073.47262939183,0,0,0,40005.0568970698,715831.763534357,1520929.76017744,1120119.32435124,1004802.05270669,1632974.00241373,2902143.49027342,1914500.26863871,1770433.75955128,1633017.41641309,2135532.50104729,2672962.56289765,2628549.30000868,76.375869116881,59.698391220729,83.2129208154737,52.6386436990132,89.0243049469584,244.685831165194,171.953995077658,126.645536249772,96.4952177147813,254.923669921955,185.591016154163
"322",1.91324327650907,0.469497097917076,0.114418311386124,0.0287948972616831,3073.74329571717,0,0,0,39408.7363759486,705094.02624909,1420966.34648928,1045209.39661253,935217.591034709,1519224.80282661,2677775.97406291,1755955.87251219,1626466.30525892,1509684.85242626,1998262.9316508,2550862.17467787,2337185.55054812,72.7722560033205,57.5670587729659,78.582735578055,51.1607059751883,84.6406338774695,240.366329741378,168.090247746103,122.746854256025,98.4185700213073,244.642634493232,183.226915947105
"324",1.82169108351744,0.49454327187761,0.0996825244100113,0.0420488524415559,3074.27869756992,0,0,0,40315.6548664891,721286.790987132,1504180.52293307,1110518.47148735,998834.557889384,1629672.47114612,2909515.63870253,1912667.74118171,1738648.13748102,1613433.99520402,2130946.71416362,2697471.43543725,1703772.7943276,84.3579894710163,65.890138529494,91.9582665213443,58.0704220388439,98.3409989328242,269.758584203029,150.061794550647,107.032307854879,97.7686705399864,207.380509632088,167.947587683021
"325",2.04738158915349,0.517185195677033,0.097927817814099,0.0291191860951385,3072.61837883741,0,0,0,39641.7436978496,709341.614114279,1498864.7463357,1102822.35232545,987448.936763869,1601141.45224398,2836636.54146916,1864891.85879222,1710962.42035864,1577137.00977996,2060775.32181875,2573956.56423175,2208366.67971895,76.0403802010438,59.2990133321907,82.9882654989105,52.2061853273424,88.6699289320875,242.165225578701,156.245155447699,114.016905338872,91.7945570940298,227.056469649852,170.45262343748
"327",2.08490876965021,0.507060148142474,0.101019050514015,0.0433459075188333,3074.15320099676,0,0,0,39316.0858509674,703521.129861215,1469420.18666517,1079890.26715658,965161.520111216,1562412.44224228,2756094.87303098,1808924.33784377,1641352.81610834,1511794.08837035,1972484.84106204,2448649.1494599,1454269.33847993,72.9962173881497,57.0841796367181,79.5025256449549,50.3496591477651,85.0776146714523,234.147877228592,129.612728702981,92.2765505961193,85.1075993552789,178.383955271281,145.353404578783
"332",1.86978128096664,0.5922326041154,0.0957810135631636,0.0278843413153731,3073.03484311562,0,0,0,41859.3576434244,748996.121607842,1687170.81067393,1248712.66177382,1129991.31957198,1851664.0782208,3350988.91005939,2240576.0289903,2080387.7498424,1916201.39162746,2492381.60733911,3081426.2536938,2610756.10135388,84.6314617321221,65.8686930537477,92.4978006747133,57.9137839419957,98.7226525002262,268.155209102229,174.669757777121,127.808820400555,101.271091091207,255.331219942087,189.957570792456
"336",2.01206237853838,0.470645468875197,0.0952762458318168,0.0426496197785089,3073.60581745705,0,0,0,39003.8716872506,697895.074086958,1427838.00631013,1049675.36531447,937265.681979838,1516192.41649468,2671659.09301929,1739643.46791908,1566137.03397903,1448873.88429581,1906636.94684762,2402639.2898806,1505556.24003224,78.9541468080878,61.4213240903428,86.3222814644213,53.9866343882514,92.1077388721364,249.863916286851,135.130114758625,96.2991150758038,88.3632344286126,186.38610824679,151.378736849108
"340",1.82434773145235,0.616734215274941,0.097805247921934,0.0324381604361615,3073.81024344811,0,0,0,42596.0175965958,762172.141858015,1747159.65622013,1295065.70740234,1175501.65350443,1932392.43801842,3515415.83115426,2365115.19085043,2199839.27653615,2024865.88317021,2627374.55203925,3227518.13679473,2327074.10412834,85.4150401859331,66.6022621485638,93.2271464490404,58.6315127066027,99.6036177312897,271.942128609462,166.860540471798,120.941789783935,101.223132770958,238.930840879357,183.442259246958
"343",1.90186549213935,0.528416878625445,0.0929822820967003,0.0446312823665811,3074.18172334413,0,0,0,40522.2322970362,725049.141413639,1558715.29930925,1150785.69924635,1035532.8493695,1687866.90618283,3022544.12244144,1993186.7977537,1800930.14162716,1663392.54297239,2177520.90509558,2713357.83253674,1562665.22926284,85.050904649815,66.0225641580029,93.1334920525826,57.9475790686676,99.2580805555079,267.66486357841,140.547912149286,99.8853604473904,92.9733545402081,192.671196070816,157.919137053946
"345",1.6067000473541,0.620084573485079,0.108055511740425,0.029711345499033,3073.7041301671,0,0,0,44277.480852808,792132.803413129,1812141.94222489,1349186.8540865,1233353.56210432,2046147.02378102,3759413.245316,2550737.50569236,2413877.16746637,2232370.41058522,2918306.15883504,3630036.08931596,2886136.40039788,90.2372721971438,71.0026625003941,97.8327862479874,62.8811235722948,105.055680618368,294.044759870215,197.222711503193,143.737795772162,116.575009460523,285.819701095507,215.467930493946
"349",1.72477636734521,0.567925470941246,0.101649717155769,0.023941573269533,3073.6428261739,0,0,0,42312.0835846786,757005.577181023,1670762.44758175,1239040.77058671,1124150.42682175,1849871.13210439,3357602.45882059,2245060.71075584,2101171.2729213,1945280.56152191,2554001.2596829,3211632.78474098,3257152.92305278,87.8397176637558,68.7306991649606,95.629338930946,60.6448114930665,102.367480180355,282.168617411288,204.441740791073,151.024002261962,112.974013059901,305.037035676302,219.881749825311
"351",1.8624384280806,0.553712431591686,0.0931704270605179,0.0427411788105394,3073.59437190936,0,0,0,41194.4186758959,737073.754250751,1617167.0251479,1195889.04184106,1079449.909275,1764767.58529541,3179484.82094943,2108579.7022199,1914852.27313423,1767316.25798941,2308479.46832175,2864995.72666522,1684730.14928016,86.7210401969011,67.3309570623519,94.9501065146363,59.1029723861496,101.20401491477,273.046576247029,145.867326543223,103.937347386577,95.4370146855385,201.137518606981,163.430248997506
"352",1.5953615226826,0.632960357821055,0.0996799095958328,0.0250466980777375,3073.91591999136,0,0,0,44650.2321678485,798806.028037185,1863560.52187704,1389417.12998782,1272213.18799215,2111908.2758893,3899874.26706961,2644772.90639702,2496725.24034785,2308077.55446563,3014392.27615789,3747501.05545443,3465447.93307397,96.3274699118223,75.2390545441673,105.006325761741,66.309722498429,112.294563644274,308.032520672241,215.936124054998,159.068080460652,121.062599273409,320.254530285979,233.010872928748
"353",1.6912510195067,0.594014914260311,0.104363799410726,0.0424131271312112,3073.72535910737,0,0,0,43070.2819451574,770571.382514446,1731140.33150019,1285574.17914565,1169763.36114844,1930772.32805692,3521400.737011,2370291.48504958,2194250.25165917,2027754.53427837,2649159.16166978,3282844.72124926,1902542.4989119,87.8898739122295,68.934969355185,95.5144422633884,60.9215840224658,102.381804639445,284.069428904175,161.10338476274,114.847496729786,105.196740377587,222.378990487474,180.408608458442
"354",1.72153328084472,0.593106924384201,0.111883701513039,0.0302600703202458,3074.17433926331,0,0,0,42834.6390034451,766373.966999688,1704902.68457187,1264358.91333585,1148880.81748744,1894876.35811299,3441567.81292866,2320949.84610631,2191753.62389959,2025189.0805,2646989.09796017,3295084.31662361,2613974.12404013,82.1618687603354,64.8582599055297,88.8622869339242,57.5615115407902,95.5980984900136,269.940919047441,182.505090243662,132.858801160198,108.468820002895,263.830545979208,199.650593604968
"355",1.94040843684169,0.527476640178542,0.101867653377741,0.0432119794594919,3072.48693541073,0,0,0,40311.8200282984,721299.772357891,1534270.53004968,1131131.55139688,1016389.43988521,1655317.49041285,2950513.66721619,1949753.64246946,1778309.70789128,1641202.77236299,2146063.97419169,2670795.18564583,1581104.71049336,77.9570853374831,61.0098086203459,84.8581616747208,53.839174101445,90.8472007095317,250.547255271905,139.42722291077,99.2824918372626,91.4797967202051,191.971935193342,156.32789809168
"360",1.9769244159414,0.521021473865898,0.0966079723811746,0.0271195482947464,3072.46515820552,0,0,0,40023.7465606643,716155.719431879,1522377.93876671,1121771.14395732,1006614.5180308,1636165.01646873,2911977.42087968,1917322.23240252,1762285.39276229,1626844.66215841,2130518.0058163,2671561.25077609,2458640.37789744,79.5393356385741,61.9527062209061,86.8838737658141,54.4984951466681,92.7700587466801,252.518538110731,167.457255251491,122.74503194944,96.2589392409862,245.712121957965,181.747232874397
"361",1.69253984488065,0.550364873096357,0.10499432956472,0.0261980479961015,3073.86016671631,0,0,0,42178.3771130983,754573.858783951,1639525.58604525,1215829.26792392,1102738.60665983,1815332.29031764,3289405.1848652,2195715.04391494,2052721.19403438,1904248.46486918,2509545.10284081,3173962.23622922,3010115.78581225,87.4428856358729,68.6221838833448,94.9898495084571,60.6672186097712,101.851005421126,283.023227776079,198.970256488794,146.159681068326,113.146251333296,293.317148735178,215.407693564667
"362",2.06885586596902,0.491369669785454,0.109999418223673,0.0284399961865126,3074.27771993337,0,0,0,39121.9902952041,700037.430628566,1433592.95743598,1052684.246207,939824.519415081,1521204.35844039,2672625.12191566,1753733.97536409,1621160.74996611,1496305.30248235,1961550.05572724,2465780.71437195,2211222.71877485,69.1957114822866,54.5363512556622,74.9275406910562,48.3507087137451,80.5346612264918,226.429295843097,156.370012552116,114.27709780597,91.2109276150633,227.968986712264,170.298833554172
"363",1.73752043616374,0.577631155803171,0.108586730585751,0.039827437228096,3073.19081204964,0,0,0,42418.161444813,758919.739198525,1674245.11507975,1240930.72499608,1125893.57425911,1853714.46351061,3359886.18064043,2255729.02199572,2097100.89043396,1938256.50488017,2534990.32285296,3151588.62195781,1957158.69325356,83.1518907836151,65.4572760934867,90.1204996748588,57.9873171853444,96.7988231327085,271.269664388893,160.69492738611,114.997476732026,103.215838341307,223.722680889954,179.194541702009
"364",1.78856357726554,0.56772217112816,0.110081576422304,0.0323587919487275,3072.65827220319,0,0,0,41894.5681152698,749573.579698187,1636400.04621133,1210983.26411522,1096072.45855856,1800236.81105341,3247538.89687831,2175078.73129268,2035610.57508654,1881045.06487976,2461409.43000282,3071034.23374413,2327276.37424685,79.9972147877048,63.0538969829198,86.6192883958381,55.9047176543377,93.1050121072916,261.821252568736,170.385225488291,123.515457050601,103.287695747754,244.059836664934,187.284708671459
"365",2.04837341272432,0.498308796916327,0.109445815183468,0.040551914764666,3073.79928275764,0,0,0,39321.4055881667,703602.246499121,1449767.17365679,1065205.98331293,952031.634229953,1542666.61361215,2716515.64227048,1785424.81045147,1635315.62704505,1508593.73996291,1974233.58220357,2465278.36035637,1574812.81069415,70.1385847291367,55.2535551860945,75.9751380316054,48.9715138857395,81.6389714853449,229.241432468247,135.343622026464,96.7484091687276,87.3482728976518,187.965383049234,151.108273302456
"367",2.17902724160928,0.460612030549628,0.0987045172556847,0.0419431201614469,3073.52375464287,0,0,0,38217.5816296136,683872.667337604,1379044.77440543,1010508.52494724,897808.188262753,1444236.24256168,2517692.51378219,1633224.62752368,1470576.53005456,1355892.63534604,1775854.5459007,2223337.91509687,1407837.96955095,71.0341696042301,55.4341397742658,77.4844218410457,48.8265716982076,82.8217684285332,226.634691449174,125.574556854624,89.5803979034687,81.7613213417965,173.599319613258,140.518175412907
"369",2.0050719629547,0.484006065900392,0.104638064856476,0.0418278819266052,3071.70427230078,0,0,0,39261.02500606,702500.433261332,1440041.8980941,1058653.53400571,946259.575537125,1533378.25322088,2702904.24844383,1769981.06613285,1610282.94798996,1488523.13305155,1955291.68848471,2456345.65621777,1549680.16135513,73.9938923010278,58.0498133322044,80.3986598831884,51.3099067759343,86.1908269463377,239.302959429741,136.613449153947,97.4714839936458,88.8852479931341,188.930558603368,152.842700179643
"371",1.83928869181376,0.578703217756031,0.101895444805566,0.0311321743093105,3071.91663062269,0,0,0,41791.4015971073,747759.928760416,1657551.38342548,1226475.48105714,1109564.07517189,1819395.89460361,3285734.14008464,2197234.7744526,2043548.48933924,1884892.63261197,2458211.90206375,3050757.97258016,2363818.83286149,82.2267084112196,64.3528386594784,89.5041153980916,56.7902197182912,95.8223758050308,264.286217605393,168.603056966681,122.519922315409,101.055671422934,242.788608348039,184.817415874349
