"","par1","par2","par3","par4","log.lik","rec1","rec2","rec3","rec4","rec5","rec6","rec7","rec8","rec9","rec10","rec11","rec12","rec13","rec14","rec15","rec16","rec17","Biomass1","Biomass2","Biomass3","Biomass4","Biomass5","Biomass6","Biomass7","Biomass8","Biomass9","Biomass10","Biomass11","Biomass12"
"24",2.10965403779723,0.498781432584589,0.10356555487521,0.0415958099448512,3441.79002386795,0,0,0,39081.6920401576,699330.528743632,1447224.46213835,1062684.83085016,948529.189339643,1533687.41678699,2696749.26162117,1767676.03635602,1596299.72385179,1459781.42729172,1882351.77165324,2607534.15971026,1467807.16721315,1248406.17723575,70.8502177039419,55.5312718535478,77.036552848225,49.0532918904907,82.5429325962067,228.585099988959,130.119677520682,92.8697764346549,84.537812998457,180.086121853868,145.523472539435,132.364662024383
"25",2.01191946163821,0.45914598879334,0.113196778113264,0.030098260807787,3441.61754765768,0,0,0,38808.4600856149,694392.522861413,1386718.00718581,1017908.02457279,907613.230021301,1468318.83289081,2571118.8532461,1678828.88372941,1531964.220505,1405356.90653475,1824252.19161717,2560018.9896849,1478325.2826833,1772885.57945512,69.7271282638418,55.1025395128681,75.3516269973496,48.9382531148116,81.1137581973999,229.721657503234,156.552677139223,114.00448944173,92.8954368443287,226.479376978348,171.194299796113,154.38836652937
"26",2.00353852939522,0.526411507586918,0.107411890797336,0.0274778050794347,3441.97347723456,0,0,0,39993.2699533128,715621.948501783,1510122.74421368,1111576.45999652,996874.650780061,1620650.74391834,2874505.65271845,1900441.81106998,1752876.43438098,1604762.23747768,2070916.04841958,2872926.31605903,1634701.25893349,2010317.96684618,72.6734953322045,57.1511567963656,78.8230267702988,50.5956488227386,84.6160865858645,236.479285347706,164.175558859183,120.240673427931,94.7568100042704,240.469233165575,178.355117651017,160.436770742452
"27",1.91561816515735,0.482332453777646,0.104690318756954,0.0383194388266417,3439.43872938414,0,0,0,39627.6371547425,709020.473476022,1454767.98213075,1071169.91140634,959659.459995087,1559546.57965945,2760981.3669715,1810218.08326601,1637473.70608381,1503219.73881672,1951261.54502594,2733859.63670241,1568366.04580321,1479628.94016039,77.4213552346171,60.7415063161853,84.1199481418791,53.6906976220264,90.1825209952111,250.416928684758,148.027600661509,106.184468151561,94.1000841216188,207.176841273427,164.636595064389,149.437818679718
"29",1.85584890153659,0.485604925204909,0.0982126192582593,0.0364834942685715,3442.11592838575,0,0,0,39974.1864389809,715191.008945905,1481913.23216969,1093054.60328462,981434.454470666,1598155.79801494,2844626.23936425,1864631.36352909,1680872.54714817,1544609.34342083,2007795.0989654,2819245.93562092,1624430.98471328,1605868.91228614,83.7097462007237,65.2967991673886,91.3409902968166,57.4965108581484,97.608570598014,266.768372730537,155.912806419019,112.181237235592,97.7896606395404,219.685028334414,172.82255223037,156.667990866328
"31",2.12666342516573,0.489389350172298,0.09059916223009,0.0301629076261547,3442.36591596735,0,0,0,38864.049650571,695437.177073974,1446121.89714094,1062125.51169922,947219.391530912,1528500.57451486,2690079.91179567,1752390.00121803,1575729.67531719,1441233.73574414,1859983.50463175,2583504.66797366,1469498.90517442,1697524.55709351,77.5476926597075,60.0621184823276,85.056837045149,52.6359932536521,90.537852098552,242.618549425397,147.958357087482,107.731445512845,87.8520876286342,213.983553742634,161.821072054717,145.943966087656
"32",1.73281730898255,0.565444576782147,0.108137775484648,0.0395541576020201,3439.95379201807,0,0,0,42209.2011463657,755167.986297408,1652034.76865212,1224199.43731365,1109921.65820817,1826317.60794761,3305869.91340644,2213974.71693881,2038685.09777366,1872028.61875155,2422694.4716975,3367527.20001281,1909748.1097658,1645223.43427169,83.6242380505445,65.8038673401825,90.6583580672979,58.279679407779,97.3554416676159,272.544529483089,161.572173661217,115.674177901693,103.589213412414,225.155525931583,180.088871578301,163.596511060179
"33",1.68495342571701,0.537000169852848,0.108122300712252,0.0331807849297669,3441.09189069745,0,0,0,41958.8042667546,750625.490092969,1610096.16377927,1193431.00294558,1081502.9154479,1779715.75491944,3216998.53831311,2144180.35188761,1975701.63569483,1817724.07789414,2362205.15964208,3310281.61505171,1906956.0565436,1989254.82813921,86.0085036317444,67.6791486972661,93.2440982923315,59.940015015735,100.131446182833,280.305780709936,178.860496632612,129.455912358618,109.215860203233,255.32022890812,196.949503373219,178.089488712387
"36",2.05310940912166,0.44759548784014,0.0992962452162973,0.0320522709820477,3441.30025505499,0,0,0,38454.565638505,688070.215425555,1376876.67341929,1010388.77479347,899406.907302182,1450858.12292875,2538276.21015416,1645790.65739452,1479019.04481364,1356312.73798254,1760459.31153876,2470844.99283508,1425263.35590635,1623369.06307052,75.0619837122073,58.6087930607763,81.8457300346816,51.6412330985359,87.5095725555544,239.816457341439,149.065101348126,108.124545404713,90.1129954141809,213.799546174436,163.739431794274,147.920753423167
"37",1.87825643585254,0.593661347345719,0.099283453424383,0.0285839016665527,3441.02380271351,0,0,0,41835.3578159421,748570.664227903,1680925.10833299,1243575.17294241,1125047.2203411,1843665.31941939,3332024.09711079,2231026.6259485,2066513.42704634,1892136.35726228,2435532.15228592,3355818.60024469,1890265.07918463,2124959.59569571,82.0574695445465,64.0701644379515,89.4741956969876,56.4529086750545,95.6653235124326,262.158610903923,171.822674874202,125.530340743523,100.37894773619,250.325270211744,187.196135017734,168.576687716105
"38",1.6787338583254,0.605875665737795,0.103184569352305,0.0341478948565943,3439.39390467089,0,0,0,43404.3474022313,776550.373866404,1763102.41981916,1310290.26905447,1193812.65047886,1972638.18268129,3607509.08143201,2433339.57161479,2257646.86924944,2072552.75438005,2677013.83046401,3705727.78233426,2096128.79949525,2001617.95037126,89.2744233553137,69.9483874129885,97.0936007826416,61.774870548462,104.014043165868,287.779825051009,177.282909201643,128.083893293787,109.146987877592,252.072947067251,195.607181194482,177.012336399752
"40",1.73455385789317,0.633390813990173,0.0950842376018565,0.0297067472195236,3440.51856218732,0,0,0,43538.7478995433,779009.109755599,1819359.18187527,1352278.55058667,1232474.8513985,2034143.31929361,3731016.2485837,2519409.91197077,2337827.34309032,2142959.66711756,2758790.80409525,3795975.22252793,2133555.04631264,2253483.97716213,91.7224929747854,71.3415757814761,100.295248782928,62.6986183352388,107.006663538731,290.137516861018,182.698676748077,133.153833783804,107.985073023536,264.776726847053,199.598048389978,179.938395604737
"44",1.94541962850448,0.492837221628359,0.0978570796944855,0.0399264069771498,3439.78339724758,0,0,0,39676.8772837112,709921.83555562,1476344.12701044,1087336.32656811,974343.573570432,1582399.71459447,2806881.96637331,1839466.95340833,1654291.29787344,1517237.89498452,1965769.68067214,2744710.88801507,1565267.91985961,1405519.63527851,80.0681724940943,62.4360018697957,87.3882186612138,54.9655905163695,93.3677744845417,254.950039803182,143.381143809363,102.591648449353,92.1557816029107,199.550489062893,159.914365002373,145.304189114661
"45",1.78536035180717,0.598235474074312,0.0956937573013365,0.0415466394705574,3441.22800830947,0,0,0,42499.9243348636,760424.088872089,1725248.78969357,1279461.17648064,1161318.3671848,1909375.86920629,3474788.11919752,2329400.19192936,2123636.74605994,1946518.07331166,2508831.21849311,3459499.91358567,1936134.0373651,1543501.70660886,88.6928771531899,69.0241246502602,96.9424375365627,60.6848613669907,103.461785310851,280.965112704469,153.8248939964,109.796723124209,99.9081421994949,212.92847981032,172.021368042032,156.461883532193
"47",1.70300080316922,0.627594967846303,0.103722699550176,0.0405019853188582,3442.81228321672,0,0,0,43659.8049237293,781153.801660077,1799859.23119083,1337558.64186259,1219444.83978376,2015662.36444258,3690704.27262299,2499161.3830231,2313944.52678938,2122008.44917359,2733979.9615167,3763724.7792458,2102966.1594002,1681240.08186473,87.6722496353077,68.7256110427528,95.3176558069284,60.7139972381143,102.138636627272,282.958403012513,162.870281747088,116.434224607201,105.079334293843,226.232426606609,181.826134881618,165.273953952773
"49",1.63525603746894,0.600170590369865,0.0962620320412212,0.0429595846409073,3442.48533014082,0,0,0,43623.2967923971,780430.833834853,1780528.07012282,1325280.39259946,1209181.56251378,1999972.01384479,3672201.38436117,2470004.66971063,2252182.6057842,2069017.95050109,2675670.63665707,3708786.44187358,2091022.55596784,1630709.58676851,96.4124890675315,75.0711925165558,105.339626922734,66.0245013381661,112.456317944705,305.834735607387,165.811843619831,118.112223720415,108.628119765831,228.481198692741,185.838812809046,169.170092533962
"50",1.65845729866723,0.623630307312828,0.0982420258390316,0.0371081044286375,3440.28778780387,0,0,0,43926.1027695188,785887.43441917,1819691.03389177,1354296.99574674,1236534.97433701,2046211.91466344,3761343.63777434,2541932.14899628,2345549.48665487,2152762.05551541,2777623.74690305,3834653.40108112,2156572.97183326,1879938.60387384,93.6524381779849,73.0544337648224,102.188081250067,64.3285736416772,109.201583756273,298.474610104494,173.244013963247,124.520082227559,109.169631151717,243.53794021018,192.258432445437,174.364450901126
"53",1.70122145723245,0.553455085583108,0.102023793026241,0.0323343407139344,3439.94834693281,0,0,0,42181.8626690361,754645.888635292,1647992.24021426,1222254.18333344,1108610.78946604,1824411.63855605,3308505.8500392,2207234.71678346,2029040.97435011,1865161.83822705,2419091.41246118,3377869.2922296,1936874.16278039,2036836.31476011,88.8189105567267,69.52000471491,96.6716089167131,61.3547888977693,103.502436274344,285.557931047084,179.193469505907,129.906869196115,108.603364533389,256.703360104025,196.956040604458,177.970781068874
"54",1.79475771433413,0.537615936521518,0.105028841277121,0.0386689610602744,3438.96789597062,0,0,0,41281.5490563707,738586.429851804,1584554.26320373,1171803.73501123,1058211.08117351,1733777.62359388,3117169.625898,2071545.96800701,1893113.47440285,1738159.80645019,2251613.70759875,3138026.5905928,1787028.00718334,1604537.19314035,82.4432071187635,64.700554621184,89.5566618444426,57.2013364733468,96.0270002760396,266.861477665619,157.416817631658,112.856385765204,100.314463563024,220.044392670445,175.187765475137,159.052096794939
"55",1.99856648651779,0.450611804469914,0.0983419980354934,0.0316739451908472,3442.495107904,0,0,0,38715.6945592785,692722.44291255,1392224.86340419,1022777.6380747,911974.684074434,1473979.93710454,2587768.88264256,1680020.84093661,1510206.76691963,1386152.19382438,1801405.99649577,2532902.66091893,1465419.96783467,1689627.70767161,77.657107630885,60.5826406515133,84.729250003724,53.3496850169414,90.5490699059674,247.554840610646,153.954800879483,111.75442216447,92.7459193459557,221.172122338058,168.967908071507,152.594651856627
"56",1.9099844240481,0.555716908488244,0.0962034055606424,0.0341020885966357,3438.93364323342,0,0,0,40970.6227832899,733090.584378755,1603631.28553664,1184537.3569628,1067773.3519672,1743389.15691518,3131052.85168748,2077744.8086547,1894688.89445545,1735527.59865496,2238649.48623306,3098028.93402728,1750176.53915286,1723210.32779059,82.5817599932913,64.2984768935877,90.2318357327241,56.5479433297102,96.3249712397631,261.924978664687,155.909196018676,112.651189891384,95.9512412971702,221.723166061179,172.008049625407,155.650996969077
"57",1.92809637459234,0.487017508832246,0.0975422516844479,0.0416716613632607,3440.78548161901,0,0,0,39653.506752369,709492.346978933,1469931.26367464,1082767.09427222,970273.610955713,1576045.75784403,2795600.14883441,1830294.41755001,1641957.34522573,1506644.57800769,1953878.58476406,2732280.47347198,1560161.54089358,1355404.08668194,80.9787894813478,63.1279367815988,88.4007299905907,55.5640819648693,94.4345016393586,257.658243825274,142.272294090309,101.532132214223,92.4771127211712,196.856612937896,159.134085376759,144.751141524079
"58",1.9672926140641,0.55677322076718,0.105136998116492,0.0405544293173607,3442.82550771905,0,0,0,40692.0568790381,728127.114023853,1576573.20775397,1162542.73559941,1046074.61602259,1705884.09316666,3047072.37757997,2026612.27121563,1854141.44708338,1696693.43733989,2184914.23490801,3013617.74965355,1687286.49592076,1409017.47763738,75.1571403800497,58.9880879994766,81.6362186360285,52.1542256392344,87.5389543140769,243.33574153876,140.918304676377,100.733007037341,90.9475563631707,195.705855034383,157.332943892938,143.015125856798
