"","par1","par2","par3","par4","log.lik","rec1","rec2","rec3","rec4","rec5","rec6","rec7","rec8","rec9","rec10","rec11","rec12","rec13","rec14","rec15","rec16","rec17","rec18","rec19","rec20","Biomass1","Biomass2","Biomass3","Biomass4","Biomass5","Biomass6","Biomass7","Biomass8","Biomass9","Biomass10","Biomass11","Biomass12","Biomass13","Biomass14","Biomass15"
"1206",1.67271390730401,0.670647019066971,0.0859059935423823,0.0321750787232169,5100.58330514672,0,0,0,50682.108388867,921305.858863835,2075624.25602097,1545527.54071968,1455736.54342172,2457528.89880168,4801832.54934353,3448621.04310149,3279651.35248137,2572842.57818765,3108048.25912578,4210315.35859017,3205741.72302571,1716070.11609567,2846130.18527166,3540744.65357105,7614957.80904528,118.614209946823,81.1689740509115,120.172998417371,77.2988806848693,124.734793502175,377.552750708415,216.790161980378,199.159930993042,124.528952595389,276.804921715773,209.907889209063,190.313704081381,180.846265807979,260.737738633431,332.218280273765
"1208",1.54474299490605,0.694247546883699,0.0921655605344482,0.0346481066344209,5100.35752122382,0,0,0,52594.9846408886,956006.258316871,2184961.50118798,1632486.85052132,1546705.05999277,2628929.45331799,5179853.96415553,3754702.96463384,3605098.69434109,2831711.0929195,3424841.04578027,4645770.44643729,3547787.20967709,1902188.58600224,3151943.57180303,3908303.8287998,7737536.14589399,121.827650013319,83.873484141989,122.890077455122,80.2015661953762,127.976982825378,393.963218871333,227.23958591656,207.795263284653,133.338642965752,287.215563887236,221.176104926,200.930483238238,192.12497912463,269.779226789766,342.71339819057
"1211",1.71556213664071,0.647398586458648,0.103208580634373,0.0378194429409961,5103.01198153708,0,0,0,49759.5342353252,904542.328478197,1956472.13948878,1452008.73944661,1362609.96545214,2296986.95734958,4437065.40249511,3193015.91493057,3070953.68326469,2407769.05064226,2907678.79640181,3936885.03389481,2989277.53938993,1601819.88703062,2664076.95481526,3324921.48342417,6256735.00010166,100.953573929895,70.2071983622973,101.083177576682,67.5868382139448,105.85820510328,335.078733914718,197.235698236073,179.380139940311,118.58201093185,246.317692774818,193.140388438069,175.865282767264,169.357267674818,230.580067687785,291.862982660841
"1212",1.47875133721394,0.687949391369854,0.0936306026534226,0.0271873367243625,5102.22286515667,0,0,0,53229.7223289871,967471.910540015,2201858.68443474,1647793.66844205,1564531.92666398,2666295.99582091,5268924.19785981,3822251.07533814,3706205.23460066,2912699.0813151,3524930.65892731,4786283.20631363,3664747.33669003,1965252.01413247,3264826.37822562,4079288.76045333,10262365.1131965,125.7809838239,86.7147515164071,126.750511176328,82.9953433910434,132.097447725082,408.209443540428,265.39056662635,246.397140767215,144.908353041535,346.730787297093,253.876230180942,229.102630388161,214.51017627656,328.658435809537,421.511592847621
"1214",1.65707097822954,0.657656774393768,0.100075206888417,0.0327584479061248,5100.25660192368,0,0,0,50528.7945400542,918497.341350552,2013587.63851962,1497374.00580058,1409110.30406127,2381422.01905416,4626779.03339751,3335440.4084859,3220219.95902531,2526273.72678667,3052324.00081989,4135794.46293512,3148170.2384672,1686710.16613341,2804451.52008379,3504257.46952683,7506755.51572629,106.882534942549,74.1232803298358,107.240460244877,71.2248515811035,112.131381833256,352.224440388051,217.089933630257,199.211039446846,125.354093514692,276.505843537339,210.465740840466,190.912613080686,181.692178922488,260.278122293541,331.394243309724
"1217",1.72065923665315,0.669927560616021,0.0929707957965552,0.0328402791410687,5100.8110931596,0,0,0,50222.563107308,912979.395927521,2033711.59382626,1511463.85158098,1420863.21312252,2395676.91235216,4655364.94519199,3350040.83842526,3211834.87788396,2518635.34500786,3041227.42008558,4117440.21602426,3131523.61826233,1675243.14295501,2775694.49632715,3446508.80094598,7251925.73677241,108.666589952163,74.8694920854071,109.553648839732,71.6283436131374,114.136188647232,352.098817297202,208.836023403377,191.60697356294,120.675158544724,265.901929684134,202.499389287187,183.698777715933,174.863612341017,250.272743161429,318.62317222296
"1218",1.53658066026957,0.665606785701611,0.0898419160145652,0.0304426347250481,5101.29126624996,0,0,0,51968.9137842091,944584.325485865,2119008.5817361,1582807.47586215,1497567.86117305,2542411.15847665,4999166.89314311,3602317.62866472,3448557.06449214,2708398.63014174,3276122.96627774,4445567.3875921,3394930.60445246,1821440.41696312,3033125.46313793,3802356.34619134,8737283.66319885,124.834531636887,85.7534226489445,126.125803082798,81.8768773915847,131.187204295277,401.361089949646,242.016351613149,223.107560611381,136.76922902273,311.364320064465,233.411046323055,211.301972398632,199.836536598686,293.904207234254,375.298886224422
"1219",1.6182244273876,0.6695940647859,0.0862692729052349,0.0386237197888052,5102.04939336283,0,0,0,51193.4790132458,930563.330595771,2097603.15200768,1564004.80982849,1475866.240502,2496832.35578917,4893460.83678181,3517861.31987076,3322574.69697962,2607662.84080237,3151919.06545892,4272077.80007804,3252277.24664523,1744294.19071851,2896979.99243378,3603350.54473491,6558241.82474778,122.216835811642,83.6642096492496,123.791091198594,79.6945063352678,128.515205036047,389.385915239999,207.320227788412,188.306872925772,125.357857427923,258.167383843538,203.307665509397,185.223697117379,178.666880430224,241.474098151813,305.384619731838
"1220",1.61054701713866,0.606155460689904,0.100909625995819,0.0351746217233911,5101.7825721726,0,0,0,49747.1186299871,904195.976295606,1908382.0230282,1418758.83596538,1332684.2613796,2250345.26203438,4354558.35910377,3112739.17844615,2972727.94111179,2332106.34586503,2819352.43260508,3822613.2478543,2906369.40271637,1562797.85452789,2624864.56830058,3336904.29517159,7030601.68383756,109.307157126148,75.861529302598,109.612720036132,72.9313782556722,114.659681594816,360.908840831878,216.552175949205,197.836272621809,127.609241884552,273.141716564231,210.995878368498,191.75897928009,183.583396658228,256.410679254516,325.530308922652
"1226",1.68192120658871,0.667752051002154,0.0893796308383515,0.035849841473472,5100.26162333232,0,0,0,50528.2748589721,918512.758359128,2054809.35646283,1529033.51261992,1439263.13445846,2429231.58174288,4736238.34422367,3404201.15486227,3236733.54953998,2538910.15878974,3066902.43499523,4153926.18736734,3159672.85951391,1692268.31331657,2807335.8126287,3489090.15135603,6791451.29335179,114.489419275597,78.6120151291685,115.710940169678,75.0357594593619,120.325123954346,367.672407375879,205.697620717797,187.697567750217,121.859992321632,258.774919197368,200.685026803394,182.479907043888,174.971884353547,242.74543492507,307.941373774599
"1230",1.7845435786061,0.600840789353067,0.0878953068985451,0.0285868787548216,5102.67519685233,0,0,0,48169.3279916502,875639.041241902,1857801.78568075,1376603.17732118,1285559.50388417,2153432.02723225,4138600.73694929,2931462.88623959,2772694.57866627,2171761.35199993,2620837.44164848,3546402.954626,2688756.00954976,1440287.45081317,2411047.36730021,3056808.52752923,7785456.32449981,109.273587074592,74.9229095043546,110.554260311882,71.4449888110028,114.872648628925,349.604533316033,214.637182487339,198.649962715931,119.018764366293,278.518485050823,206.071863004003,186.226224372988,175.150507573318,263.516165646825,337.318830228331
"1232",1.7095434582194,0.608893417341696,0.087812778425252,0.0317124016495318,5102.04519711504,0,0,0,48939.5749168039,889600.452850893,1903731.64932325,1413486.83246493,1324034.99612914,2225180.89729903,4300140.98699419,3054459.52747781,2884120.62271602,2260655.5013235,2730163.23642568,3697440.29685319,2807057.49292915,1505719.22133667,2521548.36182102,3194303.63804508,7354310.61748959,114.148391663518,78.259010072501,115.492894008491,74.6221679801598,119.998937308003,365.123874541927,213.50688398929,196.321772430893,122.124445426305,273.154187171577,206.516337418879,187.164784357354,177.634181384985,257.44018518215,328.206045592657
"1234",1.59432683920283,0.642828274544478,0.0948307945854304,0.0277548394597159,5101.60555923965,0,0,0,50790.4550278032,923189.531914778,2018640.56433357,1503752.68341725,1417237.84611671,2398404.25301999,4677407.87367068,3359713.77639128,3232362.42624279,2536896.22737377,3067028.62913645,4159471.47063003,3171645.68340716,1701060.21132091,2839929.45941475,3581552.94376961,9141407.25327428,115.567429298651,79.7627477659215,116.363056131264,76.3989063972767,121.346768461234,376.15479912583,243.685017189442,225.9523217131,133.908791554807,317.482861196077,233.461616249199,210.80311674135,197.743559806089,300.708089558316,385.362496363621
"1235",1.52284706802521,0.630810826296111,0.100370993019103,0.0307872007271776,5103.33924089555,0,0,0,51241.1684020859,931294.212291915,2009866.38340693,1498956.76019676,1415108.52411839,2401534.29904365,4688531.02486564,3372157.02931106,3248712.89841476,2551148.33383307,3086694.92026851,4189798.64842638,3196677.02012254,1718499.06764841,2880184.87555388,3652260.04786824,8583317.53491933,116.053321510705,80.5046379040476,116.419161595063,77.3703423244551,121.746731074574,382.707826195486,242.936432476553,223.797679752342,137.749384286593,312.067485255413,234.487014018481,212.341920615332,201.016211385235,294.443505331315,375.821118220442
"1238",1.74710867058796,0.60928473745004,0.0868593858800599,0.0393154462400651,5101.91167662168,0,0,0,48643.511840715,884243.457986488,1892806.55986319,1404244.83382389,1313804.79618552,2204693.9060184,4252781.63594396,3017839.40105239,2824158.14733754,2212921.16491438,2671661.83741043,3616145.1859466,2739609.93637309,1469934.34025463,2458778.54910832,3099967.19480167,5811750.9517827,112.618474528569,77.1382639459403,114.021507335165,73.5070970612785,118.410087489788,359.351509009579,190.662667690608,172.987736828901,115.836657466775,236.849100924531,187.198289887295,170.624817868123,164.814279707156,221.38036127488,279.764982048287
"1240",1.75694437855638,0.620800295166121,0.0939728701702378,0.0327206445895814,5098.87423418154,0,0,0,48819.9349113718,887465.444582531,1899994.56679991,1408846.48886371,1318398.10186942,2214215.79090271,4265458.86760536,3041160.08981333,2894538.33659489,2268134.91857711,2737921.06727189,3705756.65875009,2811256.16891445,1506012.42324454,2513748.06106763,3164967.54017863,6974198.84758065,105.578855231018,72.810516604121,106.367809225235,69.7024792118354,110.87448436727,342.930759019225,204.854447056143,187.996819621799,118.249407653523,260.962902162716,198.587391171158,180.132175720384,171.415660633463,245.658177393297,312.794161840892
"1242",1.78629471816231,0.611493958586256,0.0995644650594192,0.0370191768732875,5099.9202671441,0,0,0,48387.4181847415,879612.386100522,1856096.74646675,1374348.46017139,1283810.1141888,2153561.36870996,4129032.70280215,2943431.59902351,2802424.64847948,2195213.92524713,2649242.16025586,3584278.08581978,2714499.65667817,1454862.7608275,2430377.75543346,3060019.29087096,6041694.82747339,99.5212396369018,68.9864534794987,99.8883427897996,66.2686145569209,104.417193173162,327.577477051893,191.09912543094,174.029381162731,114.222193733831,239.354088026452,186.856487541846,170.048888105821,163.476312709577,224.248121865669,284.099985488651
"1244",1.7810403202966,0.611648277644092,0.0886870237642591,0.0287556431834382,5101.45550108642,0,0,0,48430.8869921423,880399.835460672,1882049.96560467,1395041.85422961,1303885.79143768,2185880.26557672,4207115.69914074,2987047.05489082,2832537.83679241,2218922.74187599,2677831.85310253,3623659.878584,2748568.82203742,1471659.54981056,2459047.22440114,3107166.78639469,7792834.58202127,108.7516968806,74.6223876399125,109.965194644716,71.1954304972275,114.308478363037,348.635663104011,214.456546343485,198.409501063744,119.131935504782,278.061311687518,205.98586677034,186.179197094398,175.197782080431,263.02642468331,336.615616903234
"1245",1.88945908502838,0.602131438368749,0.0944354118342809,0.0323781360555722,5100.46764098249,0,0,0,47454.0159067056,862686.745905719,1812659.60609973,1339440.25411393,1246694.10408843,2081820.43208034,3970017.78502368,2814548.51377538,2671485.38207893,2090680.09016368,2520549.90722473,3406353.60292681,2575399.93324297,1377554.61031556,2299349.95844661,2897093.73683063,6500785.70924082,97.8177941445124,67.4873869318204,98.5177023638122,64.6252895700632,102.716241646127,318.078445695681,191.382064058156,175.748849081842,110.135655725161,244.152426866724,185.38905061311,168.112379055821,159.834868224719,229.925618533899,292.885465410826
"1246",1.58968634955593,0.607251191100235,0.103031284559178,0.0316017038772174,5103.33692542016,0,0,0,49971.3004649981,908251.83019426,1915380.47499584,1424539.18236246,1339129.77723573,2263638.73403411,4383599.61060716,3137864.37240369,3015583.15308976,2366216.53988846,2861146.04276888,3880517.92785461,2953676.6997118,1588058.9613722,2668410.07084785,3399033.28937007,7928334.31047402,109.082877275425,75.8487767871137,109.235561617093,73.0102977409957,114.385672564367,361.915872064772,229.967977585502,211.504272083421,131.405125389808,294.354929331116,222.38316252195,201.525545184906,191.206389125463,277.457987026833,353.775546896176
"1247",1.67244883796604,0.685339604650265,0.0861150237610215,0.0271850888948406,5102.40184297517,0,0,0,51024.9804437745,927550.461376511,2112960.96527346,1573920.16583276,1483892.03352153,2506941.69527127,4906898.99136199,3533551.86878813,3389307.51693609,2659212.19418327,3212168.51124138,4351408.21882935,3318275.07749546,1773960.42658296,2935209.07056,3642725.03270255,9067548.3490483,118.414711288944,81.0491426296397,119.953098618562,77.1955614668327,124.520475860808,377.121813459174,234.66341780572,217.870195506442,128.127454061151,306.589427697132,224.480874953777,202.57524106788,189.67100540601,290.610204520473,372.715073473421
"1248",1.58039311105561,0.633720239188582,0.0964168948952645,0.0299854360638422,5101.35935451933,0,0,0,50709.2505152547,921689.881264313,1998639.24062128,1488827.60555684,1402955.42879592,2374769.22065756,4627406.55981242,3321183.49308306,3188496.2681181,2502600.84118773,3026112.57023639,4104641.99561827,3128512.94582863,1679629.60095677,2809535.9707725,3552180.90794453,8503291.76042255,115.168073433338,79.6038669856884,115.836564825577,76.3216318481433,120.895786292635,376.28266771761,236.964420142394,218.657852123141,133.310137908091,305.495650166129,228.29115694356,206.580539460565,195.113789380872,288.52798406974,368.652226060135
"1249",1.65289441055578,0.64782939186571,0.100970099308214,0.0385578098868339,5100.99588379318,0,0,0,50338.3929425312,915024.169627679,1989463.38620966,1479089.86500075,1391153.74621037,2350388.08757595,4560788.97104504,3283278.31292801,3147458.46913114,2469061.5769901,2983499.36847564,4042494.94853121,3073078.87596609,1648628.66754792,2745778.56214262,3433898.39286345,6370283.36221737,106.460295050813,73.8897428365137,106.753640840004,71.0383025429256,111.672331275837,351.557994945386,203.111647053589,184.503695367403,122.756528266351,252.985690761808,199.15735259042,181.434581788547,174.988331001769,236.643262449765,299.296547477656
"1250",1.80256764987878,0.571694927122715,0.0970356640422918,0.0362646858296101,5100.32432931036,0,0,0,47408.6857434408,861799.897392998,1768805.09873986,1307955.91188752,1217794.37396021,2036402.5198067,3882184.88559963,2743154.37044616,2588468.72527313,2026573.19474659,2445317.88470556,3307659.25941519,2500993.97160559,1342576.81565621,2257975.82697113,2878508.67358706,6002871.79748401,100.49901578687,69.5041584996494,101.04027104823,66.6636650766937,105.486473392929,328.838327053521,191.004460999566,174.165575850661,113.518142913548,239.911637091974,186.498572742434,169.631719220959,162.804485883193,224.95031461685,285.231905751789
"1252",1.49677583800037,0.657365861531743,0.0982762475293321,0.0401171115444778,5102.68244297786,0,0,0,52216.0526276249,949023.208678331,2096776.32780816,1566376.52457037,1482981.07368583,2522569.87174497,4952884.82685133,3578751.0598451,3420955.54729491,2687477.008765,3252433.34014172,4415018.02107722,3367471.11970797,1811151.23028077,3022852.05835121,3790206.31325618,6788231.98196141,119.90798459979,83.0212390833704,120.453595740962,79.6885328735437,125.8331561894,393.49535546505,220.774740451404,200.060108469862,134.853841219111,273.500930607493,217.059389881686,197.943835682378,191.503484706688,255.436064460499,322.528860946929
"1253",1.91775435766118,0.564743785647306,0.0918022617283962,0.0352160579129899,5100.7049474088,0,0,0,46511.4174473318,845541.982569554,1730424.0304593,1276747.62273566,1184233.99838034,1970717.89486568,3735226.14458703,2625551.62825443,2462231.39611326,1925713.17048834,2320995.35539549,3135295.62540182,2364617.71916774,1266909.64675877,2127136.92927995,2706068.11899046,5793033.51102812,98.4209526288567,67.7355897831407,99.3040972744399,64.7551799285861,103.395138409003,317.986097720435,181.771206952679,166.049131980931,107.149066285719,229.234742261078,177.121849687447,160.978336000241,154.129976105321,215.183406815194,273.176411381955
"1255",1.83777960107909,0.588191453216598,0.0941555175597567,0.02858841336995,5101.57288901799,0,0,0,47515.1231031769,863765.856091819,1799096.73407108,1330325.3582531,1238884.33409215,2070698.99336722,3952667.39151378,2797100.0946666,2658057.22913995,2080777.15520958,2509749.94146702,3393931.76266669,2569036.43423494,1375707.62231581,2305082.49794976,2927945.00146142,7517457.64293526,100.789807791273,69.5197049540185,101.530331663381,66.5597612017648,105.842010069179,327.520570478658,208.414319895148,192.889959593295,115.57000714293,270.441570864746,200.098105196784,180.828038072848,170.074186958687,255.873805196112,327.535406390946
"1257",1.89391978524708,0.613382758918384,0.086478497632558,0.0397815478677968,5102.84276317975,0,0,0,47654.7523219041,866343.7490548,1853283.51631473,1370708.64423566,1276985.36066464,2132112.68129269,4081774.77981582,2890750.46685306,2702808.64498873,2115355.49167875,2550366.08870375,3446095.13588171,2603043.188497,1392896.92665637,2319958.66469702,2903498.36822012,5310769.41546339,104.234565245851,71.3690199983342,105.561561023388,67.9921909895013,109.602250821355,332.27338391483,175.060158720451,158.716597134335,106.692252824194,217.117335001174,172.016518464988,156.834255919618,151.632601806675,202.843511736853,256.212756579308
"1259",1.5270567237416,0.678311335322801,0.0884189437325579,0.0297954069149668,5101.47272524523,0,0,0,52398.5578712947,952400.69759595,2162223.9297935,1616301.51579491,1531161.08385181,2601751.55310452,5129564.46825203,3703078.32172032,3548884.94331106,2787680.34691683,3372192.41014948,4576201.90907416,3497362.13151012,1875482.17122015,3117146.78960795,3894738.11917468,9032705.14444944,127.128797600467,87.2095913536622,128.571488124277,83.1899616140118,133.630717927591,407.271880436298,245.969424237294,227.057743687938,138.112468566775,317.380264925612,236.858510339371,214.295337583698,202.287809025233,299.823655037999,383.17980064434
"1260",1.64417890563454,0.641321049213527,0.0900501888912656,0.029054653743578,5100.80614842842,0,0,0,50267.7785822462,913727.786267195,2003868.37860183,1491387.82834742,1403184.74232082,2368773.99778985,4612268.11098087,3302556.37601581,3153116.90366671,2473585.52078265,2989042.21397032,4051169.41318102,3084892.9185505,1653488.81174021,2757823.43989185,3470789.28616605,8464165.73200255,116.462809248516,80.0185758703248,117.65044152222,76.4115904898175,122.385118111784,374.640413868544,231.169569077666,213.733178626194,128.820107044446,299.309320152676,222.204317493268,200.896241037452,189.219946383643,283.017154102658,362.054672575308
"1262",1.72212471781345,0.604450808402148,0.0909905800667657,0.0323607936023746,5100.60782454389,0,0,0,48736.026502516,885904.966282306,1881630.4893135,1396070.98348674,1306598.46545968,2194784.62098982,4231229.19837707,3006049.45477291,2844759.77441645,2229470.56571886,2692189.22299572,3645430.46568665,2766086.8511619,1483857.68930664,2486096.2263327,3151414.32277248,7140845.32017995,110.330426538424,75.8733813152125,111.382854875156,72.4972077305243,115.922400946666,355.747713275364,210.028422838457,192.878535361237,120.847333645477,267.959878437988,203.443788158616,184.481883511752,175.3903892691,252.35094325596,321.458337367884
"1266",1.87805973798285,0.587383320465448,0.0975241174416209,0.0306746415873123,5100.92772547943,0,0,0,47226.0403175235,858529.111243683,1778244.95923268,1313409.29895791,1221451.14894155,2039104.76138118,3879247.45574428,2746164.1564489,2613285.41934064,2045017.99477872,2465704.28061451,3332703.53097022,2519598.07795615,1348641.78143174,2257657.75496913,2861251.92255982,6855989.21916392,96.104159011622,66.494449054511,96.5900683981026,63.7959932843671,100.865451952386,314.821699418837,197.319783966563,181.816523140296,111.762308274824,253.596949626607,190.40709194796,172.407533379019,163.160034348208,239.308019816818,305.491477586488
"1269",1.73719724544962,0.575098176428925,0.100185587916256,0.031657224543127,5102.30909545782,0,0,0,47960.0515783099,871783.048437442,1791390.35189218,1326429.93552497,1237770.46898589,2075729.27762824,3970173.05996518,2813655.61559033,2677923.784066,2097903.82501441,2532983.41813815,3429184.08377291,2598841.46765774,1395855.35168595,2350422.30197699,3006912.32266981,7140792.45895151,101.870812369994,70.6546517404231,102.204483406822,67.8963337472285,106.871639463564,335.794389077202,210.27360328833,193.369844160777,120.21358532434,269.081791542249,203.363736881289,184.298824130313,174.888073037243,253.618774261252,323.356574633448
"1271",1.87531241983045,0.571398826737895,0.0913641551811251,0.0386464943239901,5100.7551128278,0,0,0,46913.5885636074,852838.024833882,1757205.29924274,1297939.35194142,1205990.75652003,2010608.38848279,3823925.61663751,2692858.95128607,2519029.4287386,1970965.41074481,2376567.3220876,3211823.97001584,2423780.54759557,1299709.76376887,2181750.23726109,2770564.05806511,5416531.99589602,101.008301213873,69.4873434382719,101.945474350065,66.4112474221249,106.121092699151,325.991844713903,178.855993172032,162.447190397754,108.163918430337,222.704086895028,175.401385108141,159.802067306118,154.152323248179,208.299080443872,263.422746905584
"1275",1.78804619511345,0.574235134205422,0.0966214912659641,0.030159664570475,5102.09210275026,0,0,0,47566.2784646689,864657.946388511,1779664.2029801,1316557.91488761,1226611.76966752,2052502.29117765,3918031.85246116,2770151.91900627,2629344.82217979,2058905.66312255,2484604.49010092,3361722.51281139,2545411.88923017,1365635.02544104,2296923.9736062,2934890.67432097,7278795.23295715,101.634432045766,70.2626749143175,102.210277432244,67.3740695196378,106.685483548927,332.226631944249,208.881301675638,192.67422314868,117.715246744734,269.077781803866,201.319510725854,182.203149071547,172.176589779034,254.077781031003,324.56163676755
"1279",1.61070470186847,0.701623186756671,0.0925812747910814,0.0327163570308793,5101.4001013065,0,0,0,52040.3103555483,945981.756721725,2167725.49420347,1616899.38865897,1528873.35452911,2592665.48709707,5090997.86706319,3691194.17760268,3558251.64490122,2793538.23930253,3376441.50428303,4576406.46892803,3492418.68158091,1869465.3357941,3089518.49807083,3815626.03784462,7883990.8335062,116.447728682014,80.2011207348827,117.429680405976,76.7102359220313,122.31696591097,376.950953913034,223.466669252035,205.079110278509,128.98815893538,284.678019293825,216.628207580615,196.495716897965,186.985304623799,267.983808462456,341.222963773002
"1280",1.88124703563421,0.575852744923251,0.0899269391360522,0.0405919946170708,5101.48245996234,0,0,0,46967.2701072476,853819.419104063,1767805.76292303,1305944.14801807,1213670.04544679,2023331.11298824,3851111.41410949,2712582.86966989,2530456.6306257,1979893.99153789,2387238.1837633,3225967.44149433,2433772.80246429,1304927.03517931,2188310.45472095,2772055.49373813,5152489.87288294,101.891110953458,69.9984598999476,102.938969660547,66.8378133017412,107.074672099929,327.664562484272,174.844253056432,158.324914759011,107.13107601098,216.253911085316,172.038137296563,156.934136261078,151.966115197735,201.876855794786,254.775576369419
"1281",1.73177866528053,0.641185117345315,0.102459923368232,0.0315753193617304,5101.72373767896,0,0,0,49480.1776222224,899468.732031259,1937261.8759202,1437059.83405513,1347340.92016947,2268971.08526351,4376551.70075925,3143959.77901292,3038030.55623586,2381516.9636799,2875407.63122428,3892914.92861419,2957606.3250812,1583424.04649917,2635387.02902854,3301801.60767255,7397791.52613113,100.536458117973,69.8708605744335,100.714811212754,67.2335984208608,105.43336712469,333.128573210706,211.178970559461,194.23396983582,120.639363234399,270.336251164248,204.201721496415,185.045137742256,175.557290887544,254.826106886395,324.929321511467
"1282",1.73153595029301,0.618931112931638,0.0935485916038147,0.032043394899874,5099.06941978415,0,0,0,48984.1597734383,890434.091936051,1906120.17226547,1414207.96602883,1324368.29880332,2226053.53087665,4294107.37872814,3061429.42154132,2913736.91906146,2283634.66289643,2757297.86857836,3733154.29226889,2833693.74467873,1518714.97090715,2537386.78182898,3200792.40369203,7218992.87608727,107.488255100268,74.097851888101,108.322851123568,70.9159539505369,112.887640348937,348.772571929985,209.811336420255,192.798182697679,120.375966055641,268.044702823919,203.091518332433,184.113050868407,174.892944511998,252.525295502162,321.807071124241
"1286",1.83514653335925,0.614997360868715,0.0882506450226913,0.0393405974938325,5101.16104203333,0,0,0,48099.8254771669,874410.994152762,1872052.26702064,1386158.29353107,1293717.4367345,2164950.92517635,4156629.16869618,2949692.08395652,2766178.64425106,2166014.435268,2612847.10657024,3532904.197791,2672164.15602478,1431154.1264056,2386401.25478615,2992649.30720302,5545015.85775736,105.937900105614,72.6608985456861,107.152751481764,69.3041826249616,111.359242587045,339.239286823796,181.469628222392,164.640438908252,110.270305088525,225.409433082957,178.180017993361,162.407624935749,156.884760775385,210.682543359659,266.238697350117
"1288",1.47217446775247,0.67658061728833,0.10387491856116,0.0308375492220654,5102.46623847213,0,0,0,53014.176134369,963530.292213813,2146973.39429407,1604926.77810607,1522403.03138513,2595825.90865317,5106295.71693717,3712749.13707579,3624336.11259914,2848295.14911643,3447466.17872035,4681509.82720126,3581055.00085917,1922621.54721084,3200562.77255457,4008090.39660037,9045795.06671027,117.09824016002,81.4826249769979,117.197672073626,78.4718487394355,122.774275104532,389.249304549058,251.109977050624,231.303595179476,142.452958103442,322.494850125084,242.404568251525,219.52161243903,207.842347702985,304.263292776282,388.329865135252
"1291",1.91917686365962,0.563411217737423,0.0899877133984972,0.0397264276585465,5101.68651501732,0,0,0,46475.8207699819,844894.712109006,1730690.654741,1277034.30872478,1184399.2859609,1970472.09418117,3735752.2067774,2623475.05480875,2444644.33341545,1911899.07542158,2304371.89807172,3112565.88030495,2345626.76706478,1257433.89183706,2111407.08140456,2682150.36329676,5131731.87739714,99.8268142378443,68.5843037349435,100.849180938586,65.4900895090169,104.904272524406,321.07505978426,172.851342138874,156.727342079335,105.307209773827,214.418439067887,169.830180341282,154.835423877972,149.683923293555,200.332946794279,253.05637527644
"1293",1.52219171285175,0.674286996268649,0.0876805147622022,0.0373599527202316,5102.4777461329,0,0,0,52352.9152550445,951561.191397106,2156028.98557602,1611854.99083678,1526905.01395571,2594430.33230006,5115602.83700246,3689554.15957597,3499762.37512999,2749100.11806942,3325921.79069938,4513175.0613219,3444049.95948234,1849453.27926921,3076165.30237243,3837066.79584417,7219893.36484847,128.343621302506,87.97978593406,129.86739770226,83.8838810233352,134.924800199954,410.391237905884,223.408646721639,203.337419318643,133.870124618922,279.471150959491,218.586461724711,198.972252888236,191.422341308542,261.739977584337,331.472621540796
"1294",1.62742852259848,0.695085733174354,0.0961207837473652,0.0294218763520949,5102.09533612661,0,0,0,51707.004914019,939928.325991462,2131925.40286636,1588675.52445322,1500438.7341417,2542739.21721537,4977643.50992963,3609118.8105274,3505267.14800772,2751425.28321924,3324961.69112955,4506180.0471614,3439131.18237349,1839896.67282377,3042643.82103409,3767901.96282112,8648673.00311791,112.093198520141,77.4573825811602,112.766363833307,74.2501085869064,117.673718697291,365.977779483259,232.168467067959,214.487625382135,129.869058760142,300.088558701505,223.366240264381,202.017475733193,190.486835496989,283.621701132985,362.651452375268
"1295",1.47209976826534,0.70334387412899,0.0893704016613663,0.0352661866744513,5101.8157230344,0,0,0,53717.9523022795,976360.451491457,2261507.87768339,1694169.33830743,1610847.54968474,2746967.47556376,5448998.23627133,3956864.82736287,3788685.81615185,2977960.55467581,3604189.37084546,4893042.33191576,3742889.48803589,2008696.46849843,3329043.38712017,4126961.5539358,8008227.72942666,130.817975263936,89.8229134613005,132.214561296567,85.7361310590675,137.486188546675,420.100318840995,236.656132836816,216.167701451216,139.557960706212,298.392824545309,230.625776416805,209.613627656453,200.719649965384,280.086945204176,355.551093111967
"1298",1.93423934473583,0.572299388014165,0.092305845649552,0.0381514901292938,5100.72994248017,0,0,0,46563.459875671,846498.947567793,1740701.25026832,1284171.70305669,1191213.76383179,1982251.18113848,3757432.76892175,2644704.5588131,2477460.449435,1937510.68874331,2334921.85721062,3153454.71420381,2377039.97230004,1273122.32370151,2133595.00161131,2702634.85868483,5322337.57682779,97.1851522112024,66.9169837282764,98.023220285181,63.9931188058525,102.088231215004,314.383489069838,174.314828531243,158.448655146242,105.050788173904,217.432689922375,170.797590484117,155.556050939314,149.903625886179,203.471139722311,257.455485489558
"1300",1.80234139520901,0.634332007992884,0.0980544197291887,0.0326766979648449,5101.09667830438,0,0,0,48757.7286080049,886367.7612845,1905009.64540295,1411149.25873197,1319684.64860914,2215136.89778179,4257979.25894539,3045828.03375876,2919885.19742888,2287425.86813284,2760011.43060378,3733599.39102313,2831191.4449305,1514594.29410785,2519490.93118898,3153097.50046739,6849710.52271559,99.744039860325,69.046290281273,100.212758707018,66.2656582221273,104.676605221568,327.153912037144,199.813875405126,183.386469016493,115.294890815718,254.588650628501,193.682616309981,175.6768147942,167.156882978265,239.670023301166,305.185952815025
