"","q","M","s1","s2","log.lik"
"1",2.45773989239761,0.3,0.109522424796073,0.0425897305410728,3449.41882049508
"2",2.45641519409262,0.3005005005005,0.109509118783858,0.0425708899462176,3449.37448098737
"3",2.45509158802974,0.301001001001001,0.109495619890259,0.0425519372721026,3449.33023501793
"4",2.45376818132977,0.301501501501502,0.10948213580229,0.0425330071786552,3449.2860826527
"5",2.4524448176539,0.302002002002002,0.109468685890502,0.0425141102202289,3449.24202390289
"6",2.45112119061667,0.302502502502502,0.109453667229911,0.0424935886559236,3449.19805821861
"7",2.44980141407216,0.303003003003003,0.109441301158242,0.0424760508234429,3449.15418710495
"8",2.44847954968248,0.303503503503503,0.109427733228707,0.0424571212948473,3449.1104091742
"9",2.44715790880865,0.304004004004004,0.109414192328235,0.042438225089124,3449.06672488089
"10",2.44583636309766,0.304504504504505,0.109400701961373,0.0424193771293289,3449.02313423768
"11",2.44451534522878,0.305005005005005,0.109387142398315,0.0424004954680427,3448.97963721466
"12",2.44319468923964,0.305505505505505,0.10937356381849,0.0423816148701596,3448.93623383249
"13",2.44187450275891,0.306006006006006,0.109359946319794,0.042362722679655,3448.89292409099
"14",2.4405544581878,0.306506506506507,0.109346355129377,0.0423438610232951,3448.84970801488
"15",2.43923248524034,0.307007007007007,0.109333002621887,0.0423251373952097,3448.80658566607
"16",2.43791283539021,0.307507507507507,0.109319377695624,0.0423062717955651,3448.76355691007
"17",2.43659394691169,0.308008008008008,0.109305713324279,0.042287402824242,3448.72062181877
"18",2.43527530088054,0.308508508508508,0.109292041000935,0.0422685400774247,3448.67778040442
"19",2.43395721872734,0.309009009009009,0.109278346491931,0.04224968174147,3448.63503267008
"20",2.43263914073989,0.30950950950951,0.109264652224634,0.0422308291042033,3448.59237862454
"21",2.43132147483288,0.31001001001001,0.109250939427411,0.0422119792701992,3448.54981826987
"22",2.43000427027323,0.31051051051051,0.109237210424574,0.0421931355484609,3448.50735161264
"23",2.42868729846381,0.311011011011011,0.109223463988116,0.0421742901133259,3448.46497865592
"24",2.4273708761259,0.311511511511512,0.109209709174313,0.0421554597102002,3448.42269941067
"25",2.42605482142516,0.312012012012012,0.109195943704651,0.0421366370943136,3448.38051387993
"26",2.42473905495808,0.312512512512512,0.109182162661904,0.0421178159013552,3448.33842206656
"27",2.42342362111393,0.313013013013013,0.109168291583035,0.0420989366843763,3448.29642395004
"28",2.42210851673012,0.313513513513514,0.109154547283286,0.0420801761994526,3448.2545196114
"29",2.42079381940836,0.314014014014014,0.109140721004121,0.0420613664521355,3448.21270898332
"30",2.41947949158319,0.314514514514515,0.109126878940789,0.0420425603020813,3448.17099209376
"31",2.41816549018056,0.315015015015015,0.109113040571958,0.0420237724866555,3448.1293689543
"32",2.4168518397083,0.315515515515515,0.109099185918389,0.0420049873327152,3448.08783956315
"33",2.4155387332697,0.316016016016016,0.109085271133792,0.0419861742887556,3448.04640391136
"34",2.41422572305483,0.316516516516517,0.109071404220579,0.0419674093070115,3448.00506203843
"35",2.41291357814387,0.317017017017017,0.109057442253925,0.0419485968209927,3447.96381390503
"36",2.41160087056477,0.317517517517518,0.109043607047353,0.0419298786677757,3447.92265958289
"37",2.41028897543747,0.318018018018018,0.109029687926483,0.0419111206316497,3447.88159901356
"38",2.4089775855821,0.318518518518519,0.109015733508473,0.0418923538492236,3447.84063221654
"39",2.4076665081288,0.319019019019019,0.109001775025885,0.041873598643595,3447.79975920614
"40",2.4063557272247,0.31951951951952,0.108987812051569,0.041854854231765,3447.75897998687
"41",2.40504527022384,0.32002002002002,0.108973840138978,0.0418361177230433,3447.71829456212
"42",2.4037355642938,0.32052052052052,0.108959814838169,0.0418173642216565,3447.67770292426
"43",2.40242509522768,0.321021021021021,0.108945893180876,0.0417986816423061,3447.63720512154
"44",2.40111591064737,0.321521521521522,0.108931860249434,0.0417799488737286,3447.59680109872
"45",2.39980674117066,0.322022022022022,0.108917850399278,0.0417612420351755,3447.55649089798
"46",2.39849872814868,0.322522522522523,0.108903755473489,0.0417425027387574,3447.51627449455
"47",2.39718957991422,0.323023023023023,0.10888978064828,0.0417238385422601,3447.47615194766
"48",2.39588168646351,0.323523523523524,0.108875713100672,0.0417051381478291,3447.43612320519
"49",2.39457359865038,0.324024024024024,0.108861681133283,0.0416864686621931,3447.39618830578
"50",2.39326682167286,0.324524524524525,0.108847555300222,0.0416677630766991,3447.35634721961
"51",2.39195924089084,0.325025025025025,0.108833512029984,0.0416491112772452,3447.31659999737
"52",2.39065263409161,0.325525525525525,0.108819405706711,0.0416304398054671,3447.27694660548
"53",2.38934627661114,0.326026026026026,0.108805295411468,0.0416117784081698,3447.23738706368
"54",2.38804050675779,0.326526526526527,0.108791155741929,0.0415931148061128,3447.19792136984
"55",2.38673428607575,0.327027027027027,0.108777062203239,0.0415744848429756,3447.15854954722
"56",2.3854287334995,0.327527527527528,0.108762932803639,0.0415558494533737,3447.11927157944
"57",2.38412376630336,0.328028028028028,0.108748773332581,0.0415372111923803,3447.0800874721
"58",2.38281910496596,0.328528528528529,0.108734605004972,0.0415185804640413,3447.04099723484
"59",2.38151461407006,0.329029029029029,0.108720436866854,0.0414999614229584,3447.00200087405
"60",2.38021060576261,0.32952952952953,0.108706247114091,0.0414813437882377,3446.9630983884
"61",2.37890680663631,0.33003003003003,0.108692054450914,0.0414627363010491,3446.92428978664
"62",2.37760326678877,0.33053053053053,0.108677855255937,0.041444137253108,3446.88557507193
"63",2.37630086867169,0.331031031031031,0.108663598104966,0.0414255355827242,3446.84695423903
