"","par1","par2","par3","par4","log.lik","rec1","rec2","rec3","rec4","rec5","rec6","rec7","rec8","rec9","rec10","rec11","rec12","rec13","rec14","rec15","rec16","rec17","Biomass1","Biomass2","Biomass3","Biomass4","Biomass5","Biomass6","Biomass7","Biomass8","Biomass9","Biomass10","Biomass11","Biomass12"
"40",1.58473848745341,0.58039159124058,0.108678518950509,0.0412181887896349,3443.29700655451,0,0,0,38860.2414838827,785499.219708605,1736576.32930014,1289636.34645325,1176620.54934113,1949454.42243516,3570540.91010447,2397279.4380323,2217587.79104583,2040863.47035866,2647432.17456148,3690950.70538966,2101240.24106275,1737611.46909346,91.5310003330455,71.7303240908748,98.7436317684522,63.5477519550727,106.065659995322,297.302506441472,173.508836543518,124.137329882741,112.668845328795,240.882557068545,194.29183225195,176.682823191686
"41",2.06345071566511,0.448702762346695,0.0978391220558134,0.0295692066659098,3443.00456002576,0,0,0,34248.4139220968,692451.590077211,1381447.07382949,1011702.56841447,900458.507851508,1452056.97296301,2542944.97284529,1642561.8755658,1480532.60205039,1357799.9803129,1761889.88733971,2472208.52000821,1427485.76808198,1751139.64954982,75.858816226747,58.871570179458,82.4016213234136,51.8270737479893,88.0391677343673,240.388874777891,153.562417542755,112.206569236395,90.8438202544253,223.199337403941,168.093017148302,151.516945686895
"42",1.65390841714323,0.631753735701515,0.0992648584725203,0.0282432242703903,3440.91470069006,0,0,0,39324.0201912989,794985.641155037,1841096.73451355,1367868.82692919,1249762.19325082,2069480.52080101,3811608.60417147,2572182.61886793,2407668.91566152,2210315.97825659,2851216.72899641,3936876.65147081,2227132.40029958,2483146.69975023,93.6436301712759,72.769835991943,101.626280637717,64.1175653941386,108.657250292887,297.747535248083,195.796414795929,143.487379143053,114.232687590294,286.385453471292,213.628547580479,192.315290771927
"43",2.00947069634306,0.519196917915052,0.0931059728140571,0.0406452710557036,3441.46810757149,0,0,0,35503.432682268,717840.170980337,1520464.7588098,1117699.16848977,1002040.02443316,1626399.85249735,2894473.97658238,1895331.80289145,1706106.01663348,1562182.48554892,2015896.56191594,2793907.86837535,1575226.54810581,1353251.41693934,80.808014252384,62.4326835677129,88.0517841169091,54.8010476210677,93.8482024987128,253.158111234086,137.581192720925,98.5187788544491,89.0130581028484,191.371875101636,153.918816655212,139.919596930657
"44",1.95504604652296,0.482559149316203,0.111941902356611,0.0427810428365058,3441.21775121387,0,0,0,35155.7337656099,710770.719702247,1440753.76655045,1057496.9567075,946189.775457991,1536151.88304677,2711901.45713654,1774558.76679746,1613218.44914647,1480152.05094827,1918866.84283085,2682089.87735463,1529414.13294912,1299714.99881946,72.6491050804196,57.0933227724031,78.2168902637089,50.6717634866045,84.1481010542023,237.640869878672,138.656856877789,98.9733794395606,90.9059204030872,191.517967293303,155.643357925115,141.668422962151
"46",2.0937846773568,0.462657309766739,0.091127081805582,0.0320459634190863,3443.61481920205,0,0,0,34353.544793914,694593.545894092,1408079.16073228,1031654.58154869,918747.118952753,1481154.38979529,2600812.47890058,1680574.316284,1506722.50008824,1380330.12024274,1787061.36541498,2496846.12053141,1430851.24128492,1603401.50654056,78.8082504135379,60.7714584220894,85.9865877253929,53.2757169844021,91.5527935297615,245.682918771849,145.864765874568,106.034726303161,88.3651311808237,209.670320616399,160.570471662193,145.057164902273
"48",1.86138785603481,0.564865284516673,0.100280860612265,0.0277590457144934,3440.20721789532,0,0,0,36895.8640718114,745959.562548666,1630271.0557575,1202998.42867337,1086556.5772832,1778503.02327941,3206246.62135609,2128924.98763167,1969262.46270833,1805384.44555816,2330244.48713787,3228884.17212785,1834966.04064202,2179102.69803278,82.5882458052705,64.2387394237293,89.5697337011773,56.6352744326615,95.8154209389363,263.220647370599,175.426534703612,128.701839446014,101.808733147605,257.199763983179,191.168522776058,172.012316637875
"50",1.77125279843363,0.57979081636947,0.107397912377722,0.0255796760383706,3441.94571543198,0,0,0,37636.7512675425,760903.720889876,1673411.15941842,1237110.25921439,1121425.2863546,1844091.9759386,3341422.24659643,2234273.09504888,2093580.86714823,1921334.68599099,2482390.06889959,3444034.75206703,1964306.00927872,2500751.91912879,82.5901779048549,64.6513146186317,89.1691329319432,57.235051100185,95.721926175767,267.508363971845,191.950378699305,141.561695857067,108.603293636452,284.57883582165,207.958172102774,186.685297268643
"52",1.86377252915467,0.491362831935628,0.104917716774332,0.0420044676656974,3441.03233122592,0,0,0,35679.6521394056,721323.117522457,1484569.64588483,1092408.81970884,980876.411758767,1597945.00551613,2843768.03396225,1863391.8208365,1687823.33322989,1550653.98928268,2013573.79178852,2820894.87621884,1615005.09637283,1393633.15698537,79.8200735714507,62.3461425879781,86.3123253703182,55.1162912914172,92.5432250503266,257.111772218248,146.46375952048,104.66476677812,95.5737437935291,202.809337863967,164.210506177969,149.398391493179
"53",1.87045159596864,0.523915507682943,0.0919774350168805,0.0335055797444912,3441.80614397488,0,0,0,36181.4089910114,731493.635666332,1562304.7550622,1151803.50964145,1037077.71506077,1691600.87011203,3035989.67985222,1993844.00710374,1806237.11223356,1657593.7303332,2146200.08744217,2991755.1372108,1708967.37352626,1764944.93619803,87.6072731300163,67.6123332257451,95.5325351812874,59.3050644974516,101.761790465256,273.69359581382,160.094852916195,116.048572942836,98.239143368434,228.711232479875,176.780932546747,159.894245188664
"54",1.74467580857055,0.626905425744467,0.102573828168842,0.0288250299640241,3442.13031042547,0,0,0,38617.0057965566,780741.063352931,1789118.55894408,1325755.67090359,1207018.77126458,1991717.24449267,3642601.50772192,2454856.64273985,2302661.38867764,2111306.86078279,2718850.1226531,3744095.52912165,2108092.46099993,2302048.50549636,86.67443107031,67.557833640214,93.863427748365,59.642346940314,100.523254965648,277.710215530169,183.814234557263,134.530657102274,107.908218317745,268.107959977706,200.845176184994,180.910671390407
