"","par1","par2","par3","par4","log.lik","rec1","rec2","rec3","rec4","rec5","rec6","rec7","rec8","rec9","rec10","rec11","rec12","rec13","rec14","rec15","rec16","rec17","rec18","Biomass1","Biomass2","Biomass3","Biomass4","Biomass5","Biomass6","Biomass7","Biomass8","Biomass9","Biomass10","Biomass11","Biomass12","Biomass13"
"4577",1.75613148779009,0.531812775784133,0.0978531253094326,0.0462266607324131,3926.49698401336,0,0,0,46862.5869163954,851805.577889427,1696675.65227633,1254198.75307658,1165891.33513978,1945029.69612719,3690554.82300583,2594015.60924682,2415156.39020039,1889453.35341805,2311488.52487314,3236505.55743248,2659686.71794353,868152.971998365,959870.389472451,102.5230092119,70.9569665070065,103.018661953595,68.0910569319556,107.59653185401,334.823201074943,178.267083352677,160.140445698889,112.897974915161,216.64714722009,176.951731595122,160.582135995679,147.12048591855
"4580",1.82556873239147,0.591021304162823,0.096251924247678,0.0410296629028232,3925.51689440935,0,0,0,47660.2489924888,866399.778872572,1804859.59367906,1334787.81810786,1243589.62314102,2076685.51738469,3961715.24445017,2811585.33038889,2648825.67860574,2072509.92525228,2525939.17866166,3510276.0694742,2860082.59386781,916619.817022772,1068090.71231597,99.8267091123104,68.9894721301932,100.417322219608,66.1381738408227,104.794284811202,324.782691048554,179.331873533704,162.263076169578,110.177503705585,221.48673107198,176.61691746638,159.809666479108,145.119787282113
"4586",1.96972760953148,0.497134071240634,0.104373793718877,0.043388667817425,3923.70930215831,0,0,0,44871.3998824038,815711.168492352,1563674.78457563,1148937.27174342,1058141.11415793,1748395.97736496,3255087.40984605,2268137.87458159,2116165.92895015,1651817.93135544,2016251.27405002,2816665.10016772,2305226.54892068,752773.58293245,897719.472665283,87.217385916889,60.7166365363923,87.263150957089,58.490061931902,91.4378229850315,289.1355688787,162.690685406961,146.70599466712,101.40856135553,199.414122974458,160.824174775014,145.722234871046,132.887472436722
"4588",2.15398291480173,0.511901605021664,0.0931040106288851,0.0378237436860919,3926.83206903446,0,0,0,44281.4810430974,805056.671980538,1570622.39494024,1151900.11775115,1057510.59826804,1738095.58853444,3223534.25501555,2238029.22440202,2078957.90545244,1620775.51825115,1970995.08658721,2736513.21466753,2221758.38229509,717347.106065044,947816.144891557,86.713463119269,59.7516376535524,87.4133373145994,57.1697639276289,91.0760477876746,279.982802976719,157.002424735302,142.771461791705,94.3844855728646,196.074791079652,153.775132737624,138.852957222324,125.290839156813
"4591",1.98303164161333,0.512182163671415,0.101847026606973,0.0415868981370995,3923.55874973211,0,0,0,45098.5819290754,819855.735687345,1592768.59159229,1170825.94466351,1079278.4645415,1784184.14128236,3329756.44069798,2324921.16699881,2172514.68193221,1695970.85169913,2068281.3318545,2884122.25854886,2355889.827445,765952.138790542,936550.346002448,88.1810371736663,61.2507481253652,88.372990589891,58.9176084053958,92.4851801707954,290.66442469219,164.231199551139,148.477333766938,101.256173931132,202.464396264394,161.890880652771,146.534547955139,133.202063667323
"4597",2.0620553337487,0.513127013698198,0.0949030076007464,0.0272783489106171,3926.75931101663,0,0,0,44723.779705881,813071.822397995,1588357.81544993,1166553.52870872,1073411.25560306,1769407.42161747,3295512.74401267,2293295.5110891,2154413.72325185,1680816.09092292,2047251.58991036,2850931.87072099,2330763.95673522,758303.144701932,1371119.28153797,89.3034121508988,61.6398918773356,89.9138141535251,59.0430027507338,93.7682083431528,289.607356434699,189.909347033432,176.260447784073,103.789058195015,248.009835065043,181.751056121973,162.66225456847,142.748689118982
"4599",1.93807481973372,0.547782553124598,0.0936188699479916,0.0406971536112467,3924.37908269841,0,0,0,46049.4078764672,837142.038684735,1686859.9078273,1243225.84898919,1150870.1948258,1908902.57375777,3599164.70435161,2525831.13962135,2356679.72526092,1841280.82273788,2243845.10981255,3121919.93514494,2544779.56472193,821095.06047118,994962.738024008,95.9798305140386,66.1687909669283,96.7204240715403,63.3301820237296,100.799938713594,310.291871234855,169.458636233976,153.405907323426,103.88938054922,209.524723392346,166.802049281686,150.897884112309,136.941628983042
"4600",1.81311587161336,0.535540140162214,0.0916743631011516,0.0367862826590263,3925.26485347122,0,0,0,46562.1589134173,846388.595785591,1698534.3636615,1254718.70981185,1164812.17464284,1938780.34431008,3675442.54509802,2577176.40937236,2405053.45233741,1880727.06956556,2298252.90828326,3213433.54396917,2640525.50316856,861238.253423051,1169070.37915947,104.209321181528,71.7105769295256,105.153677789833,68.5496654421386,109.478410248189,335.293088317934,188.668522923206,171.86305985956,112.560012670605,236.520744545636,184.437314838907,166.419253359384,149.830638035421
"4601",1.97617421160264,0.520094492252892,0.0911184428530359,0.0423323051478604,3925.00086498146,0,0,0,45289.5603511435,823329.108888394,1626591.35036533,1197051.64905596,1104673.70353056,1826323.03171358,3423868.38402948,2386320.22500555,2208355.03385906,1724230.36570561,2102250.13419188,2929569.81763732,2390864.12521022,775640.752921687,926668.06222307,96.0459283502823,66.0580916112651,96.9535227562833,63.1238567211341,100.911726444162,308.601877214396,163.681167595829,147.820049352857,101.38289115202,201.299794450687,161.539662965167,146.281399094898,133.151071779003
"4602",2.10645017341734,0.494228724087048,0.095006003628577,0.0352067235249493,3924.47781548545,0,0,0,44167.7735700351,802969.772922779,1544322.06721802,1132637.93778702,1039491.44017476,1708926.66181479,3165853.14134642,2193264.60963695,2040063.1570479,1590611.46917973,1937293.11151314,2698224.88021557,2201357.44719455,716604.280635585,1032328.82941175,87.351212948876,60.2981967174897,87.9421225666558,57.7615358085566,91.7168425461574,283.346759783879,165.421802218762,151.098690853856,97.4925005940425,208.629618267419,161.220611153158,145.302650328227,130.352778331504
