"","q","M","s1","s2","log.lik"
"1",2.4178263320265,0.3,0.110794683531541,0.0416946769981283,3078.45306056304
"2",2.41658178583793,0.3005005005005,0.1107781306668,0.0416766173594439,3078.41801316169
"3",2.41534070072715,0.301001001001001,0.110761792839417,0.041658695282853,3078.38304582977
"4",2.4140996669013,0.301501501501502,0.110745342127271,0.0416407060829144,3078.3481584712
"5",2.41285812455795,0.302002002002002,0.110728772582421,0.0416226468878952,3078.31335108278
"6",2.41164010372584,0.302502502502502,0.110712705383591,0.0416033313024791,3078.27862362523
"7",2.41038168857941,0.303003003003003,0.110695938469395,0.0415867391376857,3078.24397641803
"8",2.40914199194542,0.303503503503503,0.110679442086905,0.0415687663917951,3078.20940906975
"9",2.40790219507044,0.304004004004004,0.110662933869762,0.0415508046139706,3078.17492172348
"10",2.40666206786018,0.304504504504505,0.110646413121054,0.0415328571120398,3078.14051437879
"11",2.4054227689979,0.305005005005005,0.110629882839928,0.0415149077923078,3078.10618703647
"12",2.40418382280826,0.305505505505505,0.110613341856183,0.0414969633080195,3078.07193969586
"13",2.40294545348371,0.306006006006006,0.110596790866816,0.0414790206304418,3078.0377723569
"14",2.4017069455814,0.306506506506507,0.110580227730028,0.0414610893988939,3078.00368501858
"15",2.40046442357184,0.307007007007007,0.110563632661881,0.041443202807216,3077.96967767323
"16",2.39922559413264,0.307507507507507,0.110547040414812,0.0414252865724443,3077.93575033362
"17",2.39798854152012,0.308008008008008,0.110530448925481,0.0414073682538729,3077.90190299773
"18",2.39675137438332,0.308508508508508,0.110513843296948,0.0413894575049329,3077.86813566038
"19",2.39551526541559,0.309009009009009,0.110497232057546,0.0413715479531589,3077.83444832397
"20",2.39427819766336,0.30950950950951,0.110480601449318,0.0413536511837867,3077.80084098333
"21",2.39304157585573,0.31001001001001,0.11046396098748,0.041335758954579,3077.76731364124
"22",2.39180567227422,0.31051051051051,0.110447312671535,0.0413178700063528,3077.73386629785
"23",2.39056936017734,0.311011011011011,0.110430648664241,0.0412999901956292,3077.70049894999
"24",2.38933442478402,0.311511511511512,0.110413981469527,0.041282110555457,3077.66721160128
"25",2.38809989928682,0.312012012012012,0.110397303846404,0.0412642356226699,3077.63400424878
"26",2.38686528286435,0.312512512512512,0.110380612893452,0.041246368327911,3077.60087689081
"27",2.38562813121203,0.313013013013013,0.110363802899904,0.0412284540716275,3077.56782949496
"28",2.38439617263951,0.313513513513514,0.110347194368847,0.0412106549744873,3077.53486215697
"29",2.38316223067874,0.314014014014014,0.110330470010822,0.0411928057066711,3077.5019747809
"30",2.38192852233344,0.314514514514515,0.110313734591606,0.0411749623685248,3077.46916739744
"31",2.38069562438781,0.315015015015015,0.110296991290493,0.0411571218590533,3077.436440007
"32",2.37946286056984,0.315515515515515,0.110280236304859,0.0411392877815622,3077.40379260745
"33",2.37822923238786,0.316016016016016,0.110263464548492,0.0411214656276127,3077.37122519605
"34",2.37699735411957,0.316516516516517,0.110246689852887,0.0411036414668098,3077.33873777716
"35",2.37576408791162,0.317017017017017,0.11022989542964,0.0410858310089366,3077.30633034371
