"","Year","EstSSB"
"2004/05",2004,26.8493282463135
"2005/06",2005,24.8048702760997
"2006/07",2006,20.3498145397638
"2007/08",2007,27.7841171986199
"2008/09",2008,26.490908664827
"2009/10",2009,163.486074057865
"2010/11",2010,111.867735988959
"2011/12",2011,91.0915369655498
"2012/13",2012,98.2157801291861
"2013/14",2013,107.368035083621
"2014/15",2014,122.26261582682
"2015/16",2015,114.730340292627
"2016/17",2016,115.536538127593
"2017/18",2017,70.7543539108197
