"","Year","EstSSB"
"2004/05",2004,28.1271268161549
"2005/06",2005,25.9853701185213
"2006/07",2006,21.318291802096
"2007/08",2007,29.1064037338734
"2008/09",2008,27.7516495256478
"2009/10",2009,171.924569309664
"2010/11",2010,117.251923365576
"2011/12",2011,95.4869217854873
"2012/13",2012,102.955340630055
"2013/14",2013,112.532523154635
"2014/15",2014,128.120911977595
"2015/16",2015,121.239431040961
"2016/17",2016,130.301203599282
"2017/18",2017,96.3002634277106
"2018/19",2018,109.700447104084
