"","par1","par2","par3","par4","log.lik","rec1","rec2","rec3","rec4","rec5","rec6","rec7","rec8","rec9","rec10","rec11","rec12","rec13","rec14","rec15","rec16","rec17","Biomass1","Biomass2","Biomass3","Biomass4","Biomass5","Biomass6","Biomass7","Biomass8","Biomass9","Biomass10","Biomass11","Biomass12"
"242",1.6446791127114,0.583008514399292,0.102313246936043,0.025029395957943,3442.66452220581,0,0,0,38487.8320244706,778027.337488478,1731526.66887409,1284631.48546197,1169995.82711456,1933217.487876,3535929.71738597,2367205.48717028,2209613.33852438,2031850.56759378,2632769.88925595,3669251.17820702,2108381.06667253,2755584.39462985,92.1142358378757,71.7809443801127,99.7709895800814,63.3609627006375,106.836169036895,294.963552700781,209.013842769637,154.35935421068,117.448026263943,310.789726208274,226.092160139539,202.837772460371
"244",1.98137441888474,0.519503744679067,0.0986923011691353,0.033861401012456,3439.4511500093,0,0,0,35622.6061493372,720240.181884529,1518521.90835637,1116415.42402563,1001510.83688239,1627636.29219937,2896627.53558057,1901235.56231716,1731011.1353991,1585859.74063447,2048349.00478279,2844781.0962966,1615282.43951391,1645855.42153925,78.4990700121591,60.9688409659109,85.2223243058781,53.7011582395761,91.0921182953729,249.258178106842,150.438359486183,108.975408877216,92.5920342185695,214.601932421009,166.239201213834,150.402181725323
"247",2.01944709371758,0.473840423985854,0.101227522496558,0.0320769170053951,3440.25502769909,0,0,0,34777.2697874985,703140.387674471,1427210.75010038,1046740.65934638,934567.772749626,1512280.45452925,2663983.30584337,1732679.74686341,1570582.13068842,1440133.14144923,1866184.75886497,2610012.20255764,1498273.21341717,1669101.33684683,75.6042196157215,58.8573097134802,81.9454775740342,51.9200205051443,87.700996546973,241.491507547331,151.168801345732,109.883652434854,91.6040410135608,217.265490332174,166.420442910357,150.345903879651
"249",2.08304023712111,0.473162886816017,0.095109583939808,0.0277511647852108,3442.78436238631,0,0,0,34543.3249632429,698431.71834671,1422645.81419822,1042652.16107478,929508.776501766,1500508.99170161,2638551.2340031,1710946.44267856,1547165.95561642,1417253.21679112,1833915.14096061,2560196.64692301,1469154.04917712,1868822.58834328,76.7309705172564,59.396042886694,83.4982717905589,52.2010968263508,89.0868483310547,241.565537332166,156.781259598815,115.024805334709,90.9800317660317,229.872126465312,170.846655320772,153.725588597764
"251",1.71562791818621,0.579629735357993,0.0914771886239111,0.0268685659378535,3443.08743738603,0,0,0,37966.8537061236,767543.683968059,1720034.4125493,1274879.1778967,1158443.68477233,1907008.03538429,3483190.96589856,2318170.19037177,2132845.13142286,1959094.67580794,2534548.77847678,3523479.95421418,2014316.94970734,2457944.47693131,95.90343491992,73.9792087387113,104.614288861355,64.8689363932274,111.406687835569,299.238502425637,193.381713118029,142.170706364306,111.106505020717,284.790750581307,210.246174555526,189.003879153943
"252",1.98520192504929,0.475656983838003,0.106526734233301,0.0400895912798326,3439.99049522697,0,0,0,34932.0080819742,706256.400701991,1429973.04112175,1049116.63752219,937541.872360159,1519404.902967,2678574.68771796,1746561.12700783,1581433.56470117,1450647.24934099,1880557.54824887,2629713.819522,1502605.67338575,1361171.8265218,74.1211622766595,57.9773849115351,80.069001498911,51.3013600609793,85.9166897325173,239.614764099026,140.016208398783,100.348748026624,90.2612069512489,195.12808082714,156.500493193891,142.216937604242
"253",1.73722144600705,0.547758145425887,0.105576017795621,0.0286874612486087,3440.76954194201,0,0,0,37275.3947006913,753551.163016676,1622956.41937634,1199738.32385108,1086265.90990829,1784795.09255798,3227036.39183802,2144181.20800072,1986752.55020883,1826098.22385831,2367812.8698894,3306749.95088185,1900442.74411798,2241538.70340682,85.2495176872396,66.6259427502915,92.1452219217884,58.9220645052928,98.8290396723031,275.006478158294,185.022813500756,135.456675600613,108.460432980112,270.048184462204,202.097252613463,182.014104761151
"254",1.89809794739671,0.482097345699993,0.103648343931206,0.0319055835161959,3441.06395878102,0,0,0,35380.7692288258,715292.605127175,1462225.56791971,1074969.25055391,963558.778687322,1566686.0507569,2779525.17587152,1816023.02287294,1653245.25305965,1518769.29825177,1972993.0435687,2769255.5888263,1598670.85238384,1791570.18388694,79.0690435588538,61.6895054404601,85.5688027613614,54.4957628270837,91.6887896761876,253.963298954067,161.219993549443,117.22993295017,97.5426068298138,231.883094146192,177.419457725532,160.259121972809
"255",2.15429286679136,0.433070813662528,0.103267624552836,0.0342775279664216,3441.2836559445,0,0,0,33739.8725162648,682191.976031939,1336153.08712553,976272.20293434,865778.286501557,1391019.81235637,2415517.86083576,1555195.31341157,1398759.20847839,1281338.45924521,1660755.60268644,2326540.77703535,1336257.28308149,1437864.82623917,69.8518262788697,54.4796170052634,75.6121518707133,48.1159674565581,81.0048062762367,224.164262596881,137.633534692806,99.6222220759422,85.004971746902,196.00400071059,152.217499231333,137.76133295142
"259",1.96934207143279,0.556612715940953,0.101090440923876,0.0249794812727346,3443.10187269775,0,0,0,36248.3481151605,732904.761506538,1585641.28977519,1167219.39169633,1050338.22355122,1712191.48260696,3064451.69328335,2028261.55007133,1879024.45827044,1720258.93596721,2216422.22159127,3064064.45053443,1737587.03345457,2279883.16699834,77.604371943782,60.4068667063324,84.120784070492,53.282607725359,90.0229334464338,247.801701854513,174.733841762115,129.059522835259,98.1234636590206,259.887701812799,188.984129193348,169.536713482618
"260",1.77198838621184,0.56480101707159,0.103523215389725,0.025817615089187,3440.98572876363,0,0,0,37374.3707186613,755588.302024549,1649976.83307206,1219584.55021422,1104458.36766637,1814016.59112834,3283515.300402,2186149.8280071,2033374.85117884,1866898.98476494,2415121.6561317,3359308.7982906,1922763.68621009,2460033.05472224,84.7703606675873,66.1302339223448,91.7460646779347,58.4143968746437,98.301790359005,272.198102139655,190.979296196924,140.762460908238,108.368854924094,282.78383637497,207.043252441094,185.913192406687
"261",1.80346512445713,0.553005461067623,0.112710721126278,0.0263940397609883,3442.72298774846,0,0,0,37000.3139668719,748034.916554527,1602599.35585868,1182489.50403877,1068524.82891551,1752594.08673852,3153066.88145589,2099584.77982614,1965215.59898161,1804035.8010321,2334338.26576626,3249383.95597065,1860902.53715219,2352028.19598676,78.3748109890725,61.6333220940625,84.3419381370909,54.7240265654971,90.7706950325841,256.789782961946,185.589718136425,136.597514423582,106.040627451692,273.98000077281,201.518191029172,181.066004866773
"262",1.90554821050745,0.475219012863005,0.0971485039192412,0.0346818683395072,3442.96710390603,0,0,0,35239.3372592434,712432.370702271,1456852.03308829,1071053.69431184,959483.412322569,1558358.93346446,2764823.61803251,1800113.03022787,1623919.46469535,1491942.39363828,1938837.12446806,2722830.27721847,1570529.72921366,1637204.79589527,82.5741614215098,64.0418713400939,89.7365834527361,56.3549582068388,95.8423788510912,261.239366219787,154.817293644714,111.976590568722,95.9350446136171,220.117746194537,171.360142149417,155.134528639287
"263",1.99362356006427,0.490442735446859,0.0997011464095494,0.0341064984236276,3439.6354465287,0,0,0,35126.894457312,710207.829763886,1462804.34694807,1074069.70416068,960957.782671503,1558025.43321946,2757041.2935185,1799261.12643389,1631054.78150279,1495345.39662715,1935862.13979805,2701212.57834803,1543888.80872392,1602660.85066004,77.4376986086327,60.2004985549392,84.0151842168685,53.0566100728208,89.8474351501951,246.471339669238,149.047347926353,107.918172109649,91.9239966370035,212.405457856198,164.78399001309,149.114423291213
"265",1.87778313155947,0.50371279836951,0.113409211217058,0.0412205386564211,3441.23414861108,0,0,0,35818.6202399133,724149.109504798,1492082.40560307,1097468.31504946,985723.415638763,1607143.05203536,2857618.48238274,1881581.67264619,1722134.72514052,1581087.67839588,2049945.53611872,2863901.83457287,1633777.78524218,1417437.90984007,74.9452670939064,58.9712289423846,80.6171211987864,52.3801680466013,86.7906074236403,245.916332481551,146.428020954468,104.761920741829,95.0851908844353,203.284631978443,163.967874125133,149.107391818207
"266",2.06286205875461,0.536819479133684,0.0975428235957304,0.0337144203686672,3441.90867763936,0,0,0,35555.8915796499,718923.572087154,1534323.27277969,1127146.03911439,1010382.98419279,1639680.80536478,2914812.98710649,1916424.19529784,1747849.37097676,1598517.99283674,2057701.81388913,2840306.33609396,1597921.23593947,1600588.57113741,76.0499272197649,59.0035990635155,82.6251699087748,51.9339317106611,88.2647576185374,240.824856139225,144.76932995199,104.89792924017,88.9925665945705,206.639401966297,159.926724014963,144.674174875104
"267",1.6945147492063,0.608588470033536,0.111321223865685,0.0319421957672498,3442.60632498481,0,0,0,38620.2591574194,780764.410195578,1750733.49308934,1297242.80534644,1181130.40371285,1951758.92993386,3561777.75982079,2401787.1442108,2259970.59340785,2074617.12502478,2678290.12618941,3704785.00030102,2096104.55987342,2121997.00486071,84.1498511140422,66.0964509002757,90.6333860051914,58.64234562033,97.4773640541194,274.89560166444,180.496417265139,131.237019218016,109.241873242416,259.567257966618,198.648674120704,179.440623536847
"268",1.84586523677507,0.557665509015937,0.103640079790679,0.0419798514571947,3440.84127548943,0,0,0,36856.6268367381,745154.767965536,1614767.40240713,1191371.2325616,1075859.89564956,1761527.44039567,3171917.25550419,2106155.75104176,1926892.72159294,1766929.81522631,2281633.41320338,3160551.36349739,1780122.54604589,1451059.25772466,81.3111643253944,63.4383330775249,87.9956946999064,56.0403867390753,94.288871732029,261.159908121549,147.917804511605,105.707693268488,96.5079765289384,204.839224023965,165.834381503502,150.873586440843
"269",1.84692887747205,0.597422737911358,0.0976003962576239,0.0292838330607184,3440.98624672499,0,0,0,37508.3802787145,758355.858623681,1704228.46977425,1259462.26379036,1140851.33511844,1871726.0449241,3395426.87688636,2267143.68758478,2100901.60529618,1924799.70147426,2478553.80191597,3416597.33721817,1925163.8796515,2112985.73954768,84.9044158902433,65.8769199554495,92.241750511873,57.9857431045817,98.5405949582064,268.900901855385,172.347372057568,126.010777016541,101.659934834962,250.837401249687,188.526322914164,169.889395548647
"271",1.83962039684001,0.598648462957293,0.0982949860238447,0.0314472321367491,3440.8072711523,0,0,0,37568.861872365,759576.329617314,1707573.12061887,1262103.36196435,1143568.65005638,1876896.56801563,3406027.06800844,2275626.02571955,2106320.75760316,1929852.57235505,2485051.18124373,3424675.52132532,1926420.06871995,1977072.35530736,84.7985834890088,65.8373164244332,92.085127122618,57.9753537914447,98.4078645821817,269.008500013273,167.433508016443,121.860765358493,100.874537564093,241.302135457132,184.071209778766,166.201747487549
"275",1.72792120083733,0.528410600377349,0.113791810046595,0.027184510664448,3443.48749719151,0,0,0,36987.3110825316,747702.28681892,1575213.80645003,1163268.07167836,1051725.65593468,1727246.3076001,3108558.91574602,2063217.34121473,1922200.29033547,1768355.29368052,2297894.13520938,3222637.37927466,1864915.62536684,2356869.72535147,81.252050042055,63.954417886847,87.3809710843871,56.8181203165031,94.0893882205063,266.825737958857,190.908411435646,140.24756979734,110.082904950585,280.70005795375,207.730219789701,186.804013219874
"277",2.00170190661841,0.498241604268216,0.105881277387521,0.0405191033933713,3440.22229595825,0,0,0,35214.8733344001,711993.510831688,1466405.84350035,1076415.85905195,963292.898970749,1562831.50459543,2763659.78552948,1809622.55988847,1643347.84603655,1505859.09774244,1947168.74562661,2709601.34737417,1536930.98310678,1349697.17351702,73.8320796493699,57.7183565062178,79.7889596360436,51.0533682666562,85.5892671837014,238.337470476942,138.282944812231,99.040516766325,89.3941680361905,192.430240603222,154.672154324472,140.593382744503
"278",2.04072898401214,0.491542549136592,0.0958904928329679,0.0408252822179591,3440.88303476315,0,0,0,34965.7920486932,706967.843161407,1460888.46248649,1072087.60158409,958184.891891151,1550965.38056463,2741173.83015308,1785776.70687956,1604505.0164522,1469617.27758805,1899538.38782535,2642235.52460873,1497370.85733913,1310147.24515896,77.8494304111761,60.306286882324,84.6718158589086,53.0267328762027,90.3750566682752,245.549813709999,135.240779258715,96.8161528671829,87.6001197229402,188.002181806787,151.344577138645,137.59481601013
"279",1.78008631876979,0.50576134010797,0.103945548479411,0.0354936947482005,3441.66648113221,0,0,0,36316.9019923361,734165.518870498,1532397.45662969,1130252.51361066,1018690.34301827,1666273.30766394,2986974.99850389,1965400.52383049,1793179.27767208,1649265.27184136,2144099.3864106,3009229.39958345,1734246.1793086,1736281.6406408,84.1364709530901,65.6605918460852,91.0356573024293,58.0137845158076,97.5609261177716,270.421629271095,164.104709482929,118.519571288425,102.351596119226,232.576385468602,181.927954147059,164.802880232209
"280",2.01632758719888,0.549698034821175,0.0986721029991454,0.0392462792396064,3442.51280728028,0,0,0,35938.2428730935,726646.353700719,1565976.75950847,1151711.78787959,1034620.60220692,1683008.37104355,3003861.236837,1982260.83303037,1805212.64370981,1651459.72344167,2125547.39930687,2930361.9163591,1640507.58119239,1415960.6879216,77.1498660085907,59.9198178134393,83.7586616737757,52.7765378602719,89.526731972404,244.962381317648,139.02020785905,99.7677626222421,89.1154222580515,194.308233837708,155.167913699658,140.929681979888
"282",1.83875583696724,0.624407629533791,0.0962438027736201,0.0335701502972783,3443.11738347161,0,0,0,38001.3448073792,768333.922582203,1765303.93248358,1305990.53941907,1185599.02267957,1948595.41913018,3550895.89445326,2382191.20058053,2205172.37756575,2019191.58866297,2594926.36083254,3560106.8079053,1986494.23044774,1874978.46466568,86.1661619003137,66.7710648576685,93.6956440062204,58.7239473590358,100.024743432382,272.013345972393,162.717632436363,117.935274941455,99.9034762940505,232.396187319123,179.700984317323,162.543783879131
"283",1.66727093883017,0.621082428298453,0.105594675226108,0.0420193916684629,3443.5689782834,0,0,0,39032.8884258918,789099.455831211,1798915.92368921,1334941.60336416,1217912.05555049,2015369.49058063,3696316.55228033,2494656.049735,2313925.01189017,2123975.08657584,2740009.86418696,3780304.09546965,2117520.02158023,1650568.95043411,88.814866887138,69.4135552602389,95.9978421607391,61.3880047687672,102.962051256098,286.519898172298,163.703484212808,116.981901035822,106.833172417413,226.670260829714,183.543397486892,166.988895182312
"285",1.99069088726819,0.510572286074101,0.0940628165155679,0.0290763784086311,3441.20121878407,0,0,0,35447.1860227364,716692.501362743,1507258.87999286,1107964.91674806,993109.327068934,1612031.48340921,2866869.25851397,1875246.55449029,1704011.4665107,1561435.66617593,2018299.25733893,2808518.32467839,1603664.53606697,1898684.44200427,80.9523716508558,62.6014645356484,88.1529987982024,54.9822914152447,94.0025220907921,254.206648143541,160.437511697857,117.356361387773,94.4323263621216,233.73202258384,175.41025792399,158.038585104345
"286",1.99294328757945,0.493704680642621,0.090758277077457,0.0415696702320128,3443.14438389493,0,0,0,35179.5306706916,711273.443991959,1481084.47535916,1088278.80784526,974176.63995968,1579013.384261,2802286.41663525,1824873.13569527,1631833.01511658,1495717.50857178,1935201.99395857,2695686.20692222,1530437.39508527,1318797.53066968,83.0478250830885,64.0177559908235,90.6348292224944,56.1083033476861,96.4833238330727,258.660465963172,137.51861857148,98.3360409691891,89.4955808414047,190.69488399549,154.076530510822,140.142115207037
"287",1.74059699142682,0.551612824719875,0.102436813210491,0.039783773721477,3440.39789979608,0,0,0,37323.7100219038,754533.64709972,1634783.79007172,1208826.72608218,1094810.32182332,1798713.39658097,3256344.72084842,2162893.72654067,1979169.93478309,1818419.93786265,2355750.86587605,3281465.71506209,1866434.77441702,1618334.36191858,86.9618925737014,67.7735021887899,94.1829525386702,59.8279381539668,100.858601340797,278.543857618232,160.175546487302,114.85187154644,103.048145395341,223.457812531336,178.942327930639,162.578922293645
"290",1.77336114663646,0.553692264483229,0.10078582822929,0.0250587242062789,3441.73709522745,0,0,0,37175.4921276158,751559.714130879,1632055.88133849,1206137.51786973,1091439.07885964,1790996.49632793,3238839.59213939,2149640.00330187,1990788.20737312,1828431.62839062,2367692.16599223,3300084.34300575,1895281.14590651,2519615.99061955,86.3705590548226,67.2117388671336,93.641369491156,59.2742064823163,100.196272536234,275.598754332814,193.731379094163,143.062407606202,108.900980916588,288.020143476132,209.578572015415,188.028989393787
"292",1.9393722406031,0.478200791626779,0.0999898642309943,0.0384218417898259,3440.7907728265,0,0,0,35149.6611459778,710638.159534476,1451633.25361213,1066442.88351021,954590.308003576,1549160.05463311,2743101.14013023,1787529.26349044,1612436.46098913,1480203.35164558,1920911.51183195,2690703.63877056,1542870.91286611,1454968.19621321,79.4357692822785,61.7701941540509,86.1669186762941,54.4494453971246,92.1618897494798,253.001519189542,145.772549534271,104.75327813034,92.9141156956439,204.343497544587,162.473920586552,147.484936561147
"293",1.89913643756151,0.55557236516965,0.0948190472362754,0.0306425245397358,3439.96849153922,0,0,0,36557.8690270266,739136.686488745,1611639.88154698,1188483.95826801,1071700.24132941,1750217.56620133,3149434.56571015,2082087.65394111,1906283.39077367,1746989.66559818,2254337.10407889,3122764.70522391,1770442.81070494,1927607.88884833,84.3522590867348,65.2775658806479,91.8093322115905,57.3597886161658,97.9395688413149,265.371742840883,164.114161437191,119.643193583495,98.1227879309658,237.366525212302,180.094632831991,162.495415052946
"295",1.64550518016713,0.616824829048487,0.110216644140049,0.0326697420711607,3442.20527379846,0,0,0,39108.6274102455,790611.769592249,1788739.54633857,1327436.43637573,1211405.98539346,2006441.70739291,3677381.96275586,2485038.87551527,2337949.57093668,2147317.31929631,2773413.90888558,3837742.4808658,2171894.65497036,2144384.92956532,87.2721877603539,68.4839362087361,94.0599558810704,60.7236261159464,101.109346780107,284.418559389737,184.014800777307,133.60277474578,112.100943071167,263.803923359284,202.838582375038,183.337637679269
"296",2.06621851937709,0.461147039044617,0.107510021686786,0.0347770317821052,3440.33689504754,0,0,0,34423.371620105,695995.740086972,1390069.76657938,1017849.71267101,906598.909500227,1463962.00054783,2563355.59138355,1664545.51395856,1510032.46466019,1384027.12975599,1793206.57711781,2507943.44005221,1437187.74800463,1496686.93633898,70.7469981989312,55.3859542234721,76.3772209930346,49.0356404604447,81.9944266261662,229.205151453469,142.611205574657,103.130164874987,88.4395201180478,202.686344777166,157.879468520645,142.940730554458
"297",1.95978191484516,0.526333893067063,0.107160904524256,0.0315980099410536,3440.48485371253,0,0,0,35819.3752276102,724213.992730493,1522886.50013425,1119666.75214456,1005305.65246187,1636573.47702055,2912331.75510256,1920081.01045334,1768362.51746869,1620374.59195852,2092992.20531279,2906764.46266376,1652818.98467476,1788059.33146316,74.7634004787616,58.5123725209774,80.7308103628295,51.79337585455,86.653533278411,242.030821880848,156.82809421665,114.107059713819,94.6174385081715,225.868458446434,172.469593717951,155.746795362042
"299",2.08712190624622,0.493759430259589,0.100648054683597,0.0287324642317427,3441.38003611549,0,0,0,34831.0894381788,704259.434928372,1449632.68309656,1062758.16385135,948799.079986646,1534274.88273412,2703163.00457898,1763052.72153822,1606936.90289362,1470931.32660994,1899562.54722133,2641164.76068974,1506024.5052308,1818873.69676604,73.4595910230498,57.1575006835259,79.6505855315202,50.403217562425,85.2202653418626,234.326350106246,153.889543591361,112.652455732937,90.2529666632675,224.559580389438,168.109578919226,151.410555652939
"306",1.9740408941559,0.559503199754691,0.102551929812399,0.0328013094243787,3441.91033532277,0,0,0,36272.0988115444,733387.741029787,1587442.72110007,1168423.27800618,1051470.31595345,1714277.6045626,3067454.08040235,2032252.67943761,1872813.40117512,1714125.01518098,2207145.71019181,3045607.12010522,1714132.80644395,1736338.11545937,76.6155470912263,59.7163193078188,82.9713916413561,52.7189152772547,88.8574395456073,245.468628452053,153.116914213393,111.141029400407,93.386283888237,219.386627488119,168.827103310306,152.61264619687
"315",1.61803441926077,0.601943280596588,0.110478657492134,0.0323932998941191,3441.6420113275,0,0,0,39028.2991050535,788951.727984123,1766806.2733422,1311526.11433732,1196827.67948273,1982839.04083236,3632881.66965709,2449393.54008955,2298954.84298391,2113377.759504,2734864.59531008,3798372.46422428,2161855.89733812,2184547.75037511,88.6041432764624,69.5448294959928,95.4801408493905,61.6732308954281,102.648833092438,288.922754785605,187.846752222304,136.458998915239,114.154525748359,269.614184629653,206.94025162201,187.001838972284
"319",1.83517864180318,0.546856033835798,0.10472448265736,0.0341858967487802,3439.1242047186,0,0,0,36731.9130531127,742621.03121599,1595052.63890438,1176594.68148925,1061960.70372687,1738329.79867646,3126010.00362478,2072376.72495458,1907997.81869328,1750699.62514797,2264056.7017313,3147206.35700099,1790022.63195637,1781567.78116777,81.1716520187282,63.3909270503164,87.784524742918,56.0336803853683,94.1127833983068,261.351751849027,161.753060495242,117.100434651892,99.825937092501,230.438012701439,178.85982873772,161.861840891247
"320",1.95448171530423,0.492108032767185,0.0920848178227026,0.0430263925305774,3443.41566359509,0,0,0,35307.2096376815,713838.525060285,1484072.72228629,1091086.32725034,977556.488444886,1586473.85737249,2819386.19116618,1837410.60670936,1643095.18473545,1507069.70384684,1952011.30870283,2723563.27757825,1548872.30898146,1298391.76332961,83.767685067952,64.6557741446373,91.3390358589657,56.7156468257267,97.3002868652817,261.768190371454,138.397909188763,98.7535969178293,90.8686569467537,191.010831009502,155.410381196047,141.476350510562
"322",1.85234909338828,0.511017710780396,0.100075874234133,0.0421750582624077,3440.95075705662,0,0,0,36054.7067069723,728913.725102914,1530045.77231876,1127281.35045354,1014271.32406046,1654849.70872255,2960181.71637716,1944890.51664615,1759263.96364104,1615449.68392286,2094377.97923171,2924664.95682144,1666599.2122507,1409149.71634572,83.1154049256895,64.6366242625817,90.1533577005115,56.9790882794388,96.4298384577811,264.774232761779,147.139093190033,105.120915085818,96.1147336931168,203.631331320362,165.011342425345,150.142137728804
"324",1.99896878204259,0.510056041807636,0.097146603845387,0.0311353606684634,3440.0114984878,0,0,0,35406.1012905068,715864.523459909,1500089.80747362,1102277.59164106,987670.168115872,1603028.21018992,2847060.17138422,1863696.13663378,1695334.79024867,1553244.88781404,2007220.25753403,2791549.29466351,1590698.03314721,1765934.62242695,78.716243018242,61.0496851361356,85.5441382540888,53.7218601518636,91.3645859699596,249.032964269617,154.785070382938,112.726891113808,92.9816883565563,223.380792864187,170.047271382792,153.497277750943
"327",2.03960208959216,0.545371632150576,0.0930992939225077,0.0347588743868533,3441.97575126871,0,0,0,35776.4953028008,723380.868759282,1562094.29755396,1148687.9409786,1031099.21925668,1674918.85660438,2988635.87065152,1966030.57241156,1786050.85567129,1633649.49308122,2102549.46298126,2900136.69144911,1628984.25846202,1576465.24986681,79.618477171662,61.5132470939992,86.7560009135161,53.9937732735936,92.4667986652153,249.42738437202,144.504542499454,104.502814736197,89.6004980592735,205.392101200433,159.969778504909,144.831239785902
"329",1.92939327660762,0.55387574425191,0.0989546067249803,0.043600219273284,3442.07488521106,0,0,0,36387.669184395,735706.420811063,1593776.28295494,1174181.22564036,1057619.23204138,1725755.44572951,3095881.25641073,2047867.0805199,1859987.86236575,1703498.8107438,2195893.41553406,3033253.62661709,1699263.60583317,1335004.08807764,80.4572237859284,62.504864581369,87.3333379234225,55.0628004904255,93.360874058406,255.633807837226,139.502486848584,99.4603529286125,91.9026019243114,192.187100664089,156.785149879365,142.774402089936
"331",1.57922251904809,0.611336424471572,0.0974215800075516,0.0419135292814116,3443.66757983554,0,0,0,39497.4275413217,798412.571065525,1829215.39109876,1361183.85734068,1245416.20887036,2066085.3668866,3814782.37546082,2566341.08755113,2355449.19549948,2165699.89326772,2801970.79393366,3885385.77528121,2193607.79511914,1738896.11493921,99.4313132152703,77.1354052999563,108.036645292337,67.8882077869161,115.403598383028,314.775083738462,172.997522759264,123.642757398105,112.825026275101,239.622004180689,193.931838662772,176.429270439381
"332",1.9680336823703,0.540380661660465,0.102286109801055,0.0309657901285778,3440.37188920626,0,0,0,36002.2335514791,727920.866290961,1553978.49299815,1143255.8144021,1027510.69510077,1673372.21752077,2986893.20858085,1971419.76211511,1812808.80923533,1660234.61175057,2141534.63194073,2966221.30808413,1680641.5061985,1828431.07852091,76.9943920391624,59.9971809515842,83.3957916248155,52.9586030463752,89.3001761446881,246.532209124366,157.609900435842,114.824279369684,94.5264748524174,227.629099495605,173.084398729819,156.215369360606
"334",1.85481220424603,0.539419163052076,0.105840624249297,0.038692777708323,3439.65553216042,0,0,0,36510.6700909448,738152.932798191,1574019.74055073,1160234.34948135,1045947.3855351,1710199.95111529,3067710.40128906,2030738.84371492,1861552.29872771,1707796.97851291,2208545.30643145,3069586.26692539,1740725.87638855,1553172.80009219,79.7011471963446,62.304268718816,86.1337479839089,55.1084447627607,92.3934603760781,257.260071180439,151.987490969328,109.17110567018,97.05852306806,212.849091743181,169.480621330282,153.873043134631
"337",2.02317961935386,0.454080087226559,0.106874528274243,0.0306174790797479,3441.38232974407,0,0,0,34465.2629615691,696823.435876547,1386521.53063751,1015758.61373797,905199.747263488,1462831.95701567,2564034.3070208,1663415.70010602,1511186.18328623,1386616.92854278,1800232.94138457,2527332.1343885,1459765.10108801,1729255.22989137,72.5597998109156,56.773472192732,78.3653209112162,50.2460006300064,84.1028065120002,234.748312151281,154.11000360575,112.355801099148,92.1190689875448,222.922163365035,169.106620307067,152.577733504487
"338",1.73435104196714,0.630867745009239,0.0972787294839716,0.039456656888383,3442.92899664398,0,0,0,38753.6164785629,783500.40034644,1812692.97384243,1344318.40682127,1224913.35074378,2021680.08207996,3707910.92132902,2496169.16373463,2302403.26411137,2110860.85510617,2717125.90189429,3734781.91088921,2083057.15757284,1697000.0900724,90.6355667501954,70.3025915839266,98.4888506157789,61.8691326168382,105.197118529139,286.832267151477,161.279156593875,115.703065472876,103.53115281261,225.253487616722,180.076407208739,163.574894774269
"339",2.02276626719892,0.509260885975237,0.0929418958283754,0.033502528935891,3440.82172091963,0,0,0,35300.3140839052,713733.357060238,1499996.46513849,1102029.4266165,986877.022689585,1600004.59639017,2841045.91272107,1856194.94145757,1678028.91150533,1536771.84213764,1984704.20463486,2757012.74356022,1566033.75542858,1621926.5916221,80.3824113550386,62.0940827249814,87.5976080790023,54.498184330721,93.3561962227187,251.7229256362,148.045571621894,107.314987244302,90.842969130526,211.500315690826,163.474771347716,147.858769259181
"341",1.84870936655777,0.593229810407619,0.095032581043477,0.0416764894946353,3442.68086013776,0,0,0,37429.4041317966,756757.518178049,1700119.00970723,1256484.88515422,1137849.89822167,1865861.77679901,3385183.26356228,2256296.0324445,2057698.97488235,1885019.29939022,2426990.34008604,3341455.95563372,1865184.22851066,1482936.2756059,86.508797924904,66.959996893629,94.1432404846067,58.845972773567,100.440322585563,272.297367583457,148.101428784149,105.88663386758,96.446850977476,205.297599155901,165.961469969441,150.961886757284
"344",1.65781716650385,0.622621600050169,0.0928179393604871,0.0331308554859661,3441.20800456999,0,0,0,39127.835197022,791013.989402137,1832863.66981414,1362063.77291785,1243843.14360485,2057390.88104458,3792018.55413673,2548065.29495236,2350873.96313684,2158412.31731688,2785571.28165007,3848694.85340937,2172453.78178659,2104471.00373908,98.1752532768606,75.829729483309,106.996396548436,66.5483447434725,114.022919776183,307.348361840357,181.521586699839,131.67470657458,111.029092741558,259.725427325066,200.284951664357,181.098170236884
"345",1.77657306841489,0.581375622760863,0.107375426149813,0.0414656678769975,3442.08436876268,0,0,0,37633.2521381706,760837.037959447,1674982.93724121,1238184.55228493,1122338.27679287,1845410.29785431,3343555.94387358,2236162.16964796,2063946.11615653,1893405.20114848,2444222.2044091,3381234.65467836,1901600.45682733,1542357.21577249,82.355204954255,64.4661077379552,88.9166874909005,57.0703645502911,95.4498887536498,266.734053500733,154.4160111919,110.436146653501,100.42694591518,214.199853683581,172.980033155338,157.326154854703
"346",1.91245106197379,0.451519955059937,0.110268994099657,0.0384792589457829,3442.33340626378,0,0,0,34832.6188410077,704196.443700488,1398308.33458537,1026127.86002882,916903.546283948,1487170.53888056,2618280.85809811,1702571.90200977,1542326.75782645,1418063.58966174,1846647.96174632,2602966.43668935,1505901.1814837,1455160.59939653,75.0651035686714,58.9074909106755,80.900838998561,52.2338550745114,86.9661892034846,244.663551413843,147.735531850261,106.153914649064,94.2031368259367,207.052523405958,164.678277544114,149.491678214853
