"","par1","par2","par3","par4","log.lik","rec1","rec2","rec3","rec4","rec5","rec6","rec7","rec8","rec9","rec10","rec11","rec12","rec13","rec14","rec15","rec16","rec17","rec18","rec19","rec20","Biomass1","Biomass2","Biomass3","Biomass4","Biomass5","Biomass6","Biomass7","Biomass8","Biomass9","Biomass10","Biomass11","Biomass12","Biomass13","Biomass14","Biomass15"
"246",1.86487850429247,1.56000285145613,1.62356086683088,1.65021737873894,1.77645405105957,0,0,0,67551.2988994467,1228235.19230561,1294710.18944329,929456.69492258,847970.104689171,1441311.73583456,2410565.64809007,1987405.45497882,1993442.36051502,1561234.09990981,1892750.972184,2531557.54201143,1728473.83477625,1001683.63158881,1640382.82576004,1597539.8409996,228541.937469935,30.0059886727217,26.3726756760881,24.1790417254509,28.8938684234212,29.9710602734279,166.918270357282,108.993747918104,89.1571193085367,94.5528654123678,105.80890144132,118.625416740061,112.108445933436,120.073408294374,90.9637733825063,104.236955750503
"247",1.86487850429247,1.62411738483412,1.62356086683088,1.65021737873894,1.77645405105957,0,0,0,68885.7787786281,1252500.13203206,1313914.35083158,943386.814534781,861756.317646033,1467882.221232,2456569.41941223,2034360.50472862,2045288.69899654,1602308.73194897,1943283.51402757,2599664.55770424,1773910.03802862,1029812.61917973,1687767.0067686,1641825.58843883,233531.6993636,30.0059886727217,26.3726756760881,24.1790417254509,28.8938684234212,29.9710602734279,166.918270357282,108.993747918104,89.1571193085367,94.5528654123678,105.80890144132,118.625416740061,112.108445933436,120.073408294374,90.9637733825063,104.236955750503
"248",1.86487850429247,1.62411738483412,1.62356086683088,1.65021737873894,1.73283507457953,0,0,0,68885.7787786281,1252500.13203206,1313914.35083158,943386.814534781,861756.317646033,1467882.221232,2456569.41941223,2034360.50472862,2045288.69899654,1602308.73194897,1943283.51402757,2599664.55770424,1773910.03802862,1029812.61917973,1687767.0067686,1641825.58843883,233531.6993636,30.0059886727217,26.3726756760881,24.1790417254509,28.8938684234212,29.9710602734279,166.918270357282,108.993747918104,89.1571193085367,94.5528654123678,105.80890144132,118.625416740061,112.108445933436,120.073408294374,90.9637733825063,104.236955750503
"249",1.86487850429247,1.62411738483412,1.62356086683088,1.65021737873894,1.73283507457953,0,0,0,68885.7787786281,1252500.13203206,1313914.35083158,943386.814534781,861756.317646033,1467882.221232,2456569.41941223,2034360.50472862,2045288.69899654,1602308.73194897,1943283.51402757,2599664.55770424,1773910.03802862,1029812.61917973,1687767.0067686,1641825.58843883,233531.6993636,30.0059886727217,26.3726756760881,24.1790417254509,28.8938684234212,29.9710602734279,166.918270357282,108.993747918104,89.1571193085367,94.5528654123678,105.80890144132,118.625416740061,112.108445933436,120.073408294374,90.9637733825063,104.236955750503
"250",1.77804428429396,1.62411738483412,1.73364785529966,1.65021737873894,1.73283507457953,0,0,0,70543.7758403641,1282645.1477973,1305433.34949714,937191.863239677,855622.417202619,1456373.19959343,2435490.72274496,2014724.36980617,2117378.12561262,1659587.27092694,2013766.54322018,2695059.84866432,1839830.78432318,1069887.28013407,1754589.21253811,1707159.75180308,243013.132651564,31.1871655025648,27.4878662393717,25.0487644717058,30.1544837562757,31.1299740115801,174.431056454499,114.316667695066,93.5112790900771,99.1705368557801,110.976283101448,124.418717630039,117.583477991898,125.937424643069,95.4061645982725,109.327568412722
"251",1.74664935627707,1.62411738483412,1.73364785529966,1.74306100044211,1.73283507457953,0,0,0,71183.9053352978,1294283.65102491,1314307.96423617,943690.272615871,862175.816862863,1469209.51205266,2458902.48239758,2038960.25947779,2067070.24280593,1619715.69735188,1964917.8440602,2629216.87648231,1793592.21928317,1042390.99176654,1709449.4759587,1662897.23989962,235631.629217415,31.7477352657433,27.9819434156646,25.4990003216634,30.6964917119725,31.6895157935349,177.56634542456,116.274796578187,95.0908945427726,100.933677297608,112.809893406617,126.576297722685,119.630704303894,128.153418515441,96.9594214615919,111.073558236312
"252",1.74664935627707,1.62411738483412,1.76191436885064,1.74306100044211,1.73283507457953,0,0,0,71183.9053352978,1294283.65102491,1306348.66176305,937865.50174794,856328.316805142,1457875.18152015,2438207.42877229,2018053.91020311,2067070.24280593,1619715.69735188,1964917.8440602,2629216.87648231,1793592.21928317,1042390.99176654,1709449.4759587,1662897.23989962,235631.629217415,31.6792784319196,27.9403308079761,25.4240683487059,30.6602495744274,31.6161076183926,177.412441206509,116.274796578187,95.0908945427726,100.933677297608,112.809893406617,126.576297722685,119.630704303894,128.153418515441,96.9594214615919,111.073558236312
"253",1.74028641523002,1.62411738483412,1.76191436885064,1.74306100044211,1.45068327010354,0,0,0,71316.465075888,1296693.77885129,1308157.70020677,939190.098131367,857664.242233227,1460492.75283348,2442980.37352037,2022998.01131501,2072557.90237281,1624076.03907492,1970284.04456591,2636480.3275047,1798606.70568925,1045441.87895115,1714539.52463577,1667872.05194132,236349.045780192,31.7951061366649,28.0424879449913,25.5170253738619,30.7723514438798,31.731704354167,178.061107365442,116.699927562036,95.4385716554548,101.302717147995,113.222355800732,127.039093681623,120.068105361698,128.621980839352,97.3139303960508,111.479672136161
"254",1.62118852224958,1.62411738483412,1.76191436885064,1.71947361470546,1.45068327010354,0,0,0,73990.1756627904,1345305.33751366,1344711.21253808,965965.273633598,884674.850885789,1513400.19750233,2539481.92482083,2122822.25949984,2203872.98544253,1728384.89012092,2098591.17653293,2810078.43220267,1918671.33170868,1118307.38800275,1835907.02148728,1786544.63193363,253726.227682414,34.1308802283243,30.1025822414543,27.3915908025255,33.0329905791324,34.0628207403202,191.142067671996,125.298478716504,102.476388134809,108.749844200715,121.582370594694,136.39249918625,128.906113861857,138.083496598228,104.505388227811,119.726895979801
"255",1.62118852224958,1.62411738483412,1.76191436885064,1.88533593603826,1.45068327010354,0,0,0,73990.1756627904,1345305.33751366,1344711.21253808,965965.273633598,884674.850885789,1513400.19750233,2539481.92482083,2122822.25949984,2069201.07839161,1621542.09894688,1967455.9122154,2633013.50369949,1795178.14849402,1044194.33543806,1713429.07358592,1666583.16811178,234863.324581758,34.1308802283243,30.1025822414543,27.3915908025255,33.0329905791324,34.0628207403202,191.142067671996,125.133434049253,102.303573648566,108.716733631025,121.307211579658,136.257978377532,128.792949741032,138.002115689671,104.229391851432,119.352708620874
