"","par1","par2","par3","par4","log.lik","rec1","rec2","rec3","rec4","rec5","rec6","rec7","rec8","rec9","rec10","rec11","rec12","rec13","rec14","rec15","rec16","rec17","rec18","Biomass1","Biomass2","Biomass3","Biomass4","Biomass5","Biomass6","Biomass7","Biomass8","Biomass9","Biomass10","Biomass11","Biomass12","Biomass13"
"217",1.87990696552686,0.584212183303711,0.0931864723675933,0.041480820210397,3926.19730683486,0,0,0,47148.4182938269,857116.951816574,1779610.97364788,1314665.15926091,1222365.47577685,2036073.49191673,3872496.64868396,2739014.27390718,2567320.72729256,2007707.76017402,2445461.76909126,3395732.34607627,2762348.63051023,884570.669540627,1023016.80573098,99.2902911214306,68.4232560696731,100.086022510934,65.4700899612493,104.284182070453,320.655833089463,173.411285094244,156.801249160474,106.845005703897,213.855891218438,170.910992861371,154.689162020274,140.587381695457
"219",1.84352366483418,0.601334497278797,0.0945908081692395,0.032336347082321,3925.43391553095,0,0,0,47752.0226189108,868083.701882908,1825045.24608779,1349798.15774857,1257887.87336076,2100266.41888876,4010552.19898903,2849153.30746136,2707045.51725789,2118025.18470721,2579835.08675916,3582011.74687893,2921249.21910383,935375.994415121,1346831.10195174,100.133210001672,69.0948665740597,100.839025117042,66.1710191275039,105.144894210038,324.483378512625,196.163158909852,180.132922270259,112.831000300853,250.303085787243,190.041891591959,170.887557890509,152.219803069871
"221",1.94144515906493,0.468315374809873,0.0954342629303632,0.0405718757198179,3926.51125821867,0,0,0,44441.7442482004,807867.065499707,1528290.29776272,1123023.28604741,1032910.8526067,1703961.25264016,3168402.78556814,2189927.54941695,2022586.69976138,1578532.40793624,1930684.00865631,2708340.18742078,2229620.79241552,736006.1283725,960774.762798758,94.4609077084747,65.2319031735619,95.0723051339208,62.504310778966,99.1748389938714,306.72460365145,169.368728728452,153.353458811134,103.750004304024,209.501556734431,166.679008986069,150.774846295992,136.797507557444
"225",1.78707756127843,0.617641151831136,0.0950171898203929,0.0380829951165294,3926.41239534316,0,0,0,48514.8211389797,881933.186216677,1879529.68718129,1392424.91030086,1301354.84036086,2179347.87295467,4183517.96667718,2984607.34663862,2828772.17450753,2214671.95446817,2698200.89289455,3744835.99324186,3049803.52826046,973006.086999782,1189084.48891027,102.952983356429,71.0687756305904,103.64864829876,68.0794852729648,108.098156325691,333.964224946163,188.710215187318,171.53277177044,113.65699361139,235.45329981428,184.917596595402,167.002890054514,150.773100064977
"226",1.80357332380281,0.544538532271507,0.104593258751143,0.0446043031036254,3924.56698548673,0,0,0,46817.9113259329,851039.158036369,1697824.9604363,1253601.87785778,1164419.21023034,1941447.24650448,3674196.38884803,2592587.44679781,2437714.94143831,1906612.59097918,2329088.99046358,3252720.10810281,2664464.79569144,864996.354442536,974181.755801028,95.1082689426684,66.222612979151,95.144627344214,63.8022137574924,99.7070970962814,315.449645309468,175.858181794802,158.315424570386,110.385675144907,214.750156505404,174.156084085182,157.908900697676,144.295534477255
"227",2.09930253291977,0.474012565170899,0.108439067651786,0.0296950035207141,3927.23639778658,0,0,0,43825.4899436661,796736.168151914,1490876.81515055,1091888.2549193,1000297.54643098,1643695.80475163,3025609.00524398,2096116.42516625,1974759.81547134,1539325.03536757,1876889.12897688,2620958.43103686,2147793.21423178,704856.128382629,1215736.61037595,79.6233619200345,55.6252113613294,79.457196539806,53.709499187678,83.423404881237,266.33819576049,179.111602128622,165.356079007483,100.457520693309,231.224916668743,172.47062580882,154.724428366974,136.811917201334
"230",1.70137614901103,0.566288078063534,0.111142156586107,0.0320719201602468,3925.71079441916,0,0,0,48037.5895654268,873156.189969294,1764192.32574885,1305881.30458505,1218704.5504489,2043430.91502002,3895085.8578643,2771659.28033041,2665345.56439205,2087024.23663706,2551962.37789311,3569161.58344104,2940334.76200492,957294.899471818,1447806.54095642,96.5427721128647,67.5997353318884,96.1766327048346,65.3695915303945,101.108391939991,324.816013003705,213.335624433776,196.002865186406,122.414994004506,272.521513157193,206.558195546359,185.697680657832,165.296506404021
"231",1.89624751335257,0.517011595389379,0.107036945493715,0.0387471600640385,3923.38283912102,0,0,0,45667.4697120654,830159.322798723,1614321.08839913,1188386.82624464,1098363.22830426,1822170.74566256,3414180.1210716,2393700.93671733,2255886.92088931,1762430.4573308,2152265.69428249,3007631.26979827,2466685.60181415,805029.133468924,1052837.65240115,88.9727624708014,62.0820526259067,88.8666610279717,59.8966263443725,93.2392588631379,296.70183782887,176.605195461153,160.358428859444,106.864712605408,219.829396738168,173.260171453366,156.544518453749,141.524309806522
"235",1.80743516033659,0.547405593546728,0.101100184670643,0.0272608072624449,3925.28905770292,0,0,0,46853.6910363334,851694.452236857,1708630.14251102,1261921.49826439,1172397.09475571,1954425.63422691,3703202.48156627,2611307.0788258,2486332.62749115,1944672.17593572,2375587.20288809,3320097.7591152,2733093.35141208,891485.180493962,1589116.02521812,97.2665430506131,67.5165871927808,97.5261900921428,64.9160998145716,102.026346581367,320.064403568288,216.730807422147,201.162339679217,118.423896253579,283.061646034865,207.410622374616,185.623490137245,162.889493866559
"237",2.06537892825728,0.459996652947476,0.0931023595408284,0.0398244231702251,3925.61131053981,0,0,0,43709.1904003775,794602.820813314,1492388.42747057,1094065.52867403,1002336.04915633,1645609.5299715,3037890.86148821,2090312.40963699,1924143.01162297,1499957.32001404,1831005.58850318,2561507.76829243,2099731.25950506,690688.537671256,916785.743888943,90.4346300000363,62.315684992896,91.1646412494799,59.6229563629798,94.984454112726,291.996629651592,160.376432689564,145.377135972996,97.7592888639623,198.882219094851,157.631786808876,142.523735884968,129.125420170713
"243",1.91102637085223,0.469837818097045,0.097179401049555,0.0452958281110364,3927.20111820968,0,0,0,44625.9352788629,811198.923095042,1535161.3283498,1128663.81594087,1039077.30582801,1716290.56352219,3195929.22399572,2211976.07783242,2039581.9691742,1592238.41770233,1948315.48298817,2734254.82612854,2250514.18455923,742519.200020024,875374.586890099,94.6922167620092,65.4968604543427,95.1930053251426,62.8256620306953,99.3891611831903,308.757525434445,165.033871418844,148.433549411596,103.991129945312,201.114394834907,163.600461176655,148.393345308621,135.753091668773
"244",2.06062231017125,0.458457164177187,0.106215006207172,0.04555043360933,3924.77521236202,0,0,0,43700.6179544972,794444.293006891,1473625.95370352,1079478.46303367,988646.943959136,1624336.01772953,2989174.08580732,2064135.57965677,1912718.98386381,1491066.33678718,1820300.2076985,2546352.01113508,2084740.5234089,684900.002782224,803490.090543189,82.3287837378206,57.4053649085697,82.2740254843641,55.3587047581949,86.2877325453449,274.049363562058,152.739815705788,137.329937255447,96.3788499324512,185.99213241218,151.468305425118,137.407491244299,125.754321183914
"247",1.89982100121723,0.569985879684266,0.0938085462732919,0.0426598115347367,3925.76193151803,0,0,0,46728.7470002585,849488.116747264,1742526.52659613,1286116.07980639,1193853.71043865,1985577.85128753,3763824.6349282,2654628.36541485,2481572.90548319,1940000.36558458,2363501.25841043,3284354.77009616,2672906.82259212,858155.508550269,978230.334051272,97.7655415597886,67.4118425472984,98.5071534683702,64.5276003798208,102.672080768151,316.210776632647,169.760503703592,153.238503610563,105.357350852729,208.558093446266,167.625128448313,151.821073350325,138.27372135395
"251",1.68532172998483,0.602880366554031,0.099990241674127,0.0366206946143508,3924.14783345511,0,0,0,49005.2865457649,890771.613109756,1872673.96421341,1389487.68761199,1301389.46234022,2186714.90270417,4207436.14511561,3004493.43868771,2862020.86306867,2242201.14270099,2737871.22351892,3815617.32031276,3127154.25308076,1006960.75181171,1301994.55762408,105.155980189698,72.9203359360884,105.514063125815,70.0653860406207,110.321550014589,345.140590539521,203.356056617987,185.294173585736,121.171654928275,255.091167565639,198.733564100464,179.297711563526,161.366655505397
"255",1.89841917935646,0.572038503020568,0.099505903221156,0.0396252324525951,3925.33972432233,0,0,0,46779.4814880223,850411.013237328,1736377.51512005,1281128.6510671,1189238.33113609,1979050.26071152,3746495.9052515,2648869.54670232,2499350.80105237,1953972.57967962,2380450.09819615,3308005.66143313,2694235.012996,865404.362222834,1054467.81659585,93.6835461525922,64.9364298874182,94.0327728303818,62.3759558334647,98.2932446652651,307.140596735046,174.828554044022,158.526436933427,106.426611596872,216.952685358257,171.778308483534,155.294584473029,140.640839562316
"256",1.94899144155346,0.562156510097734,0.0923109774253559,0.0436858947989866,3926.70023514035,0,0,0,46272.7829914288,841215.0809704,1715752.05195309,1264965.82549943,1171953.16884476,1944777.23594991,3674132.86776559,2583921.31266682,2406038.53610252,1880035.72103867,2289302.3259242,3179316.57868434,2583692.69711856,829110.423217446,928132.73522662,96.4455560475673,66.4080558246575,97.2769030444886,63.5066351391493,101.311234405341,310.800910398998,164.00108065832,147.826575406419,102.403134036838,200.834638715191,162.192417581931,146.986637232435,134.108604777548
"257",2.08117225126027,0.49356788096318,0.110756554031187,0.0345267051479993,3927.24171191993,0,0,0,44268.3552015146,804789.998195925,1525320.53018051,1118020.27118986,1026251.84915712,1689955.75811844,3121847.31941708,2173769.90088057,2052281.06677703,1600440.01969322,1950190.59618515,2718386.54438343,2220849.94679291,724148.510580683,1064948.69877887,79.1190255622093,55.381582016855,78.8380989712532,53.5431631399987,82.8655253809236,265.975434074413,168.836028401292,154.40492051588,98.9584783855633,213.506106835631,164.324196528509,148.023010504471,132.57989731669
"261",1.85088659327479,0.607305259099939,0.0988620727531703,0.0347188210399201,3927.06314996712,0,0,0,47825.6703970248,869429.593912858,1826677.10333831,1350553.18239932,1258663.06271687,2102447.17815203,4010939.58413427,2856826.76893778,2723786.25935464,2131152.03666727,2594913.85418497,3599795.77423664,2930687.42988666,935846.169150239,1253182.00742431,96.5463190049439,66.8817876612142,96.9477298546962,64.2197150950563,101.307444821931,316.051509250493,189.389859298217,173.141994267686,111.180016788404,239.315764750804,184.400298572051,166.132101431681,148.867965001256
"262",1.74772666891535,0.549933050463987,0.096366127510614,0.0434492601705353,3925.28269391419,0,0,0,47322.5673130989,860178.598264029,1740375.58665022,1287673.23136031,1199046.37579346,2003091.57431955,3814947.10991937,2690019.21313515,2513722.92684191,1967126.20486907,2404861.93123597,3362210.87102667,2759941.43536718,897383.485224506,1034233.99298416,104.181868289286,72.0068649496188,104.790176809375,69.0357136384842,109.364111279963,339.044337779178,183.259969224451,165.240346588155,114.270467718736,224.583979879233,181.17413092395,164.16689310474,149.723146974727
"263",1.83432958534644,0.502160329798282,0.0952290204314121,0.0318207429503523,3927.28153434309,0,0,0,45720.4018787968,831072.157005322,1618589.10940654,1193415.43755542,1104161.76693203,1832773.98575127,3447999.74479761,2403845.57767527,2248301.72552502,1757123.1383206,2150070.79028471,3016225.84623335,2490544.6896907,820787.660958603,1314904.93148332,100.136025922464,69.1378151606956,100.798172680494,66.2384653567555,105.136732801661,324.992040974387,198.574235103667,182.530696133714,113.682952076246,253.93822922417,192.158451522123,172.715138301542,153.63708805862
"264",1.70029793718547,0.552884366845032,0.108886355553247,0.0402102488679879,3925.02701526957,0,0,0,47740.6817328588,867743.615027811,1739963.33760747,1287679.60602674,1200684.02893238,2011366.18407239,3829256.38585468,2715552.27258314,2579365.8725745,2019405.38722793,2470674.12133032,3458574.13358732,2846741.67366614,927945.779784142,1149639.17086553,98.0205022778202,68.5036508605563,97.7881143235785,66.1609670414804,102.691470503327,328.194388921335,194.071125834973,175.816463467091,118.601188591167,240.350518771242,190.8740202663,172.622132065512,156.511281809984
"267",2.13420233211351,0.45775329214893,0.107369185917553,0.0409611318981823,3925.19268553471,0,0,0,43383.2618614909,788700.897580269,1458285.48773534,1066902.12239935,975315.629783377,1598910.42887835,2930783.48056291,2021720.73208652,1880708.0161253,1465229.45866353,1786493.0469143,2494649.79563634,2038590.28241721,668452.335453491,862029.050917074,78.8776391102101,55.0537663668809,78.7668124445244,53.1257369376918,82.6557794503448,263.228814476167,153.49800551174,138.902269039331,94.2644269929312,189.623353752448,151.1572142381,136.76701465456,124.179331407753
"268",1.9091953450325,0.545358063927478,0.106019066651889,0.0295699679656899,3925.5723987379,0,0,0,46169.8624462435,839317.506227223,1667966.96115423,1228777.11218697,1137785.55380077,1890264.12466452,3555722.86202195,2505861.34564405,2390960.26528457,1868448.04077822,2278551.5555126,3175675.72163871,2601522.36214679,844226.661404678,1386350.47894148,88.9764139976407,62.0300278152477,88.9284512067834,59.8117994130531,93.2578823778516,296.049199002809,197.336401627258,182.22948435223,110.538729506695,254.898991522919,189.962118331297,170.396164318612,150.613547153041
"269",1.7282005210859,0.548968419693549,0.11023217425445,0.0339718032504278,3924.9000216935,0,0,0,47442.9841019408,862351.290298412,1720324.295598,1272015.96942751,1184560.22818731,1981844.11535496,3763344.44343609,2666490.89987936,2548320.98644121,1994541.00429786,2439649.74986546,3415248.5843573,2814572.11556732,919134.095221576,1335495.9024045,95.5996029531831,66.8880455244828,95.2916732753882,64.648951498238,100.134522772983,321.018062327788,204.750353611634,187.438987989599,119.457008406877,259.498658900846,199.05262576685,179.228668599182,160.314024577698
"272",1.82864353401542,0.510345037360891,0.100073939595614,0.0461747981708826,3925.41534815211,0,0,0,45927.9514832127,834848.386668271,1629002.48217088,1201168.932989,1112080.19097512,1847818.51746491,3477662.27915908,2432511.43687169,2261670.62535727,1767803.156339,2162023.2085533,3027846.17962209,2487245.44266093,814022.472296694,914070.967180737,96.8551707685501,67.1692039700965,97.1795982868775,64.5426502752825,101.611609050935,317.957479885473,171.267626959654,153.863034270263,108.435110594232,208.172127615059,169.991600630847,154.26173001077,141.318475430351
"273",1.82255888541751,0.551444496814255,0.101364687045547,0.039050759947665,3923.03152577848,0,0,0,46839.4822241866,851448.726203808,1712140.88058946,1264239.03774124,1174344.89010192,1957131.28202554,3707180.36344783,2615713.37769053,2466308.57268567,1928839.02363159,2354864.50060756,3285841.52795564,2691733.10622101,872908.792997569,1103862.2742787,96.2764375335754,66.8451018504227,96.5166223734881,64.2805484263907,100.983509253456,316.998684292486,183.170154113832,166.239488231622,111.069975615114,227.758023555805,179.796213526077,162.482492862302,146.982639826451
"274",1.76115113942393,0.582925858797011,0.0920007289856063,0.0298276393082314,3924.93038526692,0,0,0,47952.8482177737,871675.371263155,1816709.02830115,1345624.84652854,1255698.17761787,2100220.18699031,4021907.53875665,2848759.23694112,2697757.89823087,2111719.53315571,2577579.19883665,3593493.217504,2949130.77922688,953601.168330183,1515032.09739725,107.000233941669,73.6539045452629,107.945601573776,70.4219988947847,112.404259490091,344.550466657447,213.057647882067,196.640114862397,119.656806138553,274.880486153378,205.223686437666,184.130179620833,162.8769458366
"276",1.99122006351767,0.551979429428205,0.0909087475519466,0.0354871404791983,3925.22853096023,0,0,0,45832.1136201484,833214.568982412,1686889.19131464,1242424.70294261,1148905.84029436,1902481.03262623,3582185.0361409,2511304.9110989,2348701.6152718,1834387.03217637,2233232.33046698,3102556.23366349,2526260.77489398,813483.278197659,1112052.66062255,95.484464183037,65.6588033696165,96.4007383824544,62.7338529283331,100.325377012764,306.63794484601,174.405448031643,159.225807041779,103.016122228949,219.720555741811,170.070001547327,153.310507522434,137.626188481332
"277",1.68356214795391,0.56743953508773,0.107142457451974,0.0346091816440592,3924.48752381459,0,0,0,48204.8565811033,876182.879412535,1780112.53160703,1318698.46862576,1231707.93389918,2066366.87092498,3948128.03191165,2807206.74416535,2682782.70388073,2101024.62104198,2569696.2887895,3594739.05409253,2960850.65437804,963682.027539193,1356922.10924405,100.142131112364,69.8819915714722,100.015946905334,67.4260186187072,104.942509267362,334.026210075406,208.496066720122,190.646674434172,122.286707261332,263.572983223671,202.958262677579,182.836155349046,163.793346421853
"280",1.84895565232177,0.547312908864462,0.103648689532134,0.0460176185328761,3925.27660920491,0,0,0,46580.895439254,846760.108850628,1692185.33033351,1248428.82091844,1158279.71572667,1928290.43054588,3642600.70250339,2568805.1260937,2410633.84183707,1884777.65695057,2300253.64241836,3207210.2100221,2620038.83352197,847658.563990155,922548.233597489,93.3827369745782,64.9673103911885,93.4757957466785,62.5585521293908,97.9127270503578,309.070637053411,169.595244748992,152.391673157162,107.285819365021,206.233850781022,168.294596645144,152.70926819155,139.861818333007
"281",1.9472324628438,0.543706749995973,0.0984334056482167,0.0310476800882976,3924.09352827313,0,0,0,45915.4512044201,834708.377884601,1667925.57579097,1228456.52218605,1136393.13532045,1884431.39671506,3544210.94372953,2488997.15815921,2352549.21397865,1837828.08795052,2239885.25174941,3118776.7579245,2550097.80958771,826003.07614847,1293971.67959699,92.0616636174138,63.7502647030899,92.4708609781012,61.1969761959889,96.6083580585699,301.068426792179,189.161081202422,174.146390535215,107.512804245033,242.716457267758,182.729184706667,164.129349299732,145.691552265297
"283",1.87462865358168,0.584439817174094,0.0896011549645765,0.0333613584263702,3925.25900094074,0,0,0,47187.8379482422,857831.329836362,1788910.58254359,1322073.16863489,1229607.95891486,2047984.30492777,3900742.24349146,2755698.30831991,2593315.52118856,2028129.50614703,2470682.20253487,3432858.95617772,2800335.24181334,899220.936666039,1274326.16094905,102.529518776727,70.414990452656,103.607436598593,67.221322533156,107.751536918638,328.187114871539,190.259024090498,174.370374911742,110.427416824528,241.732964217414,184.728848064236,166.250380903856,148.480035386561
"286",2.12873406523623,0.478590372212842,0.103183755296293,0.0353926414097921,3924.8713731029,0,0,0,43785.2410246243,796015.778628127,1500637.46561958,1099051.6238047,1006659.56807973,1652798.85998511,3044252.76493955,2106806.39188135,1968416.105566,1534122.47647481,1869035.91223602,2605623.71375537,2127679.65059129,694946.221099749,1008978.8380398,81.3733629056047,56.5890885638939,81.4791497853238,54.4762113823744,85.3270639504732,269.0406055274,163.323781947811,149.13340455474,96.3984462143863,205.834846873113,159.234264450053,143.532448351683,128.820340028692
"289",2.11352283510948,0.481255414004085,0.0988468842223922,0.0332369230001551,3924.52485183111,0,0,0,43898.3220811015,798067.994361309,1514062.99297584,1109547.39576377,1016964.98316678,1670366.30839844,3083550.64819482,2132929.66033913,1989601.36381196,1550882.99545273,1889789.55570697,2635328.77891324,2154030.52058974,704054.810895912,1083082.89456458,84.5585233649701,58.576519530355,84.9109517847175,56.2445031323622,88.728696654377,276.798749571745,169.031340969048,154.951637751725,98.0013366532637,214.872295751513,164.074965510388,147.647634295901,131.824330312789
"290",1.96058836279353,0.474023726166461,0.10628174447364,0.0428260142204239,3924.05819437226,0,0,0,44460.7895587787,808227.480367575,1520391.67944273,1116282.45880278,1026343.74812962,1693690.96500252,3141001.15759474,2179807.79167336,2030382.13938667,1584475.57122085,1936588.68126472,2712927.95594682,2228286.55697833,733051.816858375,904023.208543106,86.4904349864747,60.3106414749039,86.4291975401674,58.1626123645062,90.6485608790943,287.944764488738,164.256335525369,148.235037625288,102.043207156101,201.689590107585,162.231959684848,146.950520820317,133.876860577528
"292",2.15011098994322,0.498811370147242,0.0956518845494278,0.0377098355684156,3925.65756721412,0,0,0,44061.9567209873,801060.174201583,1543530.96958905,1131409.27364295,1037652.49178095,1704358.66166806,3152621.50267224,2185020.39047095,2030613.80878903,1582819.46938359,1925955.91553102,2677624.38373521,2177682.79349278,705877.156485906,946684.035214586,85.1503191146141,58.8141352070846,85.6888301067727,56.3624917420524,89.3964066780736,276.636474821996,157.479298633108,143.231824501037,94.593396936073,196.751564109904,154.210321777726,139.235036125846,125.605430425416
"293",1.65039863149392,0.573995378167265,0.095387754235664,0.0306547975257369,3926.51727936727,0,0,0,48629.6335013965,883881.849234438,1828955.35547105,1357595.61244896,1270703.17538472,2133990.60226127,4103604.79092893,2911290.67799029,2761896.73330575,2163772.93548912,2647337.47004679,3705287.42524769,3057766.30885679,996267.99325978,1566534.67451407,111.159014588634,76.7598128363787,111.882014830048,73.5480737184924,116.707137038637,360.904831634572,224.490164628963,206.836380852268,127.11185497358,288.550090561676,216.659885061156,194.53807287507,172.494132041062
"297",2.05587245501314,0.538924904827749,0.090442370625006,0.033645176262031,3926.08746630274,0,0,0,45240.5899064651,822476.327514985,1646623.28459569,1210895.03641676,1116756.35923191,1843858.47472342,3453747.32104249,2412207.70013403,2253485.02222026,1758831.36529843,2140130.31153107,2972177.44258346,2418579.73756091,779720.644246511,1129217.25279286,92.838200358863,63.8106914368916,93.7593801819906,60.9497562907734,97.5526626675341,297.793310241527,172.843092445368,158.324985832837,100.563283625708,219.350196572383,167.919239367558,151.156700140171,135.095573927958
"299",1.87703279323955,0.530251930124431,0.109277139849853,0.0384784075654655,3924.24377218108,0,0,0,46052.2246184111,837152.692123106,1641340.5338395,1209071.77007746,1119173.77028542,1859853.94008146,3493496.31681107,2458487.16057253,2328259.55403968,1819572.09137423,2221460.1169283,3101805.40178719,2542063.40098562,827329.376515557,1077429.2457608,88.5651558521846,61.9161609485892,88.3332646485359,59.8117919895604,92.7799702539071,296.786428678509,178.915022523532,162.525511358711,108.059349841304,222.916621986813,175.44300536217,158.488398666968,143.203086303399
"301",2.04321786598256,0.493250081127452,0.105501964475861,0.0321860363411127,3924.79053816365,0,0,0,44437.031911783,807842.992339793,1539630.47814259,1129578.23271333,1037954.96696402,1710651.81240494,3169998.30090079,2205093.34656421,2076111.22002257,1619508.33451514,1974834.50344846,2756173.47304472,2257107.13274616,738000.68375834,1162940.00698081,83.4324654342518,58.1389534805312,83.415301910064,56.0432916911823,87.454241391097,277.284952232389,177.360581625286,162.914410355657,101.877555941627,226.45564658755,171.76931014348,154.437096303835,137.51188403487
"302",2.0447578154833,0.449072646915624,0.0942339766257191,0.0445653732314902,3926.88964929613,0,0,0,43591.084621866,792441.299468891,1474957.53892693,1081139.33805794,990073.812441863,1625309.51448036,2996658.67625621,2058745.51142621,1887573.62386634,1471455.10164609,1797784.79125935,2518800.00588585,2066827.50749422,681676.068722374,823886.006887544,90.5315991774959,62.4486876646703,91.1918790079649,59.7927444371004,95.0683566295793,293.11599469051,155.165315599122,139.694122809395,97.3754404220563,189.503284119602,153.654734309673,139.317182451694,127.298443176974
"304",2.12386828502328,0.481588612736831,0.107424298292672,0.0379902698776013,3926.03663153689,0,0,0,43860.46795081,797383.139000152,1500971.56670453,1099210.00087423,1007063.83944903,1654474.19228618,3046449.42593031,2112433.67388255,1978141.04587954,1541828.35101148,1878275.3657587,2617627.626919,2135515.18541169,696454.431458937,943801.372616633,79.2323625030211,55.3039696718589,79.1182470030326,53.3688395872633,83.0267835098719,264.444496205899,158.943373283527,144.497235480771,95.6655656425669,198.379452149833,155.723021327061,140.627808074934,126.936656363679
"305",1.74524663380304,0.570422672892158,0.109880888643565,0.033457145552888,3925.14100082222,0,0,0,47795.3610246263,868790.699284874,1760528.86139463,1302114.22295229,1213836.79381052,2032216.6483223,3867515.66357802,2750881.66098323,2640233.26438866,2066671.93190905,2524578.31142176,3524704.48848747,2895479.17243559,939155.457193928,1355873.68517532,94.8805840749894,66.3652589284294,94.5959715934398,64.1311897572592,99.3867407108047,318.363506621242,204.106656810792,187.028051084596,118.562281039126,259.225073288301,198.213998143571,178.400385144643,159.369665878439
"311",1.68539807916175,0.588922583925946,0.0952209128202373,0.0294162165626142,3925.15234191323,0,0,0,48683.8625094345,884914.730007823,1850506.89115519,1373028.69083908,1284942.34779991,2156670.08748024,4147738.30522864,2948832.33916418,2807296.67546704,2199015.55764585,2686949.26004712,3751587.64805553,3087025.91248131,1000259.56788534,1609280.9904606,108.991478024777,75.2513984333442,109.71278425497,72.0953075893861,114.434572021195,353.725565885033,224.088097819734,207.000933356086,125.326686338949,289.659956744418,215.63332129329,193.395196044788,170.864125839226
"312",1.87971891169192,0.56419503289232,0.0937440056574982,0.0324102534032057,3923.81231931851,0,0,0,46736.5782775024,849617.704450049,1736183.15926339,1281728.30913651,1189970.17586278,1979761.07155324,3753734.13716481,2645437.10366145,2494677.70853964,1950423.28515458,2377755.44470125,3309859.86137323,2706446.98504436,874034.654900482,1296116.59157783,98.8615145226631,68.1634243455646,99.6158291806541,65.2443797899244,103.824174093974,319.705382308807,192.189812173597,176.459040948321,110.61902906179,245.156399786297,186.222647440291,167.463645072222,149.198847896582
"313",1.67844829705288,0.582515725790124,0.10633677369094,0.0361699073924472,3924.42301371679,0,0,0,48593.7799123475,883264.760278224,1816592.13455481,1346586.44687327,1259382.99099399,2115044.96013959,4051925.45666799,2889032.67644511,2762405.96103708,2163820.42507957,2644843.12231549,3694260.93715396,3036355.38843687,983774.722821909,1311449.39010768,100.991628187379,70.4258205288909,100.916551534144,67.9196573938769,105.846006372439,336.263115085395,205.248656750678,187.162572552699,121.880460212185,257.902777210312,200.411402260992,180.752722511767,162.513144228936
"314",1.96868948784585,0.534339919259146,0.10491705971113,0.0374172805358079,3924.73198587505,0,0,0,45610.0967787677,829160.943296761,1633467.48883395,1201677.07951779,1109960.15340414,1838919.15844578,3443593.64336074,2418126.74197384,2283321.40336309,1783216.62759905,2173247.03922624,3025790.72110087,2469641.21877367,799547.882823891,1058474.09513995,86.9377700796076,60.5507278672228,86.9527610060742,58.3485231708416,91.1368821729621,288.558808674167,172.542050275256,157.007470701705,103.420927819902,215.800692952565,168.87010786033,152.440399754943,137.432668633812
"315",1.99966943067973,0.462748426608026,0.107892110629735,0.0361739902894528,3924.40348166268,0,0,0,44053.7836551186,800840.502225244,1490301.01540209,1092877.92780538,1002795.86528822,1651443.77941269,3049410.46943051,2110808.53635222,1974468.06832026,1540100.54046686,1882214.25436923,2638140.17929481,2170492.92949428,716647.799273472,1043046.12652883,83.8926544222849,58.5803471774537,83.7467823586227,56.5454870916427,87.9038822091589,280.284964686668,172.269947420555,157.088776661935,102.300298217765,216.460419375321,168.211242715833,151.71157898661,136.403763307522
"318",1.99349011353594,0.558548738438971,0.0925473180446985,0.0428740053433788,3927.22112519777,0,0,0,45947.5121893546,835316.344288617,1696575.98103939,1249617.95695269,1156007.32932509,1915145.17490226,3607492.41923482,2533611.84764444,2359892.09770112,1843256.46681457,2243246.42874019,3112974.83866379,2526837.33181773,810180.726551153,923111.515041408,94.1133896328402,64.8166995206305,94.9092189363018,61.9941112322931,98.8574872745136,303.461635195092,161.476818909539,145.716728169682,100.345278212484,198.246526414567,159.498517672019,144.478554807188,131.635871832534
"321",2.01444604017899,0.447082066972863,0.102047838041504,0.0351336968476073,3925.60236484695,0,0,0,43684.3342199601,794121.506158159,1467105.53083824,1075352.38671646,985187.79822002,1619266.82025753,2983494.6202052,2054492.48506891,1908518.43470318,1488141.02441835,1819723.73276907,2554081.80371018,2104960.94635609,698006.712769135,1058257.27524571,86.6819626989878,60.2202367826565,86.8592004921279,57.9332037180338,90.9100208780332,285.854088568346,173.130163833804,158.160077716956,101.975923423812,218.413585785269,168.708789706633,152.043117820249,136.376472466305
"325",1.69922196843418,0.58297603623049,0.0951702700555838,0.0429889794061672,3925.59366701305,0,0,0,48434.8708424594,880393.473821281,1831994.28529302,1358587.72162671,1270282.82942656,2130162.66884586,4089984.92310745,2903691.41200368,2725195.273117,2134288.06371826,2607555.12362452,3638310.11024506,2981024.9042949,962652.473694611,1091105.30405646,108.147280458136,74.6650272787214,108.866737963543,71.5312788790927,113.549166100587,350.943028394589,189.249190744381,170.750786350455,117.684398481644,232.258576489062,186.963747220595,169.368588083243,154.344397341469
"329",1.96762994747787,0.568959120965982,0.0982095671049279,0.0302323532947716,3926.70812788395,0,0,0,46298.6899813909,841696.440884937,1713678.8963009,1262694.23278768,1169637.02794573,1941435.93552761,3661521.3769743,2583004.31157407,2453853.57521097,1917293.06672725,2333634.47554803,3239942.51238872,2640079.42517465,848537.549658452,1330135.15666218,91.2593557411777,63.1818230845999,91.6786932839262,60.6430747847533,95.7699143427317,298.28792678798,189.507605388352,174.756911430246,106.861128563897,244.047399123995,182.716019899098,163.997148980123,145.23864526566
